sku,valid_from,valid_to,price
QX-TIN-211,2026-03-16,,1.98
QX-BAK-215,2024-10-20,2025-07-17,0.67
QX-BAK-215,2025-07-17,2025-12-27,0.72
QX-BAK-215,2025-12-27,,0.70
QX-DRK-216,2024-04-23,2025-09-07,5.11
QX-DRK-216,2025-09-07,2025-09-28,5.34
QX-DRK-216,2025-09-28,2025-12-11,5.81
QX-DRK-216,2025-12-11,,5.47
QX-BAK-217,2023-12-20,2025-09-18,3.38
QX-BAK-217,2025-09-18,2025-10-05,3.51
QX-BAK-217,2025-10-05,,3.65
QX-TIN-218,2025-03-14,2026-01-29,2.64
QX-TIN-218,2026-01-29,2026-01-29,2.75
QX-TIN-218,2026-01-29,2026-01-29,2.95
QX-TIN-218,2026-01-29,,2.79
QX-CER-219,2025-05-20,2025-07-24,1.79
QX-CER-219,2025-07-24,,2.02
QX-BWS-220,2024-10-05,2025-10-24,7.69
QX-BWS-220,2025-10-24,,9.28
QX-CHL-221,2024-02-13,2025-09-22,10.62
QX-CHL-221,2025-09-22,2026-01-25,11.22
QX-CHL-221,2026-01-25,2026-01-25,11.45
QX-CHL-221,2026-01-25,2026-03-15,11.67
QX-CHL-221,2026-03-15,2026-03-15,12.28
QX-CHL-221,2026-03-15,,12.11
QX-PRO-222,2024-01-12,2026-01-21,3.19
QX-PRO-222,2026-01-21,2026-02-17,3.31
QX-PRO-222,2026-02-17,,3.86
QX-PRO-223,2025-05-22,2025-10-10,0.50
QX-PRO-223,2025-10-10,2025-10-10,0.52
QX-PRO-223,2025-10-10,2026-03-06,0.54
QX-PRO-223,2026-03-06,2026-03-06,0.56
QX-PRO-223,2026-03-06,2026-03-06,0.60
QX-PRO-223,2026-03-06,2026-03-06,0.62
QX-PRO-223,2026-03-06,,0.56
QX-PET-224,2024-08-23,2026-02-23,8.42
QX-PET-224,2026-02-23,2026-02-23,8.59
QX-PET-224,2026-02-23,2026-02-23,9.11
QX-PET-224,2026-02-23,,9.55
QX-PRO-225,2024-07-31,2025-07-03,3.50
QX-PRO-225,2025-07-03,2025-07-03,3.72
QX-PRO-225,2025-07-03,2025-10-13,3.81
QX-PRO-225,2025-10-13,2026-03-15,4.13
QX-PRO-225,2026-03-15,,4.05
QX-TIN-227,2025-03-21,2025-07-29,2.19
QX-TIN-227,2025-07-29,2025-10-30,2.38
QX-TIN-227,2025-10-30,2025-11-24,2.54
QX-TIN-227,2025-11-24,2026-03-23,2.58
QX-TIN-227,2026-03-23,2026-03-23,2.70
QX-TIN-227,2026-03-23,,2.51
QX-BWS-228,2024-11-10,2026-01-19,29.00
QX-BWS-228,2026-01-19,2026-01-19,29.54
QX-BWS-228,2026-01-19,2026-01-19,31.75
QX-BWS-228,2026-01-19,,34.22
QX-BWS-229,2024-02-14,2026-03-14,21.16
QX-BWS-229,2026-03-14,2026-03-17,22.53
QX-BWS-229,2026-03-17,,22.31
QX-DRY-230,2024-11-17,2025-11-28,2.66
QX-DRY-230,2025-11-28,2026-02-22,2.77
QX-DRY-230,2026-02-22,2026-02-22,2.83
QX-DRY-230,2026-02-22,2026-03-27,2.98
QX-DRY-230,2026-03-27,,3.02
QX-CER-231,2025-03-11,2026-01-07,2.29
QX-CER-231,2026-01-07,2026-01-07,2.49
QX-CER-231,2026-01-07,2026-01-07,2.53
QX-CER-231,2026-01-07,2026-01-07,2.72
QX-CER-231,2026-01-07,2026-01-07,2.90
QX-CER-231,2026-01-07,,2.42
QX-CER-232,2023-10-20,2026-02-03,2.56
QX-CER-232,2026-02-03,2026-02-03,2.60
QX-CER-232,2026-02-03,2026-02-03,2.75
QX-CER-232,2026-02-03,2026-02-03,2.89
QX-CER-232,2026-02-03,2026-03-14,3.05
QX-CER-232,2026-03-14,,2.95
QX-FRZ-233,2025-02-03,2025-12-14,6.88
QX-FRZ-233,2025-12-14,2025-12-14,7.34
QX-FRZ-233,2025-12-14,2025-12-14,7.53
QX-FRZ-233,2025-12-14,,8.22
QX-PRO-234,2024-07-11,2026-03-05,1.88
QX-PRO-234,2026-03-05,2026-03-05,1.92
QX-PRO-234,2026-03-05,2026-03-05,2.06
QX-PRO-234,2026-03-05,,2.21
QX-BAK-235,2023-10-22,2025-10-14,4.42
QX-BAK-235,2025-10-14,2025-10-14,4.46
QX-BAK-235,2025-10-14,2025-10-14,4.83
QX-BAK-235,2025-10-14,2026-02-17,5.00
QX-BAK-235,2026-02-17,2026-02-17,5.19
QX-BAK-235,2026-02-17,,5.04
QX-HHD-236,2025-02-25,2025-12-01,10.47
QX-HHD-236,2025-12-01,2026-03-07,11.07
QX-HHD-236,2026-03-07,2026-03-07,12.00
QX-HHD-236,2026-03-07,2026-03-07,12.67
QX-HHD-236,2026-03-07,2026-03-07,13.33
QX-HHD-236,2026-03-07,2026-03-07,14.04
QX-HHD-236,2026-03-07,,11.50
QX-FRZ-238,2024-11-30,2026-02-19,4.35
QX-FRZ-238,2026-02-19,2026-02-19,4.53
QX-FRZ-238,2026-02-19,,4.60
QX-DRK-239,2024-12-09,2025-07-01,2.04
QX-DRK-239,2025-07-01,2025-10-03,2.16
QX-DRK-239,2025-10-03,,2.19
QX-BAK-240,2024-01-08,2026-01-20,5.36
QX-BAK-240,2026-01-20,2026-02-23,5.80
QX-BAK-240,2026-02-23,,6.43
QX-DRY-241,2025-03-31,2025-11-07,3.24
QX-DRY-241,2025-11-07,2025-11-07,3.45
QX-DRY-241,2025-11-07,,3.40
QX-HHD-242,2025-05-11,2026-02-24,2.95
QX-HHD-242,2026-02-24,2026-02-24,3.07
QX-HHD-242,2026-02-24,2026-02-24,3.26
QX-HHD-242,2026-02-24,,3.53
QX-PRO-243,2024-06-04,2026-03-09,4.64
QX-PRO-243,2026-03-09,2026-03-09,4.85
QX-PRO-243,2026-03-09,,4.93
QX-TIN-244,2024-08-11,2025-07-06,0.51
QX-TIN-244,2025-07-06,2025-07-19,0.52
QX-TIN-244,2025-07-19,2025-08-06,0.57
QX-TIN-244,2025-08-06,2025-12-22,0.58
QX-TIN-244,2025-12-22,2026-03-18,0.61
QX-TIN-244,2026-03-18,2026-03-18,0.61
QX-TIN-244,2026-03-18,,0.56
QX-CER-245,2025-02-02,2026-02-18,1.32
QX-CER-245,2026-02-18,,1.38
QX-HHD-246,2023-11-17,2026-02-28,3.77
QX-HHD-246,2026-02-28,2026-02-28,3.85
QX-HHD-246,2026-02-28,,4.46
QX-BWS-247,2024-02-24,2025-11-12,11.24
QX-BWS-247,2025-11-12,2025-11-12,11.90
QX-BWS-247,2025-11-12,2025-11-12,12.63
QX-BWS-247,2025-11-12,2025-11-12,13.53
QX-BWS-247,2025-11-12,,12.03
QX-BAK-248,2024-12-19,2025-12-23,2.59
QX-BAK-248,2025-12-23,2026-01-15,2.62
QX-BAK-248,2026-01-15,2026-01-15,2.74
QX-BAK-248,2026-01-15,,2.74
QX-FRZ-249,2025-05-18,2025-07-09,6.11
QX-FRZ-249,2025-07-09,2025-07-23,6.50
QX-FRZ-249,2025-07-23,2025-08-10,7.06
QX-FRZ-249,2025-08-10,2025-08-12,7.65
QX-FRZ-249,2025-08-12,,6.93
QX-CHL-251,2024-08-04,2026-01-15,10.66
QX-CHL-251,2026-01-15,,12.19
QX-PET-252,2024-12-20,2025-08-09,2.39
QX-PET-252,2025-08-09,2026-01-09,2.50
QX-PET-252,2026-01-09,2026-01-09,2.69
QX-PET-252,2026-01-09,2026-01-09,2.91
QX-PET-252,2026-01-09,2026-01-09,3.06
QX-PET-252,2026-01-09,,2.79
QX-BAK-255,2025-02-24,2026-02-17,3.91
QX-BAK-255,2026-02-17,2026-02-17,4.19
QX-BAK-255,2026-02-17,,4.10
QX-HHD-257,2024-04-28,2026-01-13,1.22
QX-HHD-257,2026-01-13,2026-03-26,1.24
QX-HHD-257,2026-03-26,2026-03-26,1.27
QX-HHD-257,2026-03-26,2026-03-26,1.29
QX-HHD-257,2026-03-26,2026-03-26,1.33
QX-HHD-257,2026-03-26,,1.34
QX-DRK-258,2024-09-29,2026-01-18,3.29
QX-DRK-258,2026-01-18,2026-02-17,3.44
QX-DRK-258,2026-02-17,,3.80
QX-DRK-259,2025-01-15,2026-01-14,3.33
QX-DRK-259,2026-01-14,2026-01-14,3.45
QX-DRK-259,2026-01-14,2026-01-14,3.75
QX-DRK-259,2026-01-14,,3.59
QX-BWS-260,2024-04-10,2025-08-24,33.87
QX-BWS-260,2025-08-24,2025-08-24,36.72
QX-BWS-260,2025-08-24,,35.94
QX-BAK-261,2024-05-11,2025-08-31,1.70
QX-BAK-261,2025-08-31,2025-08-31,1.76
QX-BAK-261,2025-08-31,2026-02-06,1.88
QX-BAK-261,2026-02-06,2026-02-06,1.93
QX-BAK-261,2026-02-06,,1.99
QX-PRO-262,2024-07-28,2026-02-27,3.37
QX-PRO-262,2026-02-27,2026-02-27,3.66
QX-PRO-262,2026-02-27,2026-03-05,3.83
QX-PRO-262,2026-03-05,2026-03-23,3.89
QX-PRO-262,2026-03-23,2026-03-23,3.94
QX-PRO-262,2026-03-23,2026-03-23,4.00
QX-PRO-262,2026-03-23,,3.73
QX-PRO-263,2025-01-23,2025-06-27,1.78
QX-PRO-263,2025-06-27,2026-01-02,1.82
QX-PRO-263,2026-01-02,2026-02-21,1.91
QX-PRO-263,2026-02-21,2026-02-21,2.02
QX-PRO-263,2026-02-21,,2.01
QX-PRO-264,2024-04-09,2025-08-04,2.53
QX-PRO-264,2025-08-04,2025-08-04,2.76
QX-PRO-264,2025-08-04,2026-02-05,2.79
QX-PRO-264,2026-02-05,,2.95
QX-DRY-266,2024-02-10,2026-02-23,4.43
QX-DRY-266,2026-02-23,2026-02-23,4.52
QX-DRY-266,2026-02-23,2026-03-27,4.57
QX-DRY-266,2026-03-27,2026-03-27,4.76
QX-DRY-266,2026-03-27,2026-03-27,4.94
QX-DRY-266,2026-03-27,2026-03-27,5.00
QX-DRY-266,2026-03-27,,5.14
QX-TIN-267,2025-04-21,2025-12-05,1.32
QX-TIN-267,2025-12-05,2026-02-03,1.43
QX-TIN-267,2026-02-03,2026-02-03,1.46
QX-TIN-267,2026-02-03,,1.55
QX-HHD-268,2024-01-01,2025-09-13,8.02
QX-HHD-268,2025-09-13,2026-02-19,8.53
QX-HHD-268,2026-02-19,2026-02-19,8.82
QX-HHD-268,2026-02-19,2026-02-19,8.99
QX-HHD-268,2026-02-19,2026-03-17,9.15
QX-HHD-268,2026-03-17,,8.55
QX-CHL-269,2025-02-08,2025-10-21,1.47
QX-CHL-269,2025-10-21,,1.62
QX-CER-270,2024-07-08,2026-02-20,3.31
QX-CER-270,2026-02-20,2026-02-20,3.47
QX-CER-270,2026-02-20,2026-02-20,3.59
QX-CER-270,2026-02-20,2026-02-20,3.70
QX-CER-270,2026-02-20,,3.84
QX-PET-271,2025-03-21,2025-10-09,3.11
QX-PET-271,2025-10-09,,3.73
QX-TIN-272,2024-05-08,2025-07-02,1.55
QX-TIN-272,2025-07-02,2025-08-08,1.66
QX-TIN-272,2025-08-08,2025-08-14,1.79
QX-TIN-272,2025-08-14,2026-02-06,1.83
QX-TIN-272,2026-02-06,2026-03-05,1.92
QX-TIN-272,2026-03-05,,1.83
QX-FRZ-273,2024-01-19,2025-08-26,3.89
QX-FRZ-273,2025-08-26,,4.69
QX-CER-274,2025-03-12,2025-09-12,3.11
QX-CER-274,2025-09-12,2025-09-26,3.20
QX-CER-274,2025-09-26,2025-09-26,3.40
QX-CER-274,2025-09-26,2026-01-17,3.46
QX-CER-274,2026-01-17,2026-02-20,3.62
QX-CER-274,2026-02-20,,3.77
QX-HBC-275,2024-01-12,2025-10-14,10.66
QX-HBC-275,2025-10-14,2026-03-10,11.27
QX-HBC-275,2026-03-10,2026-03-10,11.74
QX-HBC-275,2026-03-10,,11.50
QX-PET-276,2024-01-23,2025-11-19,1.55
QX-PET-276,2025-11-19,2025-12-11,1.64
QX-PET-276,2025-12-11,2025-12-23,1.78
QX-PET-276,2025-12-23,2026-03-20,1.81
QX-PET-276,2026-03-20,2026-03-20,1.88
QX-PET-276,2026-03-20,2026-03-20,1.93
QX-PET-276,2026-03-20,,1.86
QX-BAK-277,2024-09-17,2025-10-21,1.13
QX-BAK-277,2025-10-21,2025-10-21,1.19
QX-BAK-277,2025-10-21,,1.35
QX-CHL-278,2025-04-07,2025-09-19,1.22
QX-CHL-278,2025-09-19,2026-01-12,1.27
QX-CHL-278,2026-01-12,2026-01-12,1.31
QX-CHL-278,2026-01-12,2026-02-20,1.39
QX-CHL-278,2026-02-20,2026-02-20,1.41
QX-CHL-278,2026-02-20,,1.39
QX-BWS-279,2024-07-07,2025-08-07,11.58
QX-BWS-279,2025-08-07,2026-02-25,11.80
QX-BWS-279,2026-02-25,2026-03-21,12.19
QX-BWS-279,2026-03-21,2026-03-21,13.10
QX-BWS-279,2026-03-21,,13.61
QX-DRK-280,2023-12-13,2025-12-18,5.50
QX-DRK-280,2025-12-18,2025-12-18,5.63
QX-DRK-280,2025-12-18,2025-12-30,5.69
QX-DRK-280,2025-12-30,2025-12-30,6.20
QX-DRK-280,2025-12-30,2025-12-30,6.37
QX-DRK-280,2025-12-30,,6.11
QX-DRK-281,2025-01-16,2026-02-12,5.60
QX-DRK-281,2026-02-12,2026-02-12,5.90
QX-DRK-281,2026-02-12,,6.18
QX-BWS-282,2024-08-26,2025-11-14,10.09
QX-BWS-282,2025-11-14,2026-01-21,10.43
QX-BWS-282,2026-01-21,2026-01-21,11.22
QX-BWS-282,2026-01-21,,11.12
QX-DRY-283,2024-07-29,2025-10-19,6.13
QX-DRY-283,2025-10-19,2026-02-05,6.48
QX-DRY-283,2026-02-05,2026-02-05,6.75
QX-DRY-283,2026-02-05,2026-02-05,6.95
QX-DRY-283,2026-02-05,2026-02-05,7.06
QX-DRY-283,2026-02-05,,6.66
QX-TIN-284,2024-11-04,2025-07-11,0.78
QX-TIN-284,2025-07-11,2025-08-07,0.81
QX-TIN-284,2025-08-07,2026-01-31,0.83
QX-TIN-284,2026-01-31,2026-01-31,0.89
QX-TIN-284,2026-01-31,,0.84
QX-PET-285,2024-03-12,2025-10-04,2.21
QX-PET-285,2025-10-04,,2.36
QX-BAK-286,2024-11-08,2025-12-24,5.22
QX-BAK-286,2025-12-24,2025-12-24,5.28
QX-BAK-286,2025-12-24,2025-12-24,5.57
QX-BAK-286,2025-12-24,2026-01-14,6.01
QX-BAK-286,2026-01-14,,6.07
QX-TIN-288,2024-12-11,2026-02-26,0.88
QX-TIN-288,2026-02-26,2026-02-26,0.92
QX-TIN-288,2026-02-26,2026-02-26,0.98
QX-TIN-288,2026-02-26,2026-03-08,1.03
QX-TIN-288,2026-03-08,,1.06
QX-BWS-289,2024-03-20,2025-11-30,21.98
QX-BWS-289,2025-11-30,2026-03-25,23.61
QX-BWS-289,2026-03-25,2026-03-25,25.57
QX-BWS-289,2026-03-25,2026-03-25,27.12
QX-BWS-289,2026-03-25,2026-03-25,29.44
QX-BWS-289,2026-03-25,,25.02
QX-TIN-290,2025-05-22,2025-12-18,1.65
QX-TIN-290,2025-12-18,2025-12-18,1.78
QX-TIN-290,2025-12-18,2025-12-18,1.89
QX-TIN-290,2025-12-18,,1.92
QX-HBC-291,2024-10-25,2025-08-08,1.04
QX-HBC-291,2025-08-08,2026-01-06,1.09
QX-HBC-291,2026-01-06,2026-01-06,1.12
QX-HBC-291,2026-01-06,,1.23
QX-DRK-292,2024-06-30,2026-03-26,4.56
QX-DRK-292,2026-03-26,2026-03-26,4.64
QX-DRK-292,2026-03-26,2026-03-26,5.05
QX-DRK-292,2026-03-26,2026-03-26,5.42
QX-DRK-292,2026-03-26,2026-03-26,5.58
QX-DRK-292,2026-03-26,,4.95
QX-HHD-293,2023-11-05,2025-08-09,1.78
QX-HHD-293,2025-08-09,2026-01-22,1.94
QX-HHD-293,2026-01-22,,2.02
QX-BAK-294,2024-01-24,2026-03-12,5.56
QX-BAK-294,2026-03-12,2026-03-12,5.75
QX-BAK-294,2026-03-12,2026-03-12,5.93
QX-BAK-294,2026-03-12,2026-03-12,6.08
QX-BAK-294,2026-03-12,,6.42
QX-CHL-295,2024-01-24,2026-03-25,6.43
QX-CHL-295,2026-03-25,2026-03-25,6.75
QX-CHL-295,2026-03-25,2026-03-25,7.27
QX-CHL-295,2026-03-25,2026-03-25,7.83
QX-CHL-295,2026-03-25,2026-03-25,8.45
QX-CHL-295,2026-03-25,,7.48
QX-BWS-296,2025-04-29,2026-02-02,6.51
QX-BWS-296,2026-02-02,2026-02-02,6.84
QX-BWS-296,2026-02-02,2026-03-28,7.41
QX-BWS-296,2026-03-28,,6.82
QX-TIN-297,2024-01-10,2025-12-25,1.67
QX-TIN-297,2025-12-25,2025-12-25,1.77
QX-TIN-297,2025-12-25,2025-12-25,1.86
QX-TIN-297,2025-12-25,,1.86
QX-HBC-298,2024-11-20,2025-08-31,12.16
QX-HBC-298,2025-08-31,2025-12-30,12.48
QX-HBC-298,2025-12-30,2025-12-30,12.81
QX-HBC-298,2025-12-30,,13.04
QX-BAK-299,2024-02-09,2025-10-10,7.54
QX-BAK-299,2025-10-10,2025-10-10,8.06
QX-BAK-299,2025-10-10,2025-10-25,8.54
QX-BAK-299,2025-10-25,,8.67
QX-DRK-300,2024-09-27,2026-03-21,3.10
QX-DRK-300,2026-03-21,,3.34
QX-PRO-301,2024-02-01,2026-02-16,2.33
QX-PRO-301,2026-02-16,2026-02-16,2.38
QX-PRO-301,2026-02-16,2026-02-16,2.59
QX-PRO-301,2026-02-16,,2.53
QX-CER-302,2023-12-05,2025-07-28,1.94
QX-CER-302,2025-07-28,2025-07-28,2.01
QX-CER-302,2025-07-28,2025-11-15,2.09
QX-CER-302,2025-11-15,2026-02-14,2.24
QX-CER-302,2026-02-14,2026-02-14,2.30
QX-CER-302,2026-02-14,2026-03-11,2.35
QX-CER-302,2026-03-11,,2.25
QX-CER-303,2024-05-16,2026-02-23,4.07
QX-CER-303,2026-02-23,2026-02-23,4.12
QX-CER-303,2026-02-23,2026-02-23,4.31
QX-CER-303,2026-02-23,2026-02-23,4.66
QX-CER-303,2026-02-23,,4.53
QX-HBC-304,2023-11-28,2026-03-08,6.85
QX-HBC-304,2026-03-08,2026-03-08,7.37
QX-HBC-304,2026-03-08,,8.23
QX-BWS-305,2024-06-15,2025-12-30,31.67
QX-BWS-305,2025-12-30,2025-12-30,32.99
QX-BWS-305,2025-12-30,2025-12-30,34.11
QX-BWS-305,2025-12-30,2025-12-30,36.83
QX-BWS-305,2025-12-30,2025-12-30,37.93
QX-BWS-305,2025-12-30,,33.64
QX-BWS-306,2025-01-16,2026-03-03,17.42
QX-BWS-306,2026-03-03,,19.22
QX-CER-307,2025-01-09,2025-08-17,2.54
QX-CER-307,2025-08-17,2025-11-25,2.61
QX-CER-307,2025-11-25,2025-12-08,2.72
QX-CER-307,2025-12-08,2026-02-13,2.78
QX-CER-307,2026-02-13,2026-02-13,2.86
QX-CER-307,2026-02-13,2026-02-22,2.97
QX-CER-307,2026-02-22,,2.92
QX-TIN-309,2024-10-16,2025-07-07,0.57
QX-TIN-309,2025-07-07,2025-11-29,0.60
QX-TIN-309,2025-11-29,2025-12-09,0.62
QX-TIN-309,2025-12-09,2026-01-04,0.64
QX-TIN-309,2026-01-04,2026-01-04,0.66
QX-TIN-309,2026-01-04,,0.66
QX-TIN-310,2024-08-05,2025-10-10,2.15
QX-TIN-310,2025-10-10,2025-10-26,2.18
QX-TIN-310,2025-10-26,,2.43
QX-TIN-311,2024-02-18,2026-03-25,2.26
QX-TIN-311,2026-03-25,2026-03-25,2.37
QX-TIN-311,2026-03-25,,2.57
QX-CHL-313,2024-03-01,2025-08-14,1.38
QX-CHL-313,2025-08-14,2025-11-27,1.43
QX-CHL-313,2025-11-27,2025-11-27,1.45
QX-CHL-313,2025-11-27,2025-11-27,1.51
QX-CHL-313,2025-11-27,,1.62
QX-BWS-314,2025-05-07,2025-07-16,5.05
QX-BWS-314,2025-07-16,2025-08-31,5.12
QX-BWS-314,2025-08-31,2026-03-05,5.48
QX-BWS-314,2026-03-05,,5.50
QX-PET-315,2025-01-08,2025-07-15,5.21
QX-PET-315,2025-07-15,2025-07-15,5.39
QX-PET-315,2025-07-15,2025-09-22,5.71
QX-PET-315,2025-09-22,2025-09-22,6.11
QX-PET-315,2025-09-22,,6.29
QX-HHD-316,2025-01-12,2025-11-09,6.20
QX-HHD-316,2025-11-09,2026-02-01,6.57
QX-HHD-316,2026-02-01,,6.86
QX-DRY-317,2023-10-28,2026-01-18,1.45
QX-DRY-317,2026-01-18,2026-01-18,1.56
QX-DRY-317,2026-01-18,2026-01-18,1.59
QX-DRY-317,2026-01-18,2026-03-27,1.66
QX-DRY-317,2026-03-27,2026-03-27,1.69
QX-DRY-317,2026-03-27,2026-03-27,1.77
QX-DRY-317,2026-03-27,,1.64
QX-DRY-318,2024-10-16,2026-01-19,2.29
QX-DRY-318,2026-01-19,2026-01-19,2.40
QX-DRY-318,2026-01-19,2026-01-19,2.47
QX-DRY-318,2026-01-19,2026-01-19,2.58
QX-DRY-318,2026-01-19,2026-01-19,2.72
QX-DRY-318,2026-01-19,,2.77
QX-HHD-319,2024-11-18,2025-11-16,5.21
QX-HHD-319,2025-11-16,,5.84
QX-DRK-320,2024-07-26,2025-10-01,4.91
QX-DRK-320,2025-10-01,2026-01-06,5.20
QX-DRK-320,2026-01-06,2026-02-14,5.60
QX-DRK-320,2026-02-14,2026-02-14,6.00
QX-DRK-320,2026-02-14,,5.31
QX-HBC-321,2024-10-11,2025-08-07,11.51
QX-HBC-321,2025-08-07,2026-03-10,12.39
QX-HBC-321,2026-03-10,,12.18
QX-DRY-322,2024-04-09,2025-07-30,3.13
QX-DRY-322,2025-07-30,2026-01-19,3.20
QX-DRY-322,2026-01-19,2026-01-19,3.44
QX-DRY-322,2026-01-19,2026-01-19,3.53
QX-DRY-322,2026-01-19,2026-01-19,3.70
QX-DRY-322,2026-01-19,,3.40
QX-DRK-323,2024-12-07,2025-11-15,5.31
QX-DRK-323,2025-11-15,2025-11-15,5.78
QX-DRK-323,2025-11-15,2025-11-15,6.22
QX-DRK-323,2025-11-15,2026-02-03,6.54
QX-DRK-323,2026-02-03,,6.16
QX-DRY-324,2025-02-21,2026-02-05,2.09
QX-DRY-324,2026-02-05,2026-02-05,2.23
QX-DRY-324,2026-02-05,2026-02-05,2.40
QX-DRY-324,2026-02-05,2026-02-05,2.52
QX-DRY-324,2026-02-05,,2.47
QX-DRY-325,2023-12-29,2025-09-27,6.23
QX-DRY-325,2025-09-27,2025-11-12,6.53
QX-DRY-325,2025-11-12,2025-11-12,6.77
QX-DRY-325,2025-11-12,2026-03-07,7.25
QX-DRY-325,2026-03-07,2026-03-07,7.60
QX-DRY-325,2026-03-07,2026-03-07,8.24
QX-DRY-325,2026-03-07,,7.14
QX-TIN-328,2023-10-16,2026-01-21,1.83
QX-TIN-328,2026-01-21,2026-01-26,1.92
QX-TIN-328,2026-01-26,2026-01-26,1.99
QX-TIN-328,2026-01-26,,2.17
QX-BWS-329,2024-01-31,2026-01-12,2.93
QX-BWS-329,2026-01-12,,3.55
QX-CHL-330,2023-12-24,2025-12-21,6.92
QX-CHL-330,2025-12-21,2025-12-21,6.99
QX-CHL-330,2025-12-21,2025-12-21,7.40
QX-CHL-330,2025-12-21,2025-12-21,7.91
QX-CHL-330,2025-12-21,,7.89
QX-HBC-332,2024-04-22,2025-09-05,5.77
QX-HBC-332,2025-09-05,,6.55
QX-DRY-333,2025-03-09,2025-09-21,3.48
QX-DRY-333,2025-09-21,2025-10-08,3.66
QX-DRY-333,2025-10-08,2025-10-19,3.84
QX-DRY-333,2025-10-19,,4.06
QX-FRZ-334,2024-01-02,2025-10-14,7.52
QX-FRZ-334,2025-10-14,2026-01-12,8.19
QX-FRZ-334,2026-01-12,2026-01-12,8.33
QX-FRZ-334,2026-01-12,2026-01-12,8.44
QX-FRZ-334,2026-01-12,,7.93
QX-DRK-336,2024-01-08,2025-06-26,2.58
QX-DRK-336,2025-06-26,2025-07-28,2.80
QX-DRK-336,2025-07-28,2025-08-27,2.86
QX-DRK-336,2025-08-27,2025-12-07,3.10
QX-DRK-336,2025-12-07,,3.05
QX-PET-337,2024-07-21,2026-03-24,4.12
QX-PET-337,2026-03-24,,4.97
QX-HHD-338,2023-11-20,2026-03-24,9.14
QX-HHD-338,2026-03-24,2026-03-24,9.68
QX-HHD-338,2026-03-24,2026-03-24,9.97
QX-HHD-338,2026-03-24,2026-03-24,10.34
QX-HHD-338,2026-03-24,,10.44
QX-TIN-339,2024-07-28,2025-09-03,2.51
QX-TIN-339,2025-09-03,2025-09-03,2.62
QX-TIN-339,2025-09-03,,2.64
QX-DRY-340,2023-12-07,2025-10-03,5.65
QX-DRY-340,2025-10-03,2025-10-03,5.80
QX-DRY-340,2025-10-03,2025-10-03,6.18
QX-DRY-340,2025-10-03,2025-11-29,6.44
QX-DRY-340,2025-11-29,2025-11-29,6.76
QX-DRY-340,2025-11-29,2025-11-29,7.20
QX-DRY-340,2025-11-29,,6.29
QX-DRK-341,2023-10-23,2025-09-26,1.32
QX-DRK-341,2025-09-26,2026-01-01,1.36
QX-DRK-341,2026-01-01,2026-03-28,1.44
QX-DRK-341,2026-03-28,2026-03-28,1.52
QX-DRK-341,2026-03-28,,1.41
QX-CER-343,2025-02-18,2026-03-22,2.48
QX-CER-343,2026-03-22,,2.92
QX-TIN-344,2025-02-19,2025-09-01,1.12
QX-TIN-344,2025-09-01,2025-12-18,1.15
QX-TIN-344,2025-12-18,2025-12-18,1.17
QX-TIN-344,2025-12-18,2025-12-18,1.22
QX-TIN-344,2025-12-18,,1.34
QX-FRZ-345,2024-05-28,2026-01-04,3.02
QX-FRZ-345,2026-01-04,2026-01-22,3.16
QX-FRZ-345,2026-01-22,2026-01-22,3.24
QX-FRZ-345,2026-01-22,2026-01-22,3.37
QX-FRZ-345,2026-01-22,,3.39
QX-FRZ-346,2025-03-16,2025-06-29,1.30
QX-FRZ-346,2025-06-29,2025-12-12,1.39
QX-FRZ-346,2025-12-12,,1.53
QX-HHD-347,2024-05-18,2026-02-16,5.78
QX-HHD-347,2026-02-16,2026-02-16,6.24
QX-HHD-347,2026-02-16,2026-02-16,6.53
QX-HHD-347,2026-02-16,2026-02-16,6.67
QX-HHD-347,2026-02-16,,6.19
QX-DRK-348,2024-01-18,2026-03-30,3.42
QX-DRK-348,2026-03-30,2026-03-30,3.58
QX-DRK-348,2026-03-30,2026-03-30,3.63
QX-DRK-348,2026-03-30,2026-03-30,3.79
QX-DRK-348,2026-03-30,2026-03-30,3.89
QX-DRK-348,2026-03-30,,4.08
QX-CER-349,2024-06-21,2025-07-13,3.55
QX-CER-349,2025-07-13,2026-03-06,3.79
QX-CER-349,2026-03-06,2026-03-06,4.04
QX-CER-349,2026-03-06,,4.09
QX-FRZ-351,2024-04-23,2025-08-18,4.71
QX-FRZ-351,2025-08-18,,5.21
QX-BWS-352,2024-10-02,2025-10-09,35.78
QX-BWS-352,2025-10-09,2025-11-28,36.88
QX-BWS-352,2025-11-28,2025-12-10,37.78
QX-BWS-352,2025-12-10,,37.28
QX-CER-353,2023-12-21,2025-07-01,1.41
QX-CER-353,2025-07-01,2025-10-19,1.53
QX-CER-353,2025-10-19,2026-01-16,1.65
QX-CER-353,2026-01-16,2026-01-16,1.68
QX-CER-353,2026-01-16,,1.52
QX-HHD-354,2024-06-13,2025-12-02,3.52
QX-HHD-354,2025-12-02,2025-12-02,3.57
QX-HHD-354,2025-12-02,2025-12-02,3.65
QX-HHD-354,2025-12-02,2026-03-16,3.76
QX-HHD-354,2026-03-16,2026-03-18,3.93
QX-HHD-354,2026-03-18,,3.93
QX-TIN-355,2024-03-06,2025-11-06,1.78
