check_id,branch_id,competitor_id,sku,checked_on,competitor_price,our_price,checked_by
CHK-0000594,B-04,CMP-BG,QX-HHD-827,2026-05-03,4.59,4.91,E-983
CHK-0000595,B-04,CMP-BG,QX-BWS-839,2026-05-03,10.47,11.58,E-983
CHK-0000596,B-04,CMP-BG,QX-BAK-851,2026-05-03,6.02,6.44,E-983
CHK-0000597,B-04,CMP-BG,QX-DRY-866,2026-05-03,3.64,3.87,E-983
CHK-0000598,B-04,CMP-BG,QX-PRO-876,2026-05-03,1.07,1.14,E-983
CHK-0000599,B-04,CMP-BG,QX-DRY-913,2026-05-03,5.55,5.80,E-983
CHK-0000600,B-04,CMP-BG,QX-BAK-941,2026-05-03,1.36,1.43,E-983
CHK-0000601,B-04,CMP-BG,QX-BWS-962,2026-05-03,35.80,40.02,E-983
CHK-0000602,B-04,CMP-BG,QX-DRK-000,2026-05-03,5.22,5.60,E-983
CHK-0000603,B-04,CMP-BG,QX-DRK-020,2026-05-03,1.58,1.71,E-983
CHK-0000604,B-04,CMP-BG,QX-DRK-028,2026-05-03,4.59,4.86,E-983
CHK-0000605,B-04,CMP-BG,QX-PET-037,2026-05-03,5.71,6.03,E-983
CHK-0000606,B-04,CMP-BG,QX-DRY-056,2026-05-03,7.11,7.75,E-983
CHK-0000607,B-04,CMP-BG,QX-CER-103,2026-05-03,4.55,4.81,E-983
CHK-0000608,B-04,CMP-BG,QX-TIN-108,2026-05-03,2.31,2.46,E-983
CHK-0000609,B-04,CMP-BG,QX-TIN-138,2026-05-03,2.72,2.94,E-983
CHK-0000610,B-04,CMP-BG,QX-PRO-205,2026-05-03,3.25,3.42,E-983
CHK-0000611,B-04,CMP-BG,QX-PET-271,2026-05-03,3.74,4.07,E-983
CHK-0000612,B-04,CMP-BG,QX-BWS-280,2026-05-03,13.90,14.83,E-983
CHK-0000613,B-04,CMP-BG,QX-TIN-285,2026-05-03,0.80,0.90,E-983
CHK-0000614,B-04,CMP-BG,QX-HBC-324,2026-05-03,4.38,4.89,E-983
CHK-0000615,B-04,CMP-BG,QX-CHL-334,2026-05-03,18.11,19.31,E-983
CHK-0000616,B-04,CMP-BG,QX-DRK-362,2026-05-03,3.48,3.77,E-983
CHK-0000617,B-04,CMP-BG,QX-DRK-378,2026-05-03,1.90,2.09,E-983
CHK-0000618,B-04,CMP-BG,QX-HBC-393,2026-05-03,13.63,14.63,E-983
CHK-0000619,B-04,CMP-BG,QX-HHD-411,2026-05-03,6.02,6.59,E-983
CHK-0000620,B-04,CMP-BG,QX-BWS-470,2026-05-03,22.80,24.18,E-983
CHK-0000621,B-04,CMP-BG,QX-FRZ-495,2026-05-03,2.49,2.71,E-983
CHK-0000622,B-04,CMP-BG,QX-CER-504,2026-05-03,1.69,1.79,E-983
CHK-0000623,B-04,CMP-BG,QX-HHD-515,2026-05-03,8.47,8.91,E-983
CHK-0000624,B-04,CMP-BG,QX-CER-589,2026-05-03,1.35,1.52,E-983
CHK-0000625,B-04,CMP-BG,QX-BAK-613,2026-05-03,2.29,2.44,E-983
CHK-0000626,B-04,CMP-BG,QX-FRZ-622,2026-05-03,4.06,4.25,E-983
CHK-0000627,B-04,CMP-BG,QX-DRK-670,2026-05-03,6.31,6.92,E-983
CHK-0000628,B-04,CMP-BG,QX-CHL-707,2026-05-03,1.49,1.60,E-983
CHK-0000629,B-04,CMP-BG,QX-TIN-710,2026-05-03,1.75,1.83,E-983
CHK-0000630,B-04,CMP-BG,QX-BAK-715,2026-05-03,2.46,2.75,E-983
CHK-0000631,B-04,CMP-BG,QX-CHL-734,2026-05-03,19.76,22.09,E-983
CHK-0000632,B-04,CMP-BG,QX-HHD-758,2026-05-03,12.19,12.88,E-983
CHK-0000633,B-04,CMP-BG,QX-PET-807,2026-05-03,8.57,8.95,E-983
CHK-0000634,B-04,CMP-BG,QX-TIN-819,2026-05-03,1.44,1.50,E-983
CHK-0000635,B-04,CMP-BG,QX-HHD-829,2026-05-03,9.35,9.90,E-983
CHK-0000636,B-04,CMP-BG,QX-BWS-838,2026-05-03,13.04,14.24,E-983
CHK-0000637,B-04,CMP-BG,QX-TIN-867,2026-05-03,0.55,0.60,E-983
CHK-0000638,B-04,CMP-BG,QX-DRY-870,2026-05-03,2.86,3.00,E-983
CHK-0000639,B-04,CMP-BG,QX-PRO-944,2026-05-03,4.07,4.29,E-983
CHK-0000640,B-04,CMP-BG,QX-BWS-950,2026-05-03,19.44,20.91,E-983
CHK-0000641,B-04,CMP-BG,QX-HHD-957,2026-05-03,2.23,2.38,E-983
CHK-0000642,B-04,CMP-BG,QX-HBC-004,2026-05-03,6.59,7.19,E-983
CHK-0000643,B-04,CMP-BG,QX-HBC-048,2026-05-03,2.76,3.00,E-983
CHK-0000644,B-04,CMP-BG,QX-DRY-075,2026-05-03,7.37,7.77,E-983
CHK-0000645,B-04,CMP-BG,QX-CER-077,2026-05-03,2.86,3.16,E-983
CHK-0000646,B-04,CMP-BG,QX-CHL-091,2026-05-03,1.09,1.22,E-983
CHK-0000647,B-04,CMP-BG,QX-HHD-096,2026-05-03,6.09,6.81,E-983
CHK-0000648,B-04,CMP-BG,QX-CHL-136,2026-05-03,4.13,4.35,E-983
CHK-0000649,B-04,CMP-BG,QX-HHD-182,2026-05-03,9.09,9.73,E-983
CHK-0000650,B-04,CMP-BG,QX-BAK-184,2026-05-03,6.78,7.46,E-983
CHK-0000651,B-04,CMP-BG,QX-DRY-199,2026-05-03,5.52,5.97,E-983
CHK-0000652,B-04,CMP-BG,QX-HHD-231,2026-05-03,7.60,8.07,E-983
CHK-0000653,B-04,CMP-BG,QX-BWS-271,2026-05-03,16.16,18.13,E-983
CHK-0000654,B-04,CMP-BG,QX-HHD-295,2026-05-03,3.57,3.95,E-983
CHK-0000655,B-04,CMP-BG,QX-CER-337,2026-05-03,3.01,3.37,E-983
CHK-0000656,B-04,CMP-BG,QX-PRO-341,2026-05-03,2.97,3.23,E-983
CHK-0000657,B-04,CMP-BG,QX-DRK-352,2026-05-03,5.51,5.81,E-983
CHK-0000658,B-04,CMP-BG,QX-TIN-353,2026-05-03,2.49,2.71,E-983
CHK-0000659,B-04,CMP-BG,QX-TIN-355,2026-05-03,1.28,1.44,E-983
CHK-0000660,B-04,CMP-BG,QX-CER-371,2026-05-03,4.29,4.52,E-983
CHK-0000661,B-04,CMP-BG,QX-PRO-373,2026-05-03,4.60,4.86,E-983
CHK-0000662,B-04,CMP-BG,QX-CHL-389,2026-05-03,5.93,6.63,E-983
CHK-0000663,B-04,CMP-BG,QX-PRO-412,2026-05-03,3.10,3.26,E-983
CHK-0000664,B-04,CMP-BG,QX-CER-436,2026-05-03,1.53,1.68,E-983
CHK-0000665,B-04,CMP-VN,QX-TIN-045,2026-05-03,1.36,1.14,E-983
CHK-0000666,B-04,CMP-VN,QX-BWS-209,2026-05-03,34.00,29.08,E-983
CHK-0000667,B-04,CMP-VN,QX-PRO-213,2026-05-03,6.27,5.57,E-983
CHK-0000668,B-04,CMP-VN,QX-PRO-218,2026-05-03,2.85,2.62,E-983
CHK-0000669,B-04,CMP-VN,QX-FRZ-225,2026-05-03,8.71,7.52,E-983
CHK-0000670,B-04,CMP-VN,QX-CHL-231,2026-05-03,9.81,8.79,E-983
CHK-0000671,B-04,CMP-VN,QX-CER-248,2026-05-03,3.65,3.12,E-983
CHK-0000672,B-04,CMP-VN,QX-HHD-252,2026-05-03,2.69,2.38,E-983
CHK-0000673,B-04,CMP-VN,QX-FRZ-259,2026-05-03,7.54,6.57,E-983
CHK-0000674,B-04,CMP-VN,QX-BAK-297,2026-05-03,9.84,8.46,E-983
CHK-0000675,B-04,CMP-VN,QX-FRZ-306,2026-05-03,5.68,4.75,E-983
CHK-0000676,B-04,CMP-VN,QX-BAK-335,2026-05-03,4.89,4.20,E-983
CHK-0000677,B-04,CMP-VN,QX-BAK-386,2026-05-03,4.97,4.45,E-983
CHK-0000678,B-04,CMP-VN,QX-CHL-424,2026-05-03,23.54,21.68,E-983
CHK-0000679,B-04,CMP-VN,QX-CER-444,2026-05-03,2.16,1.91,E-983
CHK-0000680,B-04,CMP-VN,QX-PET-454,2026-05-03,1.53,1.34,E-983
CHK-0000681,B-04,CMP-VN,QX-PET-467,2026-05-03,1.50,1.30,E-983
CHK-0000682,B-04,CMP-VN,QX-PRO-487,2026-05-03,5.24,4.49,E-983
CHK-0000683,B-04,CMP-VN,QX-HHD-511,2026-05-03,14.68,12.98,E-983
CHK-0000684,B-04,CMP-VN,QX-PET-515,2026-05-03,1.78,1.50,E-983
CHK-0000685,B-04,CMP-VN,QX-BWS-543,2026-05-03,14.62,12.64,E-983
CHK-0000686,B-04,CMP-VN,QX-FRZ-598,2026-05-03,5.37,4.81,E-983
CHK-0000687,B-04,CMP-VN,QX-BAK-615,2026-05-03,2.70,2.31,E-983
CHK-0000688,B-04,CMP-VN,QX-DRY-636,2026-05-03,4.51,4.12,E-983
CHK-0000689,B-04,CMP-VN,QX-BWS-639,2026-05-03,6.27,5.50,E-983
CHK-0000690,B-04,CMP-VN,QX-HBC-657,2026-05-03,12.87,10.89,E-983
CHK-0000691,B-04,CMP-VN,QX-DRK-690,2026-05-03,2.87,2.65,E-983
CHK-0000692,B-04,CMP-VN,QX-BAK-706,2026-05-03,3.99,3.40,E-983
CHK-0000693,B-04,CMP-VN,QX-DRK-712,2026-05-03,6.27,5.72,E-983
CHK-0000694,B-04,CMP-VN,QX-PRO-742,2026-05-03,4.83,4.33,E-983
CHK-0000695,B-04,CMP-VN,QX-PRO-761,2026-05-03,2.40,2.19,E-983
CHK-0000696,B-04,CMP-VN,QX-HBC-779,2026-05-03,7.91,6.68,E-983
CHK-0000697,B-04,CMP-VN,QX-CHL-792,2026-05-03,6.04,5.05,E-983
CHK-0000698,B-04,CMP-VN,QX-CER-825,2026-05-03,4.65,4.25,E-983
CHK-0000699,B-04,CMP-VN,QX-HHD-827,2026-05-03,5.66,4.91,E-983
CHK-0000700,B-04,CMP-VN,QX-DRY-866,2026-05-03,4.55,3.87,E-983
CHK-0000701,B-04,CMP-VN,QX-BAK-874,2026-05-03,3.16,2.82,E-983
CHK-0000702,B-04,CMP-VN,QX-CHL-897,2026-05-03,5.75,5.04,E-983
CHK-0000703,B-04,CMP-VN,QX-DRY-913,2026-05-03,6.64,5.80,E-983
CHK-0000704,B-04,CMP-VN,QX-BWS-962,2026-05-03,44.29,40.02,E-983
CHK-0000705,B-04,CMP-VN,QX-FRZ-984,2026-05-03,7.54,6.61,E-983
CHK-0000706,B-04,CMP-VN,QX-PET-010,2026-05-03,13.20,11.67,E-983
CHK-0000707,B-04,CMP-VN,QX-DRY-026,2026-05-03,1.42,1.24,E-983
CHK-0000708,B-04,CMP-VN,QX-DRY-056,2026-05-03,9.17,7.75,E-983
CHK-0000709,B-04,CMP-VN,QX-CER-103,2026-05-03,5.66,4.81,E-983
CHK-0000710,B-04,CMP-VN,QX-TIN-108,2026-05-03,2.89,2.46,E-983
CHK-0000711,B-04,CMP-VN,QX-DRK-134,2026-05-03,5.91,5.04,E-983
CHK-0000712,B-04,CMP-VN,QX-DRY-144,2026-05-03,5.29,4.80,E-983
CHK-0000713,B-04,CMP-VN,QX-BWS-164,2026-05-03,40.07,33.80,E-983
CHK-0000714,B-04,CMP-VN,QX-PRO-205,2026-05-03,3.89,3.42,E-983
CHK-0000715,B-04,CMP-VN,QX-TIN-285,2026-05-03,1.06,0.90,E-983
CHK-0000716,B-04,CMP-VN,QX-DRY-314,2026-05-03,3.14,2.81,E-983
CHK-0000717,B-04,CMP-VN,QX-BWS-316,2026-05-03,6.81,6.00,E-983
CHK-0000718,B-04,CMP-VN,QX-HBC-324,2026-05-03,5.45,4.89,E-983
CHK-0000719,B-04,CMP-VN,QX-HBC-325,2026-05-03,3.72,3.17,E-983
CHK-0000720,B-04,CMP-VN,QX-CHL-334,2026-05-03,22.44,19.31,E-983
CHK-0000721,B-04,CMP-VN,QX-TIN-343,2026-05-03,2.19,1.95,E-983
CHK-0000722,B-04,CMP-VN,QX-TIN-383,2026-05-03,2.72,2.41,E-983
CHK-0000723,B-04,CMP-VN,QX-FRZ-385,2026-05-03,2.90,2.44,E-983
CHK-0000724,B-04,CMP-VN,QX-DRK-453,2026-05-03,3.27,3.03,E-983
CHK-0000725,B-04,CMP-VN,QX-BWS-470,2026-05-03,26.63,24.18,E-983
CHK-0000726,B-04,CMP-VN,QX-FRZ-495,2026-05-03,3.14,2.71,E-983
CHK-0000727,B-04,CMP-VN,QX-PRO-540,2026-05-03,4.54,3.96,E-983
CHK-0000728,B-04,CMP-VN,QX-PRO-580,2026-05-03,5.85,5.38,E-983
CHK-0000729,B-04,CMP-VN,QX-CER-589,2026-05-03,1.74,1.52,E-983
CHK-0000730,B-04,CMP-VN,QX-FRZ-622,2026-05-03,4.92,4.25,E-983
CHK-0000731,B-04,CMP-VN,QX-HHD-660,2026-05-03,2.47,2.07,E-983
CHK-0000732,B-04,CMP-VN,QX-DRK-670,2026-05-03,8.18,6.92,E-983
CHK-0000733,B-04,CMP-VN,QX-TIN-677,2026-05-03,1.05,0.90,E-983
CHK-0000734,B-04,CMP-VN,QX-BWS-684,2026-05-03,31.54,28.22,E-983
CHK-0000735,B-04,CMP-VN,QX-TIN-710,2026-05-03,2.14,1.83,E-983
CHK-0000736,B-04,CMP-VN,QX-PRO-718,2026-05-03,5.41,4.97,E-983
CHK-0000737,B-04,CMP-VN,QX-HHD-758,2026-05-03,14.50,12.88,E-983
CHK-0000738,B-04,CMP-VN,QX-HHD-762,2026-05-03,11.36,10.25,E-983
CHK-0000739,B-04,CMP-VN,QX-PET-807,2026-05-03,10.44,8.95,E-983
CHK-0000740,B-04,CMP-VN,QX-TIN-819,2026-05-03,1.68,1.50,E-983
CHK-0000741,B-04,CMP-VN,QX-BWS-897,2026-05-03,20.97,17.91,E-983
CHK-0000742,B-04,CMP-VN,QX-PRO-922,2026-05-03,1.48,1.36,E-983
CHK-0000743,B-04,CMP-VN,QX-HHD-969,2026-05-03,6.69,5.80,E-983
CHK-0000744,B-04,CMP-VN,QX-BWS-977,2026-05-03,30.92,27.94,E-983
CHK-0000745,B-04,CMP-VN,QX-HBC-048,2026-05-03,3.26,3.00,E-983
CHK-0000746,B-04,CMP-VN,QX-BWS-050,2026-05-03,14.52,12.25,E-983
CHK-0000747,B-04,CMP-VN,QX-DRY-075,2026-05-03,8.70,7.77,E-983
CHK-0000748,B-04,CMP-VN,QX-CER-077,2026-05-03,3.53,3.16,E-983
CHK-0000749,B-04,CMP-VN,QX-CHL-091,2026-05-03,1.35,1.22,E-983
CHK-0000750,B-04,CMP-VN,QX-BWS-114,2026-05-03,8.44,7.29,E-983
CHK-0000751,B-04,CMP-VN,QX-HHD-119,2026-05-03,3.60,3.25,E-983
CHK-0000752,B-04,CMP-VN,QX-HHD-168,2026-05-03,3.08,2.79,E-983
CHK-0000753,B-04,CMP-VN,QX-PRO-171,2026-05-03,4.82,4.23,E-983
CHK-0000754,B-04,CMP-VN,QX-TIN-175,2026-05-03,1.62,1.36,E-983
CHK-0000755,B-04,CMP-VN,QX-DRK-176,2026-05-03,1.45,1.29,E-983
CHK-0000756,B-04,CMP-VN,QX-DRK-177,2026-05-03,6.76,6.09,E-983
CHK-0000757,B-04,CMP-VN,QX-BAK-184,2026-05-03,8.15,7.46,E-983
CHK-0000758,B-04,CMP-VN,QX-HHD-231,2026-05-03,9.53,8.07,E-983
CHK-0000759,B-04,CMP-VN,QX-BWS-281,2026-05-03,19.79,17.07,E-983
CHK-0000760,B-04,CMP-VN,QX-DRK-291,2026-05-03,1.83,1.64,E-983
CHK-0000761,B-04,CMP-VN,QX-HHD-295,2026-05-03,4.74,3.95,E-983
CHK-0000762,B-04,CMP-VN,QX-TIN-317,2026-05-03,1.31,1.21,E-983
CHK-0000763,B-04,CMP-VN,QX-PRO-341,2026-05-03,3.64,3.23,E-983
CHK-0000764,B-04,CMP-VN,QX-BWS-350,2026-05-03,9.27,7.77,E-983
CHK-0000765,B-04,CMP-VN,QX-TIN-353,2026-05-03,3.21,2.71,E-983
CHK-0000766,B-04,CMP-VN,QX-TIN-355,2026-05-03,1.61,1.44,E-983
CHK-0000767,B-04,CMP-VN,QX-BAK-411,2026-05-03,4.69,4.28,E-983
CHK-0000768,B-04,CMP-VN,QX-PRO-412,2026-05-03,3.91,3.26,E-983
CHK-0000769,B-04,CMP-VN,QX-CER-423,2026-05-03,5.02,4.56,E-983
CHK-0000770,B-04,CMP-VN,QX-BWS-424,2026-05-03,14.70,12.46,E-983
CHK-0000771,B-04,CMP-VN,QX-CER-436,2026-05-03,1.96,1.68,E-983
CHK-0000772,B-17,CMP-QS,QX-TIN-203,2026-05-04,2.32,2.07,E-864
CHK-0000773,B-17,CMP-QS,QX-BWS-204,2026-05-04,39.99,34.16,E-864
CHK-0000774,B-17,CMP-QS,QX-PRO-213,2026-05-04,5.73,5.11,E-864
CHK-0000775,B-17,CMP-QS,QX-PRO-218,2026-05-04,2.77,2.40,E-864
CHK-0000776,B-17,CMP-QS,QX-FRZ-225,2026-05-04,7.77,6.90,E-864
CHK-0000777,B-17,CMP-QS,QX-CHL-230,2026-05-04,4.57,3.70,E-864
CHK-0000778,B-17,CMP-QS,QX-HHD-252,2026-05-04,2.52,2.18,E-864
CHK-0000779,B-17,CMP-QS,QX-BAK-297,2026-05-04,9.53,7.76,E-864
CHK-0000780,B-17,CMP-QS,QX-FRZ-306,2026-05-04,5.20,4.36,E-864
CHK-0000781,B-17,CMP-QS,QX-PET-333,2026-05-04,6.99,5.66,E-864
CHK-0000782,B-17,CMP-QS,QX-BAK-335,2026-05-04,4.71,3.85,E-864
CHK-0000783,B-17,CMP-QS,QX-DRY-339,2026-05-04,1.70,1.53,E-864
CHK-0000784,B-17,CMP-QS,QX-BAK-386,2026-05-04,4.54,4.08,E-864
CHK-0000785,B-17,CMP-QS,QX-FRZ-410,2026-05-04,4.38,3.72,E-864
CHK-0000786,B-17,CMP-QS,QX-CHL-424,2026-05-04,22.30,19.89,E-864
CHK-0000787,B-17,CMP-QS,QX-FRZ-442,2026-05-04,9.16,7.89,E-864
CHK-0000788,B-17,CMP-QS,QX-CER-444,2026-05-04,2.18,1.75,E-864
CHK-0000789,B-17,CMP-QS,QX-PET-454,2026-05-04,1.40,1.23,E-864
CHK-0000790,B-17,CMP-QS,QX-PRO-487,2026-05-04,4.91,4.12,E-864
CHK-0000791,B-17,CMP-QS,QX-PET-515,2026-05-04,1.62,1.38,E-864
CHK-0000792,B-17,CMP-QS,QX-BWS-543,2026-05-04,13.49,11.60,E-864
CHK-0000793,B-17,CMP-QS,QX-BWS-557,2026-05-04,21.59,17.40,E-864
CHK-0000794,B-17,CMP-QS,QX-DRY-600,2026-05-04,3.38,2.71,E-864
CHK-0000795,B-17,CMP-QS,QX-BWS-614,2026-05-04,28.49,23.00,E-864
CHK-0000796,B-17,CMP-QS,QX-BWS-626,2026-05-04,23.66,20.32,E-864
CHK-0000797,B-17,CMP-QS,QX-DRY-636,2026-05-04,4.34,3.78,E-864
CHK-0000798,B-17,CMP-QS,QX-DRY-642,2026-05-04,3.33,2.78,E-864
CHK-0000799,B-17,CMP-QS,QX-HBC-657,2026-05-04,11.88,9.99,E-864
CHK-0000800,B-17,CMP-QS,QX-PRO-660,2026-05-04,1.64,1.35,E-864
CHK-0000801,B-17,CMP-QS,QX-FRZ-709,2026-05-04,2.02,1.73,E-864
CHK-0000802,B-17,CMP-QS,QX-CER-741,2026-05-04,3.45,3.02,E-864
CHK-0000803,B-17,CMP-QS,QX-PRO-742,2026-05-04,4.41,3.97,E-864
CHK-0000804,B-17,CMP-QS,QX-PRO-761,2026-05-04,2.43,2.01,E-864
CHK-0000805,B-17,CMP-QS,QX-HHD-827,2026-05-04,5.24,4.50,E-864
CHK-0000806,B-17,CMP-QS,QX-BAK-851,2026-05-04,7.03,5.91,E-864
CHK-0000807,B-17,CMP-QS,QX-DRY-866,2026-05-04,4.28,3.55,E-864
CHK-0000808,B-17,CMP-QS,QX-PRO-876,2026-05-04,1.31,1.05,E-864
CHK-0000809,B-17,CMP-QS,QX-CHL-897,2026-05-04,5.34,4.62,E-864
CHK-0000810,B-17,CMP-QS,QX-DRY-913,2026-05-04,6.56,5.32,E-864
CHK-0000811,B-17,CMP-QS,QX-BAK-941,2026-05-04,1.50,1.31,E-864
CHK-0000812,B-17,CMP-QS,QX-BWS-962,2026-05-04,41.73,36.72,E-864
CHK-0000813,B-17,CMP-QS,QX-FRZ-984,2026-05-04,6.71,6.06,E-864
CHK-0000814,B-17,CMP-QS,QX-TIN-002,2026-05-04,1.16,0.95,E-864
CHK-0000815,B-17,CMP-QS,QX-PET-010,2026-05-04,12.23,10.71,E-864
CHK-0000816,B-17,CMP-QS,QX-DRK-028,2026-05-04,4.98,4.46,E-864
CHK-0000817,B-17,CMP-QS,QX-PET-037,2026-05-04,6.78,5.53,E-864
CHK-0000818,B-17,CMP-QS,QX-DRY-056,2026-05-04,8.50,7.11,E-864
CHK-0000819,B-17,CMP-QS,QX-CER-103,2026-05-04,5.11,4.41,E-864
CHK-0000820,B-17,CMP-QS,QX-HBC-106,2026-05-04,11.66,10.48,E-864
CHK-0000821,B-17,CMP-QS,QX-PRO-131,2026-05-04,5.47,4.79,E-864
CHK-0000822,B-17,CMP-QS,QX-TIN-138,2026-05-04,3.05,2.70,E-864
CHK-0000823,B-17,CMP-QS,QX-BWS-164,2026-05-04,36.28,31.01,E-864
CHK-0000824,B-17,CMP-QS,QX-DRY-179,2026-05-04,3.03,2.63,E-864
CHK-0000825,B-17,CMP-QS,QX-PRO-205,2026-05-04,3.83,3.14,E-864
CHK-0000826,B-17,CMP-QS,QX-PET-271,2026-05-04,4.13,3.73,E-864
CHK-0000827,B-17,CMP-QS,QX-TIN-285,2026-05-04,0.97,0.85,E-864
CHK-0000828,B-17,CMP-QS,QX-BWS-316,2026-05-04,6.34,5.50,E-864
CHK-0000829,B-17,CMP-QS,QX-HBC-324,2026-05-04,5.47,4.49,E-864
CHK-0000830,B-17,CMP-QS,QX-HBC-325,2026-05-04,3.46,2.91,E-864
CHK-0000831,B-17,CMP-QS,QX-TIN-343,2026-05-04,2.02,1.79,E-864
CHK-0000832,B-17,CMP-QS,QX-DRK-362,2026-05-04,3.86,3.46,E-864
CHK-0000833,B-17,CMP-QS,QX-DRK-378,2026-05-04,2.14,1.92,E-864
CHK-0000834,B-17,CMP-QS,QX-TIN-383,2026-05-04,2.55,2.21,E-864
CHK-0000835,B-17,CMP-QS,QX-HHD-411,2026-05-04,7.37,6.05,E-864
CHK-0000836,B-17,CMP-QS,QX-DRK-453,2026-05-04,3.08,2.78,E-864
CHK-0000837,B-17,CMP-QS,QX-BWS-470,2026-05-04,25.56,22.18,E-864
CHK-0000838,B-17,CMP-QS,QX-FRZ-495,2026-05-04,2.90,2.49,E-864
CHK-0000839,B-17,CMP-QS,QX-PRO-540,2026-05-04,4.00,3.63,E-864
CHK-0000840,B-17,CMP-QS,QX-BAK-629,2026-05-04,3.09,2.64,E-864
CHK-0000841,B-17,CMP-QS,QX-DRK-670,2026-05-04,7.65,6.35,E-864
CHK-0000842,B-17,CMP-QS,QX-TIN-677,2026-05-04,1.00,0.85,E-864
CHK-0000843,B-17,CMP-QS,QX-HHD-682,2026-05-04,3.85,3.20,E-864
CHK-0000844,B-17,CMP-QS,QX-BWS-684,2026-05-04,29.85,25.89,E-864
CHK-0000845,B-17,CMP-QS,QX-CHL-695,2026-05-04,8.37,6.82,E-864
CHK-0000846,B-17,CMP-QS,QX-CHL-707,2026-05-04,1.77,1.47,E-864
CHK-0000847,B-17,CMP-QS,QX-TIN-710,2026-05-04,2.03,1.68,E-864
CHK-0000848,B-17,CMP-QS,QX-BAK-715,2026-05-04,2.96,2.52,E-864
CHK-0000849,B-17,CMP-QS,QX-CHL-734,2026-05-04,24.39,20.27,E-864
CHK-0000850,B-17,CMP-QS,QX-HHD-758,2026-05-04,13.44,11.82,E-864
CHK-0000851,B-17,CMP-QS,QX-HHD-762,2026-05-04,11.66,9.40,E-864
CHK-0000852,B-17,CMP-QS,QX-PET-807,2026-05-04,9.73,8.21,E-864
CHK-0000853,B-17,CMP-QS,QX-HHD-829,2026-05-04,10.77,9.08,E-864
CHK-0000854,B-17,CMP-QS,QX-BWS-838,2026-05-04,15.14,13.06,E-864
CHK-0000855,B-17,CMP-QS,QX-DRY-851,2026-05-04,1.97,1.78,E-864
CHK-0000856,B-17,CMP-QS,QX-TIN-867,2026-05-04,0.67,0.55,E-864
CHK-0000857,B-17,CMP-QS,QX-BWS-897,2026-05-04,19.07,16.43,E-864
CHK-0000858,B-17,CMP-QS,QX-PRO-922,2026-05-04,1.39,1.25,E-864
CHK-0000859,B-17,CMP-QS,QX-FRZ-928,2026-05-04,8.36,7.04,E-864
CHK-0000860,B-17,CMP-QS,QX-HHD-957,2026-05-04,2.60,2.18,E-864
CHK-0000861,B-17,CMP-QS,QX-HHD-969,2026-05-04,5.87,5.32,E-864
CHK-0000862,B-17,CMP-QS,QX-BWS-977,2026-05-04,31.35,25.63,E-864
CHK-0000863,B-17,CMP-QS,QX-FRZ-983,2026-05-04,3.57,3.13,E-864
CHK-0000864,B-17,CMP-QS,QX-BWS-050,2026-05-04,12.55,11.24,E-864
CHK-0000865,B-17,CMP-QS,QX-DRY-075,2026-05-04,8.60,7.13,E-864
CHK-0000866,B-17,CMP-QS,QX-CER-077,2026-05-04,3.57,2.90,E-864
CHK-0000867,B-17,CMP-QS,QX-CHL-091,2026-05-04,1.26,1.12,E-864
CHK-0000868,B-17,CMP-QS,QX-HHD-096,2026-05-04,7.71,6.25,E-864
CHK-0000869,B-17,CMP-QS,QX-HBC-107,2026-05-04,8.09,6.83,E-864
CHK-0000870,B-17,CMP-QS,QX-CHL-136,2026-05-04,4.59,3.99,E-864
CHK-0000871,B-17,CMP-QS,QX-TIN-175,2026-05-04,1.52,1.25,E-864
CHK-0000872,B-17,CMP-QS,QX-DRK-177,2026-05-04,6.36,5.59,E-864
CHK-0000873,B-17,CMP-QS,QX-HHD-182,2026-05-04,10.88,8.93,E-864
CHK-0000874,B-17,CMP-QS,QX-DRY-193,2026-05-04,5.29,4.42,E-864
CHK-0000875,B-17,CMP-QS,QX-DRY-199,2026-05-04,6.45,5.48,E-864
CHK-0000876,B-17,CMP-QS,QX-HHD-231,2026-05-04,9.15,7.40,E-864
CHK-0000877,B-17,CMP-QS,QX-CER-264,2026-05-04,4.48,3.93,E-864
CHK-0000878,B-17,CMP-QS,QX-HBC-329,2026-05-04,12.06,9.88,E-864
CHK-0000879,B-17,CMP-QS,QX-CER-337,2026-05-04,3.61,3.09,E-864
CHK-0000880,B-17,CMP-QS,QX-PRO-341,2026-05-04,3.27,2.96,E-864
CHK-0000881,B-17,CMP-QS,QX-BWS-350,2026-05-04,8.08,7.13,E-864
CHK-0000882,B-17,CMP-QS,QX-DRK-352,2026-05-04,6.33,5.33,E-864
CHK-0000883,B-17,CMP-QS,QX-TIN-353,2026-05-04,2.86,2.49,E-864
CHK-0000884,B-17,CMP-QS,QX-PRO-373,2026-05-04,5.43,4.46,E-864
CHK-0000885,B-17,CMP-QS,QX-CHL-389,2026-05-04,6.93,6.08,E-864
CHK-0000886,B-17,CMP-QS,QX-BWS-424,2026-05-04,12.72,11.43,E-864
CHK-0000887,B-08,CMP-ON,QX-CER-001,2026-05-05,2.85,2.85,E-283
CHK-0000888,B-08,CMP-ON,QX-BWS-204,2026-05-05,33.38,34.16,E-283
CHK-0000889,B-08,CMP-ON,QX-BWS-209,2026-05-05,27.44,26.68,E-283
CHK-0000890,B-08,CMP-ON,QX-PRO-213,2026-05-05,5.25,5.11,E-283
