sku,zone_id,elasticity,std_error,observations,r_squared,model_run_date
QX-CHL-643,PZ-REMOTE,-2.731,0.106,2872,0.851,2026-02-21
QX-TIN-644,PZ-METRO,-2.522,0.153,4825,0.638,2026-03-26
QX-TIN-644,PZ-URBAN,-2.941,0.105,2943,0.883,2026-03-14
QX-TIN-644,PZ-CORE,-1.409,0.195,2953,0.614,2026-02-26
QX-TIN-644,PZ-REMOTE,-1.272,0.070,6361,0.906,2026-03-09
QX-DRY-647,PZ-METRO,-2.334,0.080,8538,0.827,2026-03-08
QX-DRY-647,PZ-URBAN,-2.248,0.206,5800,0.526,2026-03-23
QX-DRY-647,PZ-CORE,-1.576,1.661,16,0.121,2026-03-18
QX-DRY-647,PZ-VALUE,-2.028,0.164,2788,0.863,2026-02-27
QX-DRY-647,PZ-REMOTE,-1.181,0.120,8034,0.693,2026-03-04
QX-HBC-648,PZ-METRO,-1.942,0.133,4683,0.715,2026-03-11
QX-HBC-648,PZ-URBAN,-2.787,0.070,3948,0.624,2026-03-20
QX-HBC-648,PZ-CORE,-0.927,0.127,8418,0.649,2026-03-26
QX-HBC-648,PZ-VALUE,-2.011,0.132,7062,0.517,2026-02-26
QX-HBC-648,PZ-REMOTE,-0.997,0.199,7311,0.587,2026-03-29
QX-BWS-654,PZ-URBAN,-2.556,0.053,6853,0.801,2026-03-26
QX-BWS-654,PZ-CORE,-1.541,1.100,19,0.103,2026-03-01
QX-BWS-654,PZ-VALUE,-1.697,0.681,26,0.027,2026-03-01
QX-BWS-654,PZ-REMOTE,-2.930,0.192,2784,0.515,2026-03-26
QX-PET-657,PZ-METRO,-2.284,0.187,9339,0.885,2026-03-05
QX-PET-657,PZ-URBAN,-2.373,0.073,829,0.784,2026-03-11
QX-PET-657,PZ-CORE,-1.800,0.098,7511,0.892,2026-02-28
QX-PET-657,PZ-REMOTE,-2.640,0.152,2612,0.480,2026-02-21
QX-BAK-659,PZ-METRO,-2.402,0.044,1751,0.662,2026-02-22
QX-BAK-659,PZ-URBAN,-1.119,0.059,6005,0.877,2026-03-29
QX-BAK-659,PZ-CORE,-1.920,0.141,8469,0.740,2026-02-24
QX-BAK-659,PZ-VALUE,-1.564,0.088,9074,0.785,2026-03-18
QX-BAK-659,PZ-REMOTE,-0.735,0.105,5781,0.800,2026-02-26
QX-HHD-660,PZ-METRO,-2.562,0.070,8862,0.820,2026-03-15
QX-HHD-660,PZ-URBAN,-0.602,0.164,1728,0.724,2026-02-27
QX-HHD-660,PZ-CORE,-0.459,1.356,9,0.176,2026-03-12
QX-CHL-662,PZ-METRO,-1.262,0.067,524,0.534,2026-03-10
QX-CHL-662,PZ-URBAN,-2.283,0.040,5404,0.612,2026-03-02
QX-CHL-662,PZ-CORE,-0.782,0.185,576,0.914,2026-03-10
QX-CHL-662,PZ-VALUE,-2.927,0.051,4475,0.753,2026-02-28
QX-CHL-662,PZ-REMOTE,-1.815,0.069,681,0.593,2026-03-16
QX-CHL-670,PZ-METRO,-0.862,0.117,9180,0.708,2026-02-27
QX-CHL-670,PZ-URBAN,-1.673,0.055,5320,0.807,2026-03-29
QX-CHL-670,PZ-CORE,-2.707,0.106,3526,0.563,2026-03-22
QX-CHL-670,PZ-VALUE,-0.640,0.161,5409,0.548,2026-03-27
QX-CHL-670,PZ-REMOTE,-3.161,0.118,6489,0.490,2026-03-20
QX-PET-673,PZ-METRO,-2.450,0.092,4705,0.743,2026-02-25
QX-PET-673,PZ-CORE,-1.304,0.130,9035,0.467,2026-03-25
QX-PET-673,PZ-VALUE,-0.758,0.166,5500,0.562,2026-03-28
QX-PET-673,PZ-REMOTE,-0.869,0.167,1128,0.513,2026-03-27
QX-BWS-674,PZ-CORE,-0.479,0.114,849,0.809,2026-03-01
QX-BWS-674,PZ-VALUE,-1.998,0.202,5369,0.671,2026-03-18
QX-BWS-674,PZ-REMOTE,-0.822,0.177,8433,0.506,2026-03-13
QX-BAK-675,PZ-METRO,-1.768,0.078,1244,0.840,2026-03-05
QX-BAK-675,PZ-URBAN,-0.497,0.128,781,0.668,2026-02-26
QX-BAK-675,PZ-VALUE,-1.984,2.170,16,0.142,2026-03-21
QX-PET-677,PZ-METRO,-2.107,0.048,7127,0.583,2026-03-12
QX-PET-677,PZ-URBAN,-2.839,0.119,1663,0.456,2026-03-29
QX-PET-677,PZ-VALUE,-1.640,0.086,3255,0.926,2026-03-05
QX-DRK-678,PZ-METRO,-1.340,0.088,813,0.470,2026-03-01
QX-DRK-678,PZ-URBAN,-1.797,0.199,3355,0.601,2026-03-25
QX-DRK-678,PZ-CORE,-1.969,0.110,8401,0.524,2026-03-01
QX-DRK-678,PZ-VALUE,-0.814,0.173,2492,0.723,2026-03-28
QX-DRK-678,PZ-REMOTE,-2.369,0.200,5979,0.691,2026-03-05
QX-PET-686,PZ-METRO,-1.128,0.132,5898,0.884,2026-03-09
QX-PET-686,PZ-URBAN,-2.078,0.181,2993,0.621,2026-03-19
QX-PET-686,PZ-CORE,-2.741,0.121,7971,0.841,2026-02-25
QX-PET-686,PZ-REMOTE,-1.088,0.198,9091,0.615,2026-02-22
QX-DRY-689,PZ-METRO,-1.767,0.206,8941,0.678,2026-03-28
QX-DRY-689,PZ-URBAN,-2.558,1.855,14,0.176,2026-03-28
QX-DRY-689,PZ-CORE,-1.342,0.095,4503,0.515,2026-03-15
QX-DRY-689,PZ-REMOTE,-2.380,1.775,15,0.183,2026-03-01
QX-BAK-699,PZ-METRO,-2.886,0.176,9010,0.921,2026-03-27
QX-BAK-699,PZ-URBAN,-0.714,0.786,14,0.141,2026-02-27
QX-BAK-699,PZ-CORE,-2.264,0.215,5754,0.565,2026-02-23
QX-BAK-699,PZ-VALUE,-1.892,0.177,8832,0.688,2026-03-23
QX-CHL-701,PZ-METRO,-1.346,0.120,3597,0.800,2026-02-23
QX-CHL-701,PZ-URBAN,-1.254,1.012,29,0.138,2026-03-13
QX-CHL-701,PZ-CORE,-2.719,0.059,1405,0.844,2026-03-26
QX-CHL-701,PZ-VALUE,-1.891,0.130,3058,0.546,2026-03-29
QX-CHL-701,PZ-REMOTE,-2.517,1.229,15,0.161,2026-03-10
QX-FRZ-702,PZ-METRO,-1.631,0.121,9088,0.639,2026-02-21
QX-FRZ-702,PZ-VALUE,-1.629,0.151,8541,0.829,2026-02-23
QX-FRZ-702,PZ-REMOTE,-1.966,2.127,22,0.053,2026-03-04
QX-DRK-704,PZ-METRO,-2.594,0.174,4783,0.860,2026-03-14
QX-DRK-704,PZ-URBAN,-2.184,0.041,1053,0.565,2026-03-04
QX-DRK-704,PZ-CORE,-0.818,0.031,2699,0.475,2026-03-05
QX-DRK-704,PZ-VALUE,-1.234,0.148,7660,0.726,2026-03-27
QX-DRK-704,PZ-REMOTE,-2.197,0.132,3766,0.494,2026-03-10
QX-HHD-707,PZ-METRO,-1.114,0.210,3263,0.500,2026-03-11
QX-HHD-707,PZ-CORE,-0.660,0.040,2581,0.491,2026-03-18
QX-HHD-707,PZ-VALUE,-2.472,0.049,3243,0.763,2026-03-27
QX-HHD-707,PZ-REMOTE,-0.926,0.163,7504,0.475,2026-03-07
QX-BWS-712,PZ-URBAN,-0.811,0.154,5634,0.852,2026-03-18
QX-BWS-712,PZ-CORE,-0.776,0.146,7321,0.496,2026-03-25
QX-BWS-712,PZ-VALUE,-2.649,0.066,3107,0.544,2026-03-04
QX-BWS-712,PZ-REMOTE,-3.032,0.138,3172,0.645,2026-03-01
QX-PRO-714,PZ-METRO,-0.929,0.181,6363,0.533,2026-02-21
QX-PRO-714,PZ-URBAN,-1.362,0.099,4429,0.906,2026-02-22
QX-PRO-714,PZ-CORE,-1.393,0.156,7416,0.808,2026-02-21
QX-PRO-714,PZ-REMOTE,-1.619,0.106,1533,0.862,2026-03-16
QX-HBC-723,PZ-CORE,-0.805,1.978,32,0.025,2026-03-19
QX-HBC-723,PZ-REMOTE,-0.994,0.174,4847,0.556,2026-03-15
QX-CHL-724,PZ-METRO,-2.983,0.103,3300,0.479,2026-02-23
QX-CHL-724,PZ-CORE,-2.538,0.195,965,0.510,2026-03-03
QX-CHL-724,PZ-VALUE,-0.642,1.824,27,0.041,2026-03-15
QX-CHL-724,PZ-REMOTE,-1.077,0.034,2589,0.498,2026-03-04
QX-HBC-725,PZ-METRO,-2.035,0.209,5838,0.877,2026-03-03
QX-HBC-725,PZ-URBAN,-2.828,0.124,4128,0.817,2026-02-25
QX-HBC-725,PZ-REMOTE,-1.593,0.770,13,0.144,2026-03-06
QX-FRZ-727,PZ-METRO,-2.415,1.897,20,0.102,2026-03-19
QX-FRZ-727,PZ-URBAN,-1.266,0.059,6430,0.718,2026-03-17
QX-FRZ-727,PZ-CORE,-1.865,0.177,5561,0.520,2026-03-20
QX-FRZ-727,PZ-VALUE,-3.105,0.112,2340,0.707,2026-03-11
QX-FRZ-727,PZ-REMOTE,-2.594,1.120,14,0.135,2026-03-20
QX-DRK-728,PZ-METRO,-0.565,0.085,2995,0.532,2026-03-10
QX-DRK-728,PZ-URBAN,-0.683,0.039,5672,0.634,2026-03-03
QX-DRK-728,PZ-CORE,-1.430,0.171,6150,0.552,2026-03-09
QX-DRK-728,PZ-VALUE,-2.853,0.111,478,0.847,2026-03-16
QX-DRK-728,PZ-REMOTE,-1.062,0.054,7630,0.734,2026-03-13
QX-HHD-729,PZ-URBAN,-2.782,0.167,7627,0.536,2026-03-10
QX-HHD-729,PZ-CORE,-2.511,0.198,4194,0.499,2026-03-26
QX-HHD-729,PZ-VALUE,-2.156,0.215,776,0.493,2026-03-28
QX-BAK-730,PZ-METRO,-1.646,0.171,536,0.443,2026-03-17
QX-BAK-730,PZ-CORE,-1.057,0.087,2367,0.615,2026-03-15
QX-BAK-730,PZ-VALUE,-2.350,1.612,21,0.023,2026-03-14
QX-BWS-731,PZ-METRO,-2.057,0.089,860,0.643,2026-03-06
QX-BWS-731,PZ-URBAN,-3.200,0.059,7793,0.895,2026-02-22
QX-BWS-731,PZ-CORE,-0.855,0.177,799,0.515,2026-03-07
QX-BWS-731,PZ-VALUE,-2.048,0.181,1320,0.837,2026-02-22
QX-BWS-731,PZ-REMOTE,-1.646,0.113,5994,0.468,2026-03-16
QX-BAK-732,PZ-URBAN,-2.235,0.096,2337,0.790,2026-03-01
QX-BAK-732,PZ-CORE,-1.940,0.091,5761,0.925,2026-03-19
QX-BAK-732,PZ-REMOTE,-3.112,0.103,8867,0.654,2026-03-06
QX-CER-734,PZ-URBAN,-1.483,0.202,7382,0.776,2026-03-10
QX-CER-734,PZ-CORE,-1.624,0.076,1911,0.927,2026-02-21
QX-CER-734,PZ-VALUE,-1.534,1.824,26,0.154,2026-03-17
QX-CER-734,PZ-REMOTE,-2.013,0.098,1215,0.702,2026-03-23
QX-PRO-735,PZ-METRO,-3.039,0.171,7769,0.622,2026-03-14
QX-PRO-735,PZ-URBAN,-1.388,0.217,5374,0.772,2026-02-26
QX-PRO-735,PZ-CORE,-1.250,0.170,4693,0.882,2026-02-21
QX-PRO-735,PZ-VALUE,-0.441,0.194,4151,0.644,2026-03-16
QX-PRO-735,PZ-REMOTE,-1.871,0.208,7704,0.572,2026-03-14
QX-DRK-736,PZ-METRO,-1.394,0.032,1848,0.481,2026-03-07
QX-DRK-736,PZ-URBAN,-1.671,0.114,5991,0.877,2026-03-25
QX-DRK-736,PZ-CORE,-3.058,0.142,7120,0.574,2026-03-13
QX-DRK-736,PZ-VALUE,-0.445,0.128,8935,0.929,2026-03-03
QX-DRK-736,PZ-REMOTE,-2.592,0.046,2424,0.859,2026-03-16
QX-FRZ-738,PZ-METRO,-1.643,0.054,550,0.884,2026-03-02
QX-FRZ-738,PZ-CORE,-2.247,0.187,4688,0.560,2026-03-23
QX-CHL-739,PZ-METRO,-3.188,0.178,4871,0.646,2026-03-29
QX-CHL-739,PZ-URBAN,-1.004,0.063,1522,0.581,2026-03-23
QX-CHL-739,PZ-CORE,-2.541,0.033,3799,0.698,2026-02-24
QX-CHL-739,PZ-VALUE,-0.762,0.051,4435,0.782,2026-02-25
QX-CHL-739,PZ-REMOTE,-2.102,0.177,1656,0.477,2026-02-26
QX-BWS-743,PZ-METRO,-2.031,0.057,7961,0.868,2026-03-05
QX-BWS-743,PZ-URBAN,-2.119,0.032,2064,0.825,2026-03-26
QX-BWS-743,PZ-CORE,-1.129,0.074,1770,0.779,2026-03-06
QX-BWS-743,PZ-VALUE,-0.708,0.146,7679,0.928,2026-03-28
QX-CHL-746,PZ-METRO,-1.733,0.146,928,0.625,2026-03-02
QX-CHL-746,PZ-CORE,-0.924,0.184,2467,0.577,2026-03-26
QX-CHL-746,PZ-VALUE,-0.573,0.168,3128,0.621,2026-03-16
QX-CHL-746,PZ-REMOTE,-2.271,0.121,4548,0.710,2026-03-23
QX-BWS-747,PZ-METRO,-2.553,0.133,796,0.490,2026-03-20
QX-BWS-747,PZ-URBAN,-1.628,0.101,1148,0.929,2026-02-24
QX-BWS-747,PZ-CORE,-1.911,0.043,7641,0.794,2026-03-21
QX-BWS-747,PZ-VALUE,-2.412,1.322,40,0.085,2026-03-22
QX-DRY-751,PZ-METRO,-1.384,0.043,3585,0.635,2026-03-25
QX-DRY-751,PZ-URBAN,-2.156,0.127,2580,0.655,2026-03-29
QX-DRY-751,PZ-CORE,-1.946,0.186,6037,0.615,2026-03-21
QX-DRY-751,PZ-VALUE,-1.895,0.168,6020,0.492,2026-02-28
QX-DRY-751,PZ-REMOTE,-0.621,0.134,2480,0.729,2026-03-19
QX-CHL-756,PZ-URBAN,-2.255,0.165,8651,0.876,2026-03-25
QX-CHL-756,PZ-CORE,-2.132,0.041,7341,0.777,2026-03-28
QX-CHL-756,PZ-VALUE,-2.979,0.170,4143,0.566,2026-03-29
QX-CHL-756,PZ-REMOTE,-0.544,0.053,9245,0.770,2026-03-11
QX-DRY-762,PZ-METRO,-1.271,0.141,5303,0.774,2026-03-09
QX-DRY-762,PZ-URBAN,-1.365,2.264,32,0.193,2026-03-29
QX-DRY-762,PZ-CORE,-1.080,1.109,37,0.052,2026-03-12
QX-DRY-762,PZ-VALUE,-2.649,0.047,8738,0.909,2026-03-24
QX-DRY-762,PZ-REMOTE,-1.875,0.176,6988,0.733,2026-03-24
QX-BWS-765,PZ-METRO,-1.614,0.046,5286,0.502,2026-02-24
QX-BWS-765,PZ-URBAN,-1.028,0.185,6132,0.560,2026-03-02
QX-BWS-765,PZ-CORE,-2.401,0.126,3217,0.484,2026-03-07
QX-BWS-765,PZ-VALUE,-1.988,0.037,7099,0.825,2026-03-14
QX-BAK-768,PZ-METRO,-0.611,0.196,2188,0.750,2026-02-24
QX-BAK-768,PZ-URBAN,-1.932,1.686,36,0.071,2026-02-24
QX-BAK-768,PZ-CORE,-2.126,0.196,6228,0.896,2026-03-01
QX-BAK-768,PZ-VALUE,-2.061,0.033,4912,0.899,2026-03-12
QX-BAK-768,PZ-REMOTE,-1.581,0.814,32,0.126,2026-02-25
QX-PET-769,PZ-URBAN,-2.725,0.215,4851,0.534,2026-03-16
QX-PET-769,PZ-CORE,-1.916,0.068,5897,0.484,2026-03-16
QX-PET-769,PZ-VALUE,-2.306,1.739,29,0.105,2026-03-24
QX-PET-769,PZ-REMOTE,-0.847,0.146,6756,0.539,2026-03-09
QX-CHL-775,PZ-METRO,-1.583,0.168,472,0.620,2026-03-16
QX-CHL-775,PZ-URBAN,-0.944,0.033,1406,0.689,2026-03-11
QX-CHL-775,PZ-VALUE,-1.581,1.007,20,0.115,2026-03-05
QX-CHL-775,PZ-REMOTE,-2.217,0.207,3649,0.589,2026-02-24
QX-CHL-777,PZ-METRO,-1.840,0.169,3145,0.481,2026-02-21
QX-CHL-777,PZ-URBAN,-0.718,1.608,11,0.066,2026-03-24
QX-CHL-777,PZ-CORE,-1.673,0.081,6148,0.834,2026-02-25
QX-CHL-777,PZ-VALUE,-2.747,0.757,36,0.090,2026-02-22
QX-CHL-777,PZ-REMOTE,-2.271,0.187,6328,0.461,2026-03-28
QX-PRO-778,PZ-METRO,-1.920,1.367,15,0.026,2026-02-28
QX-PRO-778,PZ-URBAN,-0.845,0.081,511,0.751,2026-03-17
QX-PRO-778,PZ-CORE,-3.079,0.100,5916,0.847,2026-03-14
QX-PRO-778,PZ-VALUE,-2.689,0.066,2864,0.600,2026-02-27
QX-PRO-778,PZ-REMOTE,-1.502,0.128,2906,0.730,2026-03-26
QX-CER-784,PZ-METRO,-3.092,0.192,1924,0.781,2026-02-28
QX-CER-784,PZ-CORE,-2.511,0.089,2500,0.539,2026-03-18
QX-CER-784,PZ-REMOTE,-0.679,0.071,3831,0.780,2026-03-11
QX-DRK-789,PZ-METRO,-2.150,0.708,18,0.187,2026-03-21
QX-DRK-789,PZ-URBAN,-1.655,0.136,4975,0.586,2026-03-07
QX-DRK-789,PZ-CORE,-3.085,0.129,2234,0.884,2026-03-23
QX-DRK-789,PZ-VALUE,-3.130,0.166,7922,0.452,2026-03-06
QX-DRK-789,PZ-REMOTE,-1.963,0.036,774,0.895,2026-03-05
QX-FRZ-792,PZ-URBAN,-2.977,0.095,3140,0.676,2026-03-25
QX-FRZ-792,PZ-CORE,-0.476,0.071,1640,0.827,2026-03-22
QX-FRZ-795,PZ-METRO,-1.105,1.764,18,0.087,2026-03-21
QX-FRZ-795,PZ-URBAN,-3.032,0.054,3751,0.661,2026-02-27
QX-FRZ-795,PZ-CORE,-1.682,1.156,21,0.078,2026-03-04
QX-FRZ-795,PZ-VALUE,-2.354,0.199,7090,0.854,2026-03-12
QX-FRZ-795,PZ-REMOTE,-1.677,0.189,1600,0.739,2026-03-26
QX-HHD-798,PZ-METRO,-2.580,1.677,13,0.200,2026-03-11
QX-HHD-798,PZ-URBAN,-2.783,0.069,2060,0.604,2026-03-15
QX-HHD-798,PZ-VALUE,-1.120,0.165,398,0.691,2026-03-05
QX-HHD-798,PZ-REMOTE,-2.237,1.489,24,0.167,2026-02-28
QX-FRZ-799,PZ-METRO,-2.623,0.041,7959,0.817,2026-03-05
QX-FRZ-799,PZ-URBAN,-1.028,0.131,2912,0.647,2026-03-13
QX-FRZ-799,PZ-CORE,-1.242,0.701,28,0.110,2026-03-11
QX-FRZ-799,PZ-VALUE,-0.880,0.046,8425,0.717,2026-02-21
QX-FRZ-799,PZ-REMOTE,-1.283,0.985,37,0.150,2026-03-10
QX-PET-801,PZ-METRO,-1.481,0.615,36,0.116,2026-02-28
QX-PET-801,PZ-URBAN,-0.419,0.041,8638,0.699,2026-03-17
QX-PET-801,PZ-CORE,-2.995,1.016,23,0.071,2026-03-25
QX-PET-801,PZ-REMOTE,-2.852,0.152,5001,0.842,2026-03-09
QX-HBC-804,PZ-METRO,-0.914,0.180,4649,0.558,2026-03-26
QX-HBC-804,PZ-URBAN,-2.702,0.199,7584,0.693,2026-03-18
QX-HBC-804,PZ-CORE,-3.003,0.124,7977,0.490,2026-02-22
QX-HBC-804,PZ-VALUE,-2.754,0.171,1956,0.494,2026-03-20
QX-HBC-804,PZ-REMOTE,-2.724,0.059,6921,0.794,2026-03-21
QX-PET-805,PZ-METRO,-1.466,0.110,6857,0.758,2026-03-19
QX-PET-805,PZ-CORE,-1.235,0.080,6473,0.742,2026-03-28
QX-PET-805,PZ-VALUE,-2.995,0.043,8261,0.577,2026-03-06
QX-PET-805,PZ-REMOTE,-1.592,2.015,26,0.011,2026-02-28
QX-DRK-807,PZ-METRO,-2.202,0.949,13,0.071,2026-02-21
QX-DRK-807,PZ-URBAN,-2.175,0.187,765,0.752,2026-03-28
QX-DRK-807,PZ-CORE,-0.557,0.209,1255,0.749,2026-03-23
QX-DRK-807,PZ-VALUE,-2.341,0.143,9136,0.923,2026-03-07
QX-DRK-807,PZ-REMOTE,-1.291,0.071,2366,0.639,2026-03-11
QX-CHL-808,PZ-METRO,-1.159,0.170,946,0.912,2026-03-23
QX-CHL-808,PZ-URBAN,-1.100,0.080,2748,0.559,2026-03-19
QX-CHL-808,PZ-CORE,-1.701,2.059,23,0.052,2026-03-23
QX-CHL-808,PZ-VALUE,-3.171,0.214,1015,0.797,2026-03-16
QX-CHL-808,PZ-REMOTE,-2.089,0.072,1836,0.844,2026-03-06
QX-DRY-811,PZ-METRO,-2.294,1.859,18,0.069,2026-02-22
QX-DRY-811,PZ-URBAN,-2.670,0.127,5095,0.588,2026-02-26
QX-DRY-811,PZ-CORE,-2.625,0.209,8453,0.525,2026-03-25
QX-DRK-815,PZ-METRO,-2.069,0.928,25,0.016,2026-03-24
QX-DRK-815,PZ-URBAN,-2.318,0.090,5930,0.896,2026-02-24
QX-DRK-815,PZ-CORE,-0.425,0.135,2339,0.552,2026-03-10
QX-DRK-815,PZ-VALUE,-2.268,0.138,5615,0.493,2026-03-23
QX-BWS-816,PZ-METRO,-0.821,0.109,1428,0.694,2026-03-15
QX-BWS-816,PZ-URBAN,-1.444,0.050,9376,0.821,2026-03-27
QX-BWS-816,PZ-CORE,-2.103,0.081,6682,0.628,2026-02-28
QX-BAK-823,PZ-METRO,-2.783,0.151,2571,0.486,2026-03-06
QX-BAK-823,PZ-CORE,-2.170,0.869,20,0.143,2026-03-21
QX-BAK-823,PZ-VALUE,-0.673,0.138,1006,0.760,2026-03-18
QX-BAK-823,PZ-REMOTE,-0.740,0.111,1351,0.845,2026-03-09
QX-BWS-825,PZ-CORE,-2.812,0.114,6412,0.538,2026-02-21
QX-BWS-829,PZ-METRO,-0.530,0.034,1502,0.546,2026-02-27
QX-BWS-829,PZ-CORE,-2.949,0.181,8116,0.748,2026-02-28
QX-BWS-829,PZ-VALUE,-3.045,0.134,3139,0.698,2026-03-08
QX-BWS-829,PZ-REMOTE,-1.379,0.218,7942,0.684,2026-03-24
QX-BAK-830,PZ-METRO,-1.973,1.135,10,0.052,2026-03-24
QX-BAK-830,PZ-URBAN,-2.245,0.179,3359,0.542,2026-03-27
QX-BAK-830,PZ-VALUE,-3.119,0.106,9251,0.695,2026-03-18
QX-BAK-830,PZ-REMOTE,-1.972,0.078,8802,0.447,2026-03-20
QX-PET-834,PZ-METRO,-0.998,0.067,5097,0.569,2026-02-26
QX-PET-834,PZ-URBAN,-2.451,0.140,5226,0.670,2026-03-05
QX-PET-834,PZ-CORE,-2.307,0.157,9379,0.871,2026-03-26
QX-PET-834,PZ-VALUE,-3.065,0.215,3397,0.443,2026-03-07
QX-BWS-835,PZ-METRO,-2.628,2.095,19,0.173,2026-03-04
QX-BWS-835,PZ-URBAN,-1.176,0.047,3039,0.837,2026-03-24
QX-BWS-835,PZ-CORE,-0.834,0.163,3590,0.575,2026-03-24
QX-BWS-835,PZ-VALUE,-1.532,0.133,4967,0.755,2026-02-23
QX-BWS-835,PZ-REMOTE,-2.358,0.076,9278,0.917,2026-03-17
QX-PRO-838,PZ-METRO,-0.924,0.950,13,0.055,2026-02-22
QX-PRO-838,PZ-URBAN,-1.352,0.143,4728,0.489,2026-02-25
QX-PRO-838,PZ-CORE,-2.176,1.925,31,0.190,2026-02-25
QX-PRO-838,PZ-VALUE,-0.668,0.152,2783,0.891,2026-03-05
QX-PRO-838,PZ-REMOTE,-1.083,0.070,2389,0.831,2026-03-14
QX-BAK-842,PZ-METRO,-3.038,0.052,431,0.455,2026-03-29
QX-BAK-842,PZ-URBAN,-1.088,0.084,3174,0.880,2026-03-10
QX-BAK-842,PZ-CORE,-2.689,0.103,5060,0.752,2026-03-19
QX-BAK-842,PZ-VALUE,-2.362,0.061,6744,0.925,2026-03-16
QX-BAK-842,PZ-REMOTE,-1.726,0.219,6239,0.474,2026-03-07
QX-CER-843,PZ-METRO,-1.194,0.060,4747,0.558,2026-02-27
QX-CER-843,PZ-URBAN,-2.232,0.041,4797,0.503,2026-03-14
QX-CER-843,PZ-CORE,-0.416,0.174,4023,0.707,2026-03-08
QX-CER-843,PZ-REMOTE,-0.741,0.095,2631,0.606,2026-03-29
QX-TIN-846,PZ-METRO,-1.435,0.102,6433,0.879,2026-03-15
QX-TIN-846,PZ-CORE,-2.355,0.031,1625,0.552,2026-03-11
QX-TIN-846,PZ-VALUE,-3.076,0.057,509,0.550,2026-02-22
QX-TIN-846,PZ-REMOTE,-3.092,0.205,7223,0.836,2026-03-12
QX-PRO-847,PZ-URBAN,-2.611,0.132,7832,0.440,2026-03-25
QX-PRO-847,PZ-CORE,-1.417,0.080,3031,0.658,2026-03-22
QX-PRO-847,PZ-VALUE,-2.136,0.049,3583,0.663,2026-03-20
QX-HHD-848,PZ-METRO,-2.878,0.056,6405,0.721,2026-03-02
QX-HHD-848,PZ-URBAN,-0.486,0.178,4845,0.474,2026-03-27
QX-HHD-848,PZ-CORE,-1.831,0.142,2702,0.654,2026-02-28
QX-HHD-848,PZ-VALUE,-1.830,0.185,2720,0.816,2026-03-09
QX-HHD-848,PZ-REMOTE,-0.677,0.043,7159,0.834,2026-03-13
QX-TIN-849,PZ-METRO,-1.881,0.085,2721,0.710,2026-03-19
QX-TIN-849,PZ-URBAN,-1.461,0.146,2955,0.745,2026-03-13
QX-TIN-849,PZ-CORE,-1.162,0.115,7254,0.690,2026-03-14
QX-TIN-849,PZ-REMOTE,-0.848,2.265,11,0.149,2026-03-27
QX-CHL-850,PZ-METRO,-1.921,0.201,8433,0.666,2026-03-07
QX-CHL-850,PZ-URBAN,-3.113,0.140,3928,0.611,2026-02-27
QX-CHL-850,PZ-VALUE,-2.264,0.138,807,0.476,2026-03-07
QX-CHL-850,PZ-REMOTE,-2.865,0.169,353,0.546,2026-03-02
QX-PET-851,PZ-URBAN,-2.948,0.177,1577,0.534,2026-03-21
QX-PET-851,PZ-CORE,-2.687,0.114,3853,0.547,2026-03-11
QX-PET-851,PZ-VALUE,-2.206,0.160,772,0.915,2026-03-11
QX-PET-851,PZ-REMOTE,-1.908,0.708,23,0.138,2026-03-29
QX-DRY-859,PZ-METRO,-2.930,1.037,35,0.051,2026-03-08
QX-DRY-859,PZ-URBAN,-0.568,0.062,2473,0.688,2026-03-20
QX-DRY-859,PZ-CORE,-2.151,0.177,7912,0.704,2026-03-18
QX-DRY-859,PZ-VALUE,-1.765,0.122,3444,0.929,2026-02-26
QX-DRY-859,PZ-REMOTE,-3.123,0.063,6696,0.928,2026-02-21
QX-HHD-860,PZ-METRO,-1.574,0.152,4263,0.611,2026-03-21
QX-HHD-860,PZ-CORE,-3.051,0.045,3370,0.731,2026-03-09
QX-HHD-860,PZ-VALUE,-2.137,0.196,660,0.458,2026-03-05
QX-CHL-861,PZ-METRO,-1.478,0.054,1685,0.610,2026-03-09
QX-CHL-861,PZ-URBAN,-2.502,0.218,4330,0.778,2026-03-19
QX-CHL-861,PZ-CORE,-1.044,0.184,1318,0.621,2026-03-11
QX-CHL-861,PZ-VALUE,-1.579,0.064,6120,0.450,2026-03-14
QX-CHL-861,PZ-REMOTE,-3.043,0.125,6999,0.779,2026-03-18
QX-PRO-863,PZ-URBAN,-1.222,0.090,7762,0.447,2026-03-29
QX-PRO-863,PZ-CORE,-3.075,0.035,7065,0.856,2026-03-14
QX-PRO-863,PZ-VALUE,-2.953,0.146,6134,0.490,2026-03-07
QX-PRO-863,PZ-REMOTE,-1.282,0.055,4336,0.620,2026-02-27
QX-DRY-864,PZ-METRO,-2.744,0.105,5576,0.524,2026-03-21
QX-DRY-864,PZ-REMOTE,-1.070,0.132,6520,0.915,2026-03-19
QX-PRO-866,PZ-METRO,-3.056,0.066,6026,0.886,2026-03-19
QX-PRO-866,PZ-URBAN,-2.944,0.135,1680,0.469,2026-03-05
QX-PRO-866,PZ-VALUE,-2.988,0.199,5867,0.684,2026-02-28
QX-PRO-866,PZ-REMOTE,-1.930,0.211,6168,0.649,2026-03-16
QX-BAK-867,PZ-METRO,-2.440,0.030,6294,0.522,2026-03-19
QX-BAK-867,PZ-URBAN,-2.236,0.217,758,0.499,2026-03-05
