depot_id,snapshot_date,sku,pallets_on_hand,weeks_cover
DC-02,2026-05-06,QX-CHL-823,286,0.8
DC-02,2026-05-06,QX-PRO-824,325,0.8
DC-02,2026-05-06,QX-CHL-825,29,7.5
DC-02,2026-05-06,QX-BWS-826,100,0.8
DC-02,2026-05-06,QX-DRY-827,157,3.5
DC-02,2026-05-06,QX-FRZ-833,30,3.7
DC-02,2026-05-06,QX-FRZ-850,294,6.2
DC-02,2026-05-06,QX-BAK-852,85,7.5
DC-02,2026-05-06,QX-BWS-864,116,1.5
DC-02,2026-05-06,QX-HBC-865,253,8.5
DC-02,2026-05-06,QX-PET-866,113,3.1
DC-02,2026-05-06,QX-PET-869,67,2.0
DC-02,2026-05-06,QX-DRY-871,182,4.5
DC-02,2026-05-06,QX-PET-872,84,7.9
DC-02,2026-05-06,QX-BAK-877,262,9.3
DC-02,2026-05-06,QX-BAK-879,301,0.2
DC-02,2026-05-06,QX-PET-883,309,6.7
DC-02,2026-05-06,QX-FRZ-888,182,4.4
DC-02,2026-05-06,QX-CHL-895,192,7.2
DC-02,2026-05-06,QX-BWS-897,267,3.6
DC-02,2026-05-06,QX-HHD-898,307,3.5
DC-02,2026-05-06,QX-PRO-907,54,7.0
DC-02,2026-05-06,QX-DRK-909,38,9.3
DC-02,2026-05-06,QX-TIN-914,160,2.2
DC-02,2026-05-06,QX-TIN-916,312,5.6
DC-02,2026-05-06,QX-CHL-921,297,6.3
DC-02,2026-05-06,QX-PRO-923,91,8.6
DC-02,2026-05-06,QX-HBC-924,242,1.1
DC-02,2026-05-06,QX-PET-927,109,6.9
DC-02,2026-05-06,QX-CHL-932,318,3.0
DC-02,2026-05-06,QX-FRZ-933,319,3.4
DC-02,2026-05-06,QX-CHL-935,85,2.7
DC-02,2026-05-06,QX-TIN-936,299,4.7
DC-02,2026-05-06,QX-TIN-938,302,1.9
DC-02,2026-05-06,QX-TIN-939,314,6.4
DC-02,2026-05-06,QX-FRZ-941,306,7.9
DC-02,2026-05-06,QX-CHL-943,338,5.0
DC-02,2026-05-06,QX-CER-946,325,6.2
DC-02,2026-05-06,QX-FRZ-953,55,1.8
DC-02,2026-05-06,QX-PET-958,65,5.2
DC-02,2026-05-06,QX-TIN-961,254,1.2
DC-02,2026-05-06,QX-CER-973,139,5.0
DC-02,2026-05-06,QX-HHD-974,284,4.8
DC-02,2026-05-06,QX-HBC-982,20,1.4
DC-02,2026-05-06,QX-DRK-990,168,7.0
DC-02,2026-05-06,QX-FRZ-992,99,3.2
DC-02,2026-05-06,QX-FRZ-997,236,8.9
DC-02,2026-05-06,QX-BAK-000,268,8.5
DC-02,2026-05-06,QX-HHD-014,154,5.4
DC-02,2026-05-06,QX-HHD-023,166,7.9
DC-02,2026-05-06,QX-PRO-025,36,1.5
DC-02,2026-05-06,QX-TIN-027,165,3.9
DC-02,2026-05-06,QX-CHL-032,43,1.6
DC-02,2026-05-06,QX-PET-035,131,5.1
DC-02,2026-05-06,QX-CER-037,242,7.7
DC-02,2026-05-06,QX-DRY-042,253,6.3
DC-02,2026-05-06,QX-CER-051,243,0.5
DC-02,2026-05-06,QX-CER-052,179,8.8
DC-02,2026-05-06,QX-FRZ-066,80,2.7
DC-02,2026-05-06,QX-PRO-068,235,7.1
DC-02,2026-05-06,QX-PET-090,70,4.0
DC-02,2026-05-06,QX-HHD-093,214,1.3
DC-02,2026-05-06,QX-CHL-098,233,1.1
DC-02,2026-05-06,QX-DRK-099,24,2.0
DC-02,2026-05-06,QX-CHL-105,254,5.9
DC-02,2026-05-06,QX-DRY-111,74,8.8
DC-02,2026-05-06,QX-BAK-112,72,1.1
DC-02,2026-05-06,QX-HBC-114,88,1.1
DC-02,2026-05-06,QX-DRY-119,223,3.8
DC-02,2026-05-06,QX-TIN-124,237,0.9
DC-02,2026-05-06,QX-DRK-125,295,8.2
DC-02,2026-05-06,QX-BAK-131,315,5.9
DC-02,2026-05-06,QX-PET-137,218,3.2
DC-02,2026-05-06,QX-CER-141,38,7.2
DC-02,2026-05-06,QX-CER-143,58,9.4
DC-02,2026-05-06,QX-CER-151,324,8.0
DC-02,2026-05-06,QX-DRK-152,9,5.5
DC-02,2026-05-06,QX-PRO-154,125,5.1
DC-02,2026-05-06,QX-PRO-158,197,5.3
DC-02,2026-05-06,QX-CHL-159,166,1.7
DC-02,2026-05-06,QX-HBC-160,214,0.8
DC-02,2026-05-06,QX-TIN-161,65,1.9
DC-02,2026-05-06,QX-BWS-163,264,9.0
DC-02,2026-05-06,QX-TIN-165,41,0.3
DC-02,2026-05-06,QX-TIN-168,268,6.2
DC-02,2026-05-06,QX-BAK-169,157,4.0
DC-02,2026-05-06,QX-DRK-177,245,2.3
DC-02,2026-05-06,QX-HBC-180,314,9.3
DC-02,2026-05-06,QX-PET-181,26,5.5
DC-02,2026-05-06,QX-BAK-183,262,2.6
DC-02,2026-05-06,QX-HHD-184,112,3.9
DC-02,2026-05-06,QX-TIN-185,34,1.2
DC-02,2026-05-06,QX-BWS-186,241,8.9
DC-02,2026-05-06,QX-DRK-190,185,2.0
DC-02,2026-05-06,QX-HHD-191,266,3.0
DC-02,2026-05-06,QX-PET-192,314,7.1
DC-02,2026-05-06,QX-HHD-193,44,8.2
DC-02,2026-05-06,QX-HBC-198,205,4.8
DC-02,2026-05-06,QX-DRY-206,234,4.9
DC-02,2026-05-06,QX-HBC-211,154,5.1
DC-02,2026-05-06,QX-CHL-219,95,4.1
DC-02,2026-05-06,QX-DRK-223,78,7.9
DC-02,2026-05-06,QX-HBC-224,298,0.6
DC-02,2026-05-06,QX-CHL-226,60,1.3
DC-02,2026-05-06,QX-CER-239,228,1.3
DC-02,2026-05-06,QX-PET-245,330,2.9
DC-02,2026-05-06,QX-PET-249,135,6.4
DC-02,2026-05-06,QX-CER-251,304,3.6
DC-02,2026-05-06,QX-TIN-252,61,1.0
DC-02,2026-05-06,QX-FRZ-257,325,3.3
DC-02,2026-05-06,QX-TIN-259,83,1.9
DC-02,2026-05-06,QX-FRZ-263,297,3.1
DC-02,2026-05-06,QX-PRO-274,61,8.4
DC-02,2026-05-06,QX-HHD-276,184,1.9
DC-02,2026-05-06,QX-DRY-277,23,3.7
DC-02,2026-05-06,QX-BAK-278,282,8.7
DC-02,2026-05-06,QX-CHL-279,9,3.6
DC-02,2026-05-06,QX-BWS-280,125,8.3
DC-02,2026-05-06,QX-BWS-284,176,3.8
DC-02,2026-05-06,QX-DRY-291,55,8.0
DC-02,2026-05-06,QX-BAK-295,135,7.9
DC-02,2026-05-06,QX-CER-300,149,2.4
DC-02,2026-05-06,QX-FRZ-308,118,3.7
DC-02,2026-05-06,QX-CER-310,309,4.9
DC-02,2026-05-06,QX-HHD-313,108,5.5
DC-02,2026-05-06,QX-HBC-314,3,7.6
DC-02,2026-05-06,QX-CER-318,305,8.9
DC-02,2026-05-06,QX-DRK-319,125,0.9
DC-02,2026-05-06,QX-CHL-327,242,4.9
DC-02,2026-05-06,QX-CER-333,44,6.6
DC-02,2026-05-06,QX-DRK-335,322,2.8
DC-02,2026-05-06,QX-HBC-336,58,5.6
DC-02,2026-05-06,QX-HHD-337,331,2.6
DC-02,2026-05-06,QX-BWS-338,261,1.6
DC-02,2026-05-06,QX-TIN-345,21,0.9
DC-02,2026-05-06,QX-HBC-348,338,8.7
DC-02,2026-05-06,QX-PET-350,10,5.2
DC-02,2026-05-06,QX-HBC-353,159,5.3
DC-02,2026-05-06,QX-BAK-354,196,5.5
DC-02,2026-05-06,QX-CHL-357,156,1.3
DC-02,2026-05-06,QX-DRK-359,270,0.3
DC-02,2026-05-06,QX-BWS-369,45,3.5
DC-02,2026-05-06,QX-HBC-378,340,6.0
DC-02,2026-05-06,QX-DRY-379,309,0.5
DC-02,2026-05-06,QX-CHL-382,73,2.2
DC-02,2026-05-06,QX-HHD-383,18,4.4
DC-02,2026-05-06,QX-DRY-391,176,7.4
DC-02,2026-05-06,QX-DRY-394,118,6.0
DC-02,2026-05-06,QX-BWS-397,311,5.8
DC-02,2026-05-06,QX-DRK-401,147,9.4
DC-02,2026-05-06,QX-DRY-402,50,8.0
DC-02,2026-05-06,QX-TIN-408,74,5.9
DC-02,2026-05-06,QX-CER-414,140,7.1
DC-02,2026-05-06,QX-BWS-415,188,4.0
DC-02,2026-05-06,QX-TIN-417,203,7.3
DC-02,2026-05-06,QX-HHD-427,246,3.9
DC-02,2026-05-06,QX-CHL-428,20,6.7
DC-02,2026-05-06,QX-BAK-429,293,3.2
DC-02,2026-05-06,QX-CHL-432,242,8.5
DC-02,2026-05-06,QX-PET-434,162,5.8
DC-02,2026-05-06,QX-BAK-435,333,5.1
DC-02,2026-05-06,QX-TIN-436,272,1.1
DC-02,2026-05-06,QX-CHL-441,312,7.3
DC-02,2026-05-06,QX-DRY-444,259,7.2
DC-02,2026-05-06,QX-CHL-456,303,9.2
DC-02,2026-05-06,QX-HBC-457,117,6.4
DC-02,2026-05-06,QX-TIN-464,264,6.2
DC-02,2026-05-06,QX-TIN-465,127,9.2
DC-03,2026-05-06,QX-PRO-202,318,7.4
DC-03,2026-05-06,QX-DRK-206,81,1.4
DC-03,2026-05-06,QX-PRO-210,284,9.3
DC-03,2026-05-06,QX-TIN-212,340,0.7
DC-03,2026-05-06,QX-FRZ-218,157,4.8
DC-03,2026-05-06,QX-HBC-219,139,4.4
DC-03,2026-05-06,QX-DRY-224,46,3.8
DC-03,2026-05-06,QX-HHD-225,261,1.4
DC-03,2026-05-06,QX-CER-227,213,5.6
DC-03,2026-05-06,QX-BAK-232,303,7.4
DC-03,2026-05-06,QX-DRK-234,52,9.3
DC-03,2026-05-06,QX-FRZ-235,233,7.6
DC-03,2026-05-06,QX-BWS-239,75,4.5
DC-03,2026-05-06,QX-HHD-240,297,6.7
DC-03,2026-05-06,QX-CER-241,241,8.6
DC-03,2026-05-06,QX-FRZ-242,314,4.8
DC-03,2026-05-06,QX-DRY-243,230,6.2
DC-03,2026-05-06,QX-HHD-245,78,2.6
DC-03,2026-05-06,QX-DRY-257,298,7.9
DC-03,2026-05-06,QX-CER-260,38,5.9
DC-03,2026-05-06,QX-TIN-263,51,1.3
DC-03,2026-05-06,QX-BAK-265,300,2.1
DC-03,2026-05-06,QX-CHL-274,101,5.1
DC-03,2026-05-06,QX-TIN-281,100,5.8
DC-03,2026-05-06,QX-DRY-286,288,2.3
DC-03,2026-05-06,QX-PET-291,36,9.0
DC-03,2026-05-06,QX-FRZ-299,336,8.0
DC-03,2026-05-06,QX-DRY-301,10,0.9
DC-03,2026-05-06,QX-DRY-302,229,5.5
DC-03,2026-05-06,QX-DRY-305,110,2.9
DC-03,2026-05-06,QX-HHD-308,321,6.4
DC-03,2026-05-06,QX-FRZ-310,46,0.9
DC-03,2026-05-06,QX-HBC-313,156,6.0
DC-03,2026-05-06,QX-CER-314,177,0.3
DC-03,2026-05-06,QX-BWS-317,197,0.9
DC-03,2026-05-06,QX-CER-324,282,3.9
DC-03,2026-05-06,QX-BAK-328,277,9.2
DC-03,2026-05-06,QX-CER-329,42,6.8
DC-03,2026-05-06,QX-CER-331,209,3.6
DC-03,2026-05-06,QX-CHL-336,48,8.6
DC-03,2026-05-06,QX-TIN-340,111,8.6
DC-03,2026-05-06,QX-CER-341,322,0.6
DC-03,2026-05-06,QX-TIN-342,4,4.9
DC-03,2026-05-06,QX-PET-345,66,3.6
DC-03,2026-05-06,QX-PET-348,329,0.6
DC-03,2026-05-06,QX-PET-349,129,7.0
DC-03,2026-05-06,QX-CER-355,210,7.2
DC-03,2026-05-06,QX-BAK-360,267,5.8
DC-03,2026-05-06,QX-BWS-365,296,2.8
DC-03,2026-05-06,QX-HBC-371,281,4.1
DC-03,2026-05-06,QX-CER-372,16,9.4
DC-03,2026-05-06,QX-BWS-376,19,5.8
DC-03,2026-05-06,QX-FRZ-382,180,1.5
DC-03,2026-05-06,QX-BWS-384,264,4.8
DC-03,2026-05-06,QX-FRZ-386,60,4.0
DC-03,2026-05-06,QX-HHD-388,305,2.6
DC-03,2026-05-06,QX-TIN-391,181,1.5
DC-03,2026-05-06,QX-CHL-392,280,1.4
DC-03,2026-05-06,QX-DRK-393,98,2.7
DC-03,2026-05-06,QX-DRK-400,19,2.1
DC-03,2026-05-06,QX-PRO-402,193,4.1
DC-03,2026-05-06,QX-TIN-407,1,1.5
DC-03,2026-05-06,QX-FRZ-411,246,3.4
DC-03,2026-05-06,QX-HHD-412,251,2.8
DC-03,2026-05-06,QX-DRY-419,126,4.1
DC-03,2026-05-06,QX-PRO-425,205,3.4
DC-03,2026-05-06,QX-CHL-426,162,7.4
DC-03,2026-05-06,QX-DRK-433,207,5.5
DC-03,2026-05-06,QX-FRZ-435,323,2.5
DC-03,2026-05-06,QX-CHL-438,260,3.1
DC-03,2026-05-06,QX-BAK-440,124,9.3
DC-03,2026-05-06,QX-PRO-441,245,9.2
DC-03,2026-05-06,QX-HBC-442,50,8.3
DC-03,2026-05-06,QX-BAK-445,64,5.1
DC-03,2026-05-06,QX-FRZ-446,78,3.3
DC-03,2026-05-06,QX-PET-447,281,8.0
DC-03,2026-05-06,QX-CER-448,140,3.3
DC-03,2026-05-06,QX-PET-453,301,1.1
DC-03,2026-05-06,QX-PRO-462,189,2.4
DC-03,2026-05-06,QX-CER-464,193,6.6
DC-03,2026-05-06,QX-DRY-469,261,8.0
DC-03,2026-05-06,QX-TIN-470,147,3.5
DC-03,2026-05-06,QX-PRO-471,140,1.8
DC-03,2026-05-06,QX-PRO-477,287,2.0
DC-03,2026-05-06,QX-PRO-478,236,3.7
DC-03,2026-05-06,QX-PRO-480,262,4.6
DC-03,2026-05-06,QX-BWS-485,197,1.8
DC-03,2026-05-06,QX-TIN-486,43,7.8
DC-03,2026-05-06,QX-DRY-499,339,1.4
DC-03,2026-05-06,QX-PET-503,339,2.2
DC-03,2026-05-06,QX-DRK-506,187,0.6
DC-03,2026-05-06,QX-PET-508,147,1.1
DC-03,2026-05-06,QX-DRK-514,212,4.0
DC-03,2026-05-06,QX-DRY-519,168,1.9
DC-03,2026-05-06,QX-PRO-521,281,1.6
DC-03,2026-05-06,QX-PRO-524,31,2.8
DC-03,2026-05-06,QX-DRY-529,336,6.7
DC-03,2026-05-06,QX-PET-533,282,8.4
DC-03,2026-05-06,QX-BWS-536,57,3.3
DC-03,2026-05-06,QX-BAK-539,167,4.2
DC-03,2026-05-06,QX-DRK-540,158,6.8
DC-03,2026-05-06,QX-HBC-541,13,4.9
DC-03,2026-05-06,QX-DRY-542,51,6.9
DC-03,2026-05-06,QX-HHD-543,335,4.9
DC-03,2026-05-06,QX-CER-545,310,4.9
DC-03,2026-05-06,QX-TIN-553,185,0.5
DC-03,2026-05-06,QX-HBC-557,152,7.7
DC-03,2026-05-06,QX-FRZ-564,168,8.1
DC-03,2026-05-06,QX-HHD-569,322,0.9
DC-03,2026-05-06,QX-PET-572,41,5.6
DC-03,2026-05-06,QX-DRY-574,299,3.7
DC-03,2026-05-06,QX-HBC-576,266,5.1
DC-03,2026-05-06,QX-CHL-579,187,5.5
DC-03,2026-05-06,QX-BAK-585,296,0.8
DC-03,2026-05-06,QX-FRZ-586,311,8.1
DC-03,2026-05-06,QX-CHL-588,101,6.1
DC-03,2026-05-06,QX-BWS-589,21,2.4
DC-03,2026-05-06,QX-BAK-590,182,2.8
DC-03,2026-05-06,QX-CHL-592,253,1.9
DC-03,2026-05-06,QX-DRY-595,127,1.5
DC-03,2026-05-06,QX-HHD-597,9,5.0
DC-03,2026-05-06,QX-BAK-599,122,6.2
DC-03,2026-05-06,QX-DRY-603,273,6.2
DC-03,2026-05-06,QX-BWS-607,2,8.3
DC-03,2026-05-06,QX-DRY-610,304,1.0
DC-03,2026-05-06,QX-HBC-613,171,8.6
DC-03,2026-05-06,QX-HBC-618,207,4.6
DC-03,2026-05-06,QX-FRZ-622,222,1.5
DC-03,2026-05-06,QX-TIN-624,130,6.0
DC-03,2026-05-06,QX-FRZ-626,144,3.1
DC-03,2026-05-06,QX-TIN-628,149,4.2
DC-03,2026-05-06,QX-CHL-631,127,7.2
DC-03,2026-05-06,QX-FRZ-633,205,6.2
DC-03,2026-05-06,QX-BWS-634,257,2.3
DC-03,2026-05-06,QX-DRK-636,6,6.8
DC-03,2026-05-06,QX-TIN-640,269,7.5
DC-03,2026-05-06,QX-CHL-643,230,5.2
DC-03,2026-05-06,QX-TIN-649,31,0.4
DC-03,2026-05-06,QX-PRO-652,227,4.9
DC-03,2026-05-06,QX-FRZ-655,258,8.5
DC-03,2026-05-06,QX-HHD-656,326,9.2
DC-03,2026-05-06,QX-PET-657,294,5.1
DC-03,2026-05-06,QX-BAK-659,27,3.5
DC-03,2026-05-06,QX-HHD-660,320,5.2
DC-03,2026-05-06,QX-CHL-662,56,1.7
DC-03,2026-05-06,QX-HHD-663,153,6.2
DC-03,2026-05-06,QX-BAK-667,333,3.7
DC-03,2026-05-06,QX-BWS-668,113,4.6
DC-03,2026-05-06,QX-BWS-669,230,6.2
DC-03,2026-05-06,QX-CHL-670,339,1.0
DC-03,2026-05-06,QX-PET-673,143,3.5
DC-03,2026-05-06,QX-BWS-674,88,7.7
DC-03,2026-05-06,QX-BAK-675,13,7.4
DC-03,2026-05-06,QX-DRY-680,177,5.6
DC-03,2026-05-06,QX-PRO-681,80,3.8
DC-03,2026-05-06,QX-CHL-685,102,9.5
DC-03,2026-05-06,QX-BAK-688,196,7.6
DC-03,2026-05-06,QX-TIN-690,86,3.4
DC-03,2026-05-06,QX-BAK-696,339,9.2
DC-03,2026-05-06,QX-FRZ-702,316,8.5
DC-03,2026-05-06,QX-PET-703,207,5.4
DC-03,2026-05-06,QX-DRK-705,286,9.3
DC-03,2026-05-06,QX-BAK-706,303,7.3
DC-03,2026-05-06,QX-HHD-707,254,3.6
DC-03,2026-05-06,QX-PRO-714,191,7.4
DC-03,2026-05-06,QX-DRY-718,18,1.8
DC-03,2026-05-06,QX-BAK-719,222,6.8
DC-03,2026-05-06,QX-FRZ-722,63,8.6
DC-03,2026-05-06,QX-HBC-723,188,1.8
DC-03,2026-05-06,QX-HHD-729,32,9.3
DC-03,2026-05-06,QX-BAK-732,264,4.8
DC-03,2026-05-06,QX-HBC-733,297,4.5
DC-03,2026-05-06,QX-DRK-737,102,7.5
DC-03,2026-05-06,QX-CHL-740,29,6.1
DC-03,2026-05-06,QX-BWS-747,146,3.3
DC-03,2026-05-06,QX-BWS-748,308,0.5
DC-03,2026-05-06,QX-CHL-756,124,8.2
DC-03,2026-05-06,QX-HHD-759,269,2.2
DC-03,2026-05-06,QX-DRY-760,60,6.5
DC-03,2026-05-06,QX-DRY-762,136,6.8
DC-03,2026-05-06,QX-BWS-765,191,6.0
DC-03,2026-05-06,QX-PRO-766,89,7.7
DC-03,2026-05-06,QX-BAK-767,78,3.8
DC-03,2026-05-06,QX-BAK-768,63,5.5
DC-03,2026-05-06,QX-CER-773,112,8.1
DC-03,2026-05-06,QX-PRO-782,309,4.1
DC-03,2026-05-06,QX-PET-783,185,2.8
DC-03,2026-05-06,QX-HBC-791,129,2.7
DC-03,2026-05-06,QX-FRZ-795,226,0.4
DC-03,2026-05-06,QX-FRZ-799,217,1.3
DC-03,2026-05-06,QX-CHL-800,290,7.2
DC-03,2026-05-06,QX-BAK-802,178,2.8
DC-03,2026-05-06,QX-TIN-803,53,3.1
DC-03,2026-05-06,QX-PET-805,80,3.5
DC-03,2026-05-06,QX-FRZ-806,241,7.7
DC-03,2026-05-06,QX-FRZ-809,19,0.5
DC-03,2026-05-06,QX-CER-812,324,9.2
DC-03,2026-05-06,QX-HHD-814,238,7.4
DC-03,2026-05-06,QX-DRK-815,299,8.4
DC-03,2026-05-06,QX-BWS-825,332,5.5
DC-03,2026-05-06,QX-HHD-826,273,1.7
DC-03,2026-05-06,QX-PET-834,140,3.1
DC-03,2026-05-06,QX-BWS-835,72,6.1
DC-03,2026-05-06,QX-DRY-836,318,5.6
DC-03,2026-05-06,QX-PRO-838,276,4.3
DC-03,2026-05-06,QX-FRZ-839,32,5.2
DC-03,2026-05-06,QX-PRO-841,158,0.9
DC-03,2026-05-06,QX-TIN-846,279,6.1
DC-03,2026-05-06,QX-CHL-850,310,8.2
DC-03,2026-05-06,QX-HHD-852,237,2.0
DC-03,2026-05-06,QX-BAK-857,13,6.0
DC-03,2026-05-06,QX-DRY-859,15,1.2
DC-03,2026-05-06,QX-HHD-860,86,7.8
DC-03,2026-05-06,QX-PRO-863,169,7.0
DC-03,2026-05-06,QX-DRY-864,279,7.5
DC-03,2026-05-06,QX-HBC-879,208,6.6
DC-03,2026-05-06,QX-CHL-881,274,7.6
DC-03,2026-05-06,QX-DRK-884,20,4.4
DC-03,2026-05-06,QX-HHD-885,135,8.4
DC-03,2026-05-06,QX-BWS-887,297,8.5
DC-03,2026-05-06,QX-CHL-890,60,9.4
DC-03,2026-05-06,QX-PRO-892,175,6.5
DC-03,2026-05-06,QX-HBC-904,179,7.6
DC-03,2026-05-06,QX-DRY-906,44,8.7
DC-03,2026-05-06,QX-DRY-914,58,2.7
DC-03,2026-05-06,QX-BAK-916,120,7.4
DC-03,2026-05-06,QX-CER-929,6,9.4
DC-03,2026-05-06,QX-BWS-933,8,1.9
DC-03,2026-05-06,QX-DRK-935,86,6.1
DC-03,2026-05-06,QX-TIN-937,273,8.2
DC-03,2026-05-06,QX-CHL-949,285,8.8
DC-03,2026-05-06,QX-BWS-955,337,6.1
DC-03,2026-05-06,QX-CHL-959,231,0.7
DC-03,2026-05-06,QX-PET-960,168,1.0
DC-03,2026-05-06,QX-FRZ-961,88,0.4
DC-03,2026-05-06,QX-HBC-969,225,4.7
DC-03,2026-05-06,QX-PET-970,333,4.4
DC-03,2026-05-06,QX-HBC-971,57,1.2
DC-03,2026-05-06,QX-TIN-975,70,9.5
DC-03,2026-05-06,QX-CER-981,282,7.5
DC-03,2026-05-06,QX-CER-990,209,7.6
DC-03,2026-05-06,QX-CHL-991,33,6.2
DC-03,2026-05-06,QX-TIN-000,243,3.6
DC-03,2026-05-06,QX-BWS-001,219,2.8
DC-03,2026-05-06,QX-CHL-006,138,1.7
DC-03,2026-05-06,QX-FRZ-007,231,5.6
DC-03,2026-05-06,QX-DRY-009,29,4.9
DC-03,2026-05-06,QX-DRY-010,245,7.6
DC-03,2026-05-06,QX-CHL-011,47,2.6
DC-03,2026-05-06,QX-DRK-013,171,1.6
DC-03,2026-05-06,QX-CHL-016,295,2.3
DC-03,2026-05-06,QX-CHL-018,127,2.0
DC-03,2026-05-06,QX-PET-023,272,2.6
DC-03,2026-05-06,QX-DRK-027,313,1.5
DC-03,2026-05-06,QX-CER-031,244,6.3
DC-03,2026-05-06,QX-BWS-037,235,1.7
DC-03,2026-05-06,QX-CHL-038,149,7.5
DC-03,2026-05-06,QX-DRY-040,234,2.0
DC-03,2026-05-06,QX-CER-046,271,2.0
DC-03,2026-05-06,QX-CHL-048,259,4.5
DC-03,2026-05-06,QX-BWS-062,122,5.6
DC-03,2026-05-06,QX-HHD-063,86,9.1
DC-03,2026-05-06,QX-BWS-070,112,4.0
DC-03,2026-05-06,QX-CHL-072,155,5.3
DC-03,2026-05-06,QX-DRY-079,83,2.8
DC-03,2026-05-06,QX-HHD-088,109,0.4
DC-03,2026-05-06,QX-DRK-092,125,8.5
DC-03,2026-05-06,QX-HBC-093,173,0.4
DC-03,2026-05-06,QX-CER-097,277,3.0
DC-03,2026-05-06,QX-HBC-100,64,2.9
DC-03,2026-05-06,QX-CHL-101,258,2.0
DC-03,2026-05-06,QX-BAK-103,153,7.0
DC-03,2026-05-06,QX-HHD-109,101,7.2
DC-03,2026-05-06,QX-CHL-110,42,5.8
DC-03,2026-05-06,QX-HBC-111,235,2.2
DC-03,2026-05-06,QX-TIN-112,34,5.0
DC-03,2026-05-06,QX-PET-113,49,8.6
DC-03,2026-05-06,QX-CHL-116,40,4.2
DC-03,2026-05-06,QX-CHL-117,99,7.8
DC-03,2026-05-06,QX-HBC-121,96,2.6
DC-03,2026-05-06,QX-BAK-124,176,5.5
DC-03,2026-05-06,QX-PRO-125,139,1.2
DC-03,2026-05-06,QX-HBC-127,195,3.9
DC-03,2026-05-06,QX-HHD-139,318,3.1
DC-03,2026-05-06,QX-FRZ-140,206,0.8
DC-03,2026-05-06,QX-BWS-141,148,5.7
DC-03,2026-05-06,QX-TIN-142,200,4.0
DC-03,2026-05-06,QX-PRO-143,284,2.4
DC-03,2026-05-06,QX-TIN-149,80,5.5
DC-03,2026-05-06,QX-BAK-154,339,1.3
DC-03,2026-05-06,QX-TIN-157,9,9.4
DC-03,2026-05-06,QX-DRK-162,245,4.8
DC-03,2026-05-06,QX-HBC-164,224,7.7
DC-03,2026-05-06,QX-HHD-172,112,3.8
DC-03,2026-05-06,QX-BWS-175,158,7.8
DC-03,2026-05-06,QX-PET-182,159,0.9
DC-03,2026-05-06,QX-DRY-183,278,8.2
DC-03,2026-05-06,QX-CER-184,257,0.3
DC-03,2026-05-06,QX-HHD-189,304,3.8
DC-03,2026-05-06,QX-PET-191,250,7.0
DC-03,2026-05-06,QX-CER-195,175,0.9
DC-03,2026-05-06,QX-BAK-205,149,4.9
DC-03,2026-05-06,QX-PRO-206,288,7.6
DC-03,2026-05-06,QX-CHL-207,159,4.5
DC-03,2026-05-06,QX-TIN-211,334,4.1
DC-03,2026-05-06,QX-BAK-215,201,1.0
DC-03,2026-05-06,QX-DRK-216,86,8.1
DC-03,2026-05-06,QX-BAK-217,196,3.1
DC-03,2026-05-06,QX-CHL-221,273,7.2
DC-03,2026-05-06,QX-CER-231,200,1.2
DC-03,2026-05-06,QX-HHD-236,142,4.1
DC-03,2026-05-06,QX-HHD-242,73,7.2
DC-03,2026-05-06,QX-FRZ-249,91,1.2
DC-03,2026-05-06,QX-DRK-259,232,4.2
DC-03,2026-05-06,QX-CER-274,297,3.5
DC-03,2026-05-06,QX-BWS-279,289,2.9
DC-03,2026-05-06,QX-BAK-286,240,6.2
DC-03,2026-05-06,QX-TIN-290,258,2.2
DC-03,2026-05-06,QX-HBC-291,205,4.5
DC-03,2026-05-06,QX-HHD-293,163,7.0
DC-03,2026-05-06,QX-BAK-294,237,7.0
DC-03,2026-05-06,QX-CER-303,36,7.6
DC-03,2026-05-06,QX-TIN-309,79,9.0
DC-03,2026-05-06,QX-CHL-313,311,7.6
DC-03,2026-05-06,QX-PET-315,325,3.6
DC-03,2026-05-06,QX-HHD-319,66,3.0
DC-03,2026-05-06,QX-DRK-320,187,2.3
DC-03,2026-05-06,QX-DRY-322,200,3.4
DC-03,2026-05-06,QX-TIN-328,48,8.3
DC-03,2026-05-06,QX-DRK-336,27,1.2
DC-03,2026-05-06,QX-DRK-341,311,2.2
DC-03,2026-05-06,QX-CER-343,216,5.0
DC-03,2026-05-06,QX-HHD-347,171,6.1
DC-03,2026-05-06,QX-CER-353,198,8.1
DC-03,2026-05-06,QX-HHD-354,149,3.6
DC-03,2026-05-06,QX-HBC-356,202,7.0
DC-03,2026-05-06,QX-DRK-362,311,4.8
DC-03,2026-05-06,QX-DRK-363,127,4.2
DC-03,2026-05-06,QX-DRY-365,180,2.9
DC-03,2026-05-06,QX-PRO-366,180,6.7
DC-03,2026-05-06,QX-FRZ-367,3,2.3
DC-03,2026-05-06,QX-BAK-376,196,5.7
DC-03,2026-05-06,QX-DRY-380,134,6.7
DC-03,2026-05-06,QX-PRO-383,322,3.7
DC-03,2026-05-06,QX-BWS-386,272,4.3
DC-03,2026-05-06,QX-DRK-390,196,1.8
DC-03,2026-05-06,QX-DRK-391,94,4.3
DC-03,2026-05-06,QX-DRY-408,321,0.4
DC-03,2026-05-06,QX-FRZ-413,115,1.9
DC-03,2026-05-06,QX-PET-416,189,8.6
