sale_id,line_no,sku,quantity,uom,unit_price,line_total,promotion_id
S-105806,13,QX-BAK-287,2.135,kg,6.92,14.77,
S-105806,14,QX-CER-850,2,unit,1.38,2.76,
S-105806,15,QX-CHL-561,2,unit,6.38,12.76,
S-105806,16,QX-HHD-665,2,unit,10.17,20.34,
S-105806,17,QX-DRY-278,3,unit,1.29,3.87,
S-105806,18,QX-PRO-150,3,unit,2.46,7.38,
S-105807,1,QX-FRZ-615,2,unit,8.99,17.98,
S-105808,1,QX-TIN-038,3,unit,1.77,5.31,
S-105808,2,QX-CER-265,1,unit,3.69,3.69,
S-105808,3,QX-HHD-113,2,unit,8.66,17.32,
S-105808,4,QX-CER-504,2,unit,1.87,3.74,
S-105808,5,QX-FRZ-393,2,unit,9.35,18.70,
S-105809,1,QX-BAK-400,2,unit,4.31,8.62,
S-105809,2,QX-PRO-238,1.277,kg,2.52,3.22,
S-105809,3,QX-BAK-816,3,unit,3.50,10.50,
S-105809,4,QX-PET-664,3,unit,10.99,32.97,
S-105810,1,QX-PRO-726,2,unit,6.08,12.16,
S-105810,2,QX-HHD-170,2,unit,4.87,9.74,
S-105810,3,QX-FRZ-392,3,unit,7.11,21.33,
S-105810,4,QX-BWS-032,1,unit,13.73,13.73,
S-105810,5,QX-CER-831,2,unit,4.42,8.84,
S-105810,6,QX-BAK-837,2,unit,0.95,1.90,
S-105810,7,QX-HHD-220,1,unit,7.08,7.08,
S-105810,8,QX-PRO-648,1,unit,3.77,3.77,
S-105810,9,QX-CER-064,1,unit,2.06,2.06,
S-105810,10,QX-PRO-739,1.877,kg,3.75,7.04,
S-105810,11,QX-FRZ-443,2,unit,7.73,15.46,
S-105811,1,QX-FRZ-578,2,unit,4.16,8.32,
S-105812,1,QX-HBC-653,2,unit,15.79,31.58,
S-105813,1,QX-BWS-253,1,unit,6.27,6.27,
S-105814,1,QX-PRO-477,3,unit,0.65,1.95,
S-105814,2,QX-FRZ-588,1,unit,6.50,6.50,
S-105814,3,QX-TIN-712,2,unit,1.71,3.42,
S-105815,1,QX-CHL-409,2,unit,4.91,9.82,
S-105815,2,QX-DRY-144,3,unit,5.02,15.06,
S-105816,1,QX-PRO-149,0.774,kg,4.59,3.55,
S-105816,2,QX-DRK-134,1,unit,5.27,5.27,
S-105816,3,QX-DRY-600,3,unit,3.09,9.27,
S-105816,4,QX-CER-522,2,unit,1.41,2.82,
S-105816,5,QX-CER-394,2,unit,4.96,9.92,
S-105816,6,QX-BAK-437,1.758,kg,7.48,13.15,
S-105816,7,QX-TIN-035,1,unit,3.01,3.01,
S-105816,8,QX-FRZ-145,1,unit,2.68,2.68,
S-105816,9,QX-DRY-319,3,unit,1.92,5.76,
S-105816,10,QX-TIN-994,3,unit,1.20,3.60,
S-105816,11,QX-TIN-068,2,unit,0.80,1.60,
S-105816,12,QX-HHD-892,2,unit,4.81,9.62,PRM-046
S-105816,13,QX-CHL-384,0.85,kg,17.90,15.21,
S-105816,14,QX-DRK-678,3,unit,5.15,15.45,
S-105816,15,QX-FRZ-936,3,unit,6.51,19.53,
S-105816,16,QX-PET-602,1,unit,1.86,1.86,
S-105816,17,QX-CER-480,3,unit,4.14,12.42,
S-105816,18,QX-BAK-613,1,unit,2.55,2.55,
S-105816,19,QX-DRK-209,2,unit,6.43,12.86,
S-105817,1,QX-DRY-426,3,unit,2.14,6.42,
S-105817,2,QX-CER-887,1,unit,5.20,5.20,
S-105818,1,QX-BAK-488,3,unit,1.17,3.51,
S-105818,2,QX-TIN-277,2,unit,2.03,4.06,
S-105818,3,QX-BWS-383,2,unit,29.23,58.46,
S-105819,1,QX-PRO-672,2,unit,4.08,8.16,
S-105819,2,QX-BWS-350,3,unit,8.13,24.39,
S-105819,3,QX-DRY-972,3,unit,3.83,11.49,
S-105819,4,QX-TIN-138,3,unit,3.08,9.24,
S-105819,5,QX-PET-862,2,unit,1.57,3.14,
S-105819,6,QX-BWS-311,1,unit,42.72,42.72,
S-105820,1,QX-BWS-343,2,unit,28.50,57.00,PRM-035
S-105821,1,QX-BAK-337,1.889,kg,4.38,8.27,
S-105822,1,QX-DRK-327,1,unit,3.84,3.84,
S-105823,1,QX-CER-507,1,unit,3.51,3.51,
S-105823,2,QX-PRO-934,3,unit,0.55,1.65,
S-105823,3,QX-DRK-368,1,unit,0.70,0.70,
S-105823,4,QX-PET-197,1,unit,7.89,7.89,PRM-035
S-105823,5,QX-PET-715,1,unit,10.50,10.50,
S-105823,6,QX-PET-515,2,unit,1.57,3.14,PRM-030
S-105823,7,QX-PET-228,2,unit,10.89,21.78,
S-105824,1,QX-HBC-127,2,unit,6.46,12.92,
S-105824,2,QX-DRK-735,2,unit,6.73,13.46,
S-105824,3,QX-HBC-283,2,unit,13.13,26.26,
S-105824,4,QX-DRY-019,2,unit,4.79,9.58,
S-105824,5,QX-TIN-261,2,unit,2.10,4.20,
S-105824,6,QX-CHL-334,1.867,kg,20.20,37.71,
S-105825,1,QX-HBC-098,3,unit,12.41,37.23,
S-105826,1,QX-CHL-070,2.049,kg,26.09,53.46,
S-105826,2,QX-PET-460,3,unit,9.45,28.35,
S-105826,3,QX-PRO-527,0.333,kg,1.56,0.52,PRM-025
S-105826,4,QX-CHL-018,1.762,kg,13.24,23.33,
S-105827,1,QX-CER-417,1,unit,3.80,3.80,
S-105827,2,QX-CHL-328,1.243,kg,15.78,19.61,
S-105827,3,QX-DRY-893,2,unit,7.88,15.76,
S-105827,4,QX-DRK-634,3,unit,2.37,7.11,
S-105828,1,QX-BWS-236,1,unit,32.65,32.65,
S-105829,1,QX-DRY-403,2,unit,2.67,5.34,
S-105829,2,QX-PRO-156,1,unit,1.65,1.65,
S-105829,3,QX-CER-379,2,unit,2.55,5.10,
S-105829,4,QX-FRZ-440,3,unit,3.44,10.32,
S-105829,5,QX-FRZ-608,2,unit,9.59,19.18,
S-105829,6,QX-DRK-720,3,unit,3.94,11.82,PRM-005
S-105829,7,QX-FRZ-143,2,unit,5.24,10.48,
S-105829,8,QX-TIN-163,1,unit,1.00,1.00,
S-105829,9,QX-BWS-281,2,unit,17.85,35.70,
S-105829,10,QX-HBC-048,2,unit,3.14,6.28,
S-105829,11,QX-BAK-462,2,unit,1.52,3.04,PRM-061
S-105829,12,QX-BAK-599,3,unit,2.35,7.05,
S-105829,13,QX-BAK-689,2,unit,3.28,6.56,
S-105829,14,QX-DRK-368,2,unit,0.70,1.40,
S-105829,15,QX-DRY-251,3,unit,5.16,15.48,
S-105830,1,QX-DRK-943,2,unit,7.32,14.64,
S-105830,2,QX-DRK-468,2,unit,5.43,10.86,
S-105830,3,QX-TIN-354,2,unit,2.14,4.28,
S-105830,4,QX-HBC-061,3,unit,4.34,13.02,
S-105830,5,QX-BWS-626,3,unit,23.16,69.48,
S-105831,1,QX-BAK-923,2,unit,4.58,9.16,
S-105831,2,QX-FRZ-014,2,unit,3.18,6.36,
S-105831,3,QX-CER-901,3,unit,4.37,13.11,
S-105832,1,QX-HHD-310,2,unit,3.27,6.54,
S-105832,2,QX-CER-450,2,unit,4.87,9.74,
S-105833,1,QX-BWS-439,3,unit,7.72,23.16,
S-105833,2,QX-DRK-513,2,unit,3.32,6.64,
S-105833,3,QX-HHD-700,2,unit,8.97,17.94,
S-105833,4,QX-PRO-789,1.929,kg,4.09,7.89,
S-105833,5,QX-HHD-315,2,unit,2.11,4.22,
S-105833,6,QX-DRK-455,1,unit,2.15,2.15,
S-105833,7,QX-FRZ-608,2,unit,9.59,19.18,
S-105834,1,QX-TIN-990,3,unit,2.98,8.94,
S-105834,2,QX-CER-757,2,unit,3.63,7.26,
S-105834,3,QX-FRZ-706,3,unit,7.11,21.33,
S-105834,4,QX-FRZ-625,3,unit,7.12,21.36,
S-105835,1,QX-PRO-121,0.853,kg,2.83,2.41,
S-105835,2,QX-BAK-559,0.517,kg,6.66,3.44,
S-105835,3,QX-DRK-730,2,unit,7.17,14.34,
S-105835,4,QX-HBC-901,1,unit,14.55,14.55,PRM-032
S-105835,5,QX-DRK-814,1,unit,3.32,3.32,
S-105835,6,QX-FRZ-225,2,unit,7.87,15.74,
S-105835,7,QX-DRK-555,2,unit,0.90,1.80,
S-105835,8,QX-CHL-952,2,unit,6.10,12.20,
S-105835,9,QX-HBC-107,1,unit,7.79,7.79,
S-105836,1,QX-HHD-618,2,unit,2.64,5.28,
S-105837,1,QX-HHD-263,1,unit,5.26,5.26,
S-105837,2,QX-BAK-766,3,unit,3.00,9.00,
S-105837,3,QX-PET-382,2,unit,3.26,6.52,PRM-057
S-105838,1,QX-BAK-761,2,unit,0.80,1.60,
S-105838,2,QX-CHL-287,3,unit,3.45,10.35,
S-105839,1,QX-HBC-424,2,unit,6.53,13.06,
S-105839,2,QX-HHD-809,1,unit,1.71,1.71,
S-105839,3,QX-CER-041,1,unit,4.85,4.85,
S-105839,4,QX-DRY-373,3,unit,2.83,8.49,
S-105839,5,QX-FRZ-608,1,unit,9.59,9.59,
S-105840,1,QX-DRY-773,1,unit,5.30,5.30,
S-105840,2,QX-BAK-127,0.941,kg,9.77,9.19,
S-105840,3,QX-CHL-123,1.744,kg,18.38,32.05,
S-105840,4,QX-HBC-407,2,unit,12.92,25.84,
S-105841,1,QX-CHL-361,2,unit,1.81,3.62,
S-105841,2,QX-BAK-939,1.417,kg,6.29,8.91,
S-105841,3,QX-PET-532,2,unit,5.51,11.02,
S-105841,4,QX-PET-234,1,unit,2.09,2.09,
S-105841,5,QX-FRZ-273,2,unit,8.25,16.50,
S-105841,6,QX-TIN-199,2,unit,3.23,6.46,
S-105841,7,QX-FRZ-255,2,unit,7.95,15.90,
S-105842,1,QX-DRY-284,2,unit,7.59,15.18,
S-105843,1,QX-PET-605,3,unit,11.51,34.53,
S-105844,1,QX-PET-812,3,unit,9.96,29.88,
S-105844,2,QX-DRY-870,2,unit,3.14,6.28,
S-105844,3,QX-DRK-256,2,unit,2.47,4.94,
S-105844,4,QX-CER-235,1,unit,2.76,2.76,
S-105844,5,QX-HHD-797,3,unit,5.41,16.23,
S-105844,6,QX-PET-242,2,unit,8.12,16.24,
S-105844,7,QX-BWS-728,1,unit,29.05,29.05,PRM-050
S-105844,8,QX-HBC-378,3,unit,7.49,22.47,
S-105844,9,QX-TIN-417,2,unit,1.33,2.66,
S-105844,10,QX-FRZ-662,2,unit,8.36,16.72,
S-105844,11,QX-CHL-042,2,unit,6.16,12.32,
S-105844,12,QX-HHD-563,2,unit,10.12,20.24,
S-105844,13,QX-CHL-888,2,unit,7.02,14.04,
S-105845,1,QX-PET-991,1,unit,6.22,6.22,
S-105845,2,QX-PRO-131,2,unit,4.50,9.00,
S-105845,3,QX-CER-258,2,unit,1.83,3.66,
S-105845,4,QX-CER-522,1,unit,1.17,1.17,
S-105845,5,QX-FRZ-915,2,unit,3.60,7.20,
S-105846,1,QX-CER-069,2,unit,1.80,3.60,
S-105846,2,QX-BAK-235,3,unit,3.21,9.63,
S-105846,3,QX-PET-529,1,unit,3.07,3.07,
S-105846,4,QX-CHL-708,2,unit,2.59,5.18,
S-105846,5,QX-FRZ-582,1,unit,6.83,6.83,PRM-028
S-105846,6,QX-HHD-665,3,unit,8.38,25.14,
S-105846,7,QX-FRZ-743,1,unit,2.93,2.93,PRM-024
S-105846,8,QX-PET-410,2,unit,6.31,12.62,
S-105846,9,QX-HHD-377,2,unit,6.81,13.62,
S-105846,10,QX-CHL-315,2,unit,1.52,3.04,
S-105846,11,QX-BAK-713,2,unit,1.95,3.90,
S-105846,12,QX-CHL-359,2,unit,6.21,12.42,
S-105846,13,QX-PRO-204,1.44,kg,4.23,6.09,
S-105846,14,QX-FRZ-961,2,unit,1.32,2.64,
S-105846,15,QX-BAK-518,1.484,kg,5.41,8.03,
S-105846,16,QX-PET-999,1,unit,4.84,4.84,
S-105846,17,QX-FRZ-415,2,unit,7.88,15.76,
S-105846,18,QX-HBC-826,1,unit,11.62,11.62,
S-105846,19,QX-DRK-455,2,unit,1.78,3.56,
S-105846,20,QX-PRO-191,2,unit,2.57,5.14,
S-105846,21,QX-HHD-411,3,unit,5.69,17.07,
S-105847,1,QX-TIN-153,2,unit,1.86,3.72,
S-105847,2,QX-FRZ-981,1,unit,3.83,3.83,
S-105848,1,QX-BAK-830,1.331,kg,8.03,10.69,
S-105848,2,QX-FRZ-554,1,unit,7.68,7.68,
S-105848,3,QX-DRY-041,2,unit,5.62,11.24,
S-105849,1,QX-HHD-294,2,unit,1.90,3.80,
S-105850,1,QX-FRZ-598,2,unit,4.15,8.30,
S-105851,1,QX-BAK-599,3,unit,1.94,5.82,
S-105852,1,QX-CER-954,3,unit,3.06,9.18,
S-105852,2,QX-PET-333,3,unit,5.32,15.96,
S-105852,3,QX-BWS-032,2,unit,11.32,22.64,
S-105852,4,QX-DRY-792,3,unit,4.05,12.15,
S-105852,5,QX-PRO-648,2,unit,3.11,6.22,
S-105852,6,QX-HBC-920,2,unit,1.71,3.42,
S-105852,7,QX-BWS-395,2,unit,15.14,30.28,
S-105853,1,QX-BAK-559,0.312,kg,5.49,1.71,
S-105853,2,QX-PRO-726,2,unit,5.01,10.02,
S-105854,1,QX-CER-780,2,unit,2.59,5.18,
S-105855,1,QX-BWS-061,2,unit,15.09,30.18,
S-105856,1,QX-HBC-393,2,unit,12.61,25.22,
S-105857,1,QX-HBC-886,1,unit,5.78,5.78,
S-105858,1,QX-FRZ-211,1,unit,7.94,7.94,
S-105858,2,QX-BWS-907,1,unit,15.56,15.56,
S-105859,1,QX-BWS-738,1,unit,20.25,20.25,
S-105859,2,QX-BWS-814,3,unit,29.23,87.69,
S-105860,1,QX-DRY-017,3,unit,4.43,13.29,
S-105861,1,QX-DRK-528,2,unit,5.71,11.42,
S-105861,2,QX-DRK-560,2,unit,5.40,10.80,PRM-046
S-105861,3,QX-CER-383,2,unit,3.49,6.98,
S-105861,4,QX-FRZ-936,3,unit,5.37,16.11,
S-105861,5,QX-DRK-480,1,unit,0.85,0.85,
S-105861,6,QX-DRY-128,2,unit,6.24,12.48,
S-105861,7,QX-CER-337,2,unit,2.90,5.80,
S-105861,8,QX-BAK-964,2,unit,1.12,2.24,
S-105861,9,QX-DRY-618,1,unit,5.86,5.86,
S-105861,10,QX-TIN-227,1,unit,2.70,2.70,
S-105861,11,QX-CHL-225,0.402,kg,11.38,4.57,PRM-056
S-105861,12,QX-HHD-392,3,unit,9.45,28.35,
S-105862,1,QX-TIN-040,2,unit,1.00,2.00,
S-105862,2,QX-BAK-574,0.416,kg,4.86,2.02,PRM-043
S-105862,3,QX-BAK-501,1,unit,1.60,1.60,PRM-043
S-105862,4,QX-BAK-765,1,unit,2.67,2.67,PRM-035
S-105863,1,QX-HHD-805,1,unit,10.80,10.80,
S-105864,1,QX-PET-448,3,unit,9.65,28.95,
S-105864,2,QX-BAK-737,1,unit,1.42,1.42,
S-105864,3,QX-CER-471,2,unit,1.42,2.84,
S-105864,4,QX-TIN-118,3,unit,0.90,2.70,
S-105864,5,QX-TIN-534,1,unit,1.94,1.94,
S-105864,6,QX-CHL-112,3,unit,4.53,13.59,
S-105864,7,QX-TIN-493,2,unit,1.82,3.64,
S-105864,8,QX-PRO-038,3,unit,3.37,10.11,
S-105864,9,QX-HBC-620,2,unit,2.72,5.44,
S-105864,10,QX-BAK-521,3,unit,2.32,6.96,PRM-040
S-105864,11,QX-FRZ-980,1,unit,1.88,1.88,
S-105864,12,QX-BAK-443,1.407,kg,6.66,9.37,
S-105864,13,QX-CER-392,2,unit,3.90,7.80,
S-105864,14,QX-PRO-229,1.146,kg,2.75,3.15,
S-105864,15,QX-DRY-506,2,unit,5.20,10.40,
S-105864,16,QX-CHL-232,1.288,kg,12.79,16.47,
S-105864,17,QX-PRO-739,1.434,kg,3.09,4.43,
S-105864,18,QX-DRY-189,2,unit,5.21,10.42,
S-105865,1,QX-TIN-108,2,unit,2.12,4.24,
S-105866,1,QX-PET-325,3,unit,3.32,9.96,
S-105866,2,QX-BWS-534,2,unit,33.85,67.70,
S-105866,3,QX-CHL-445,3,unit,5.15,15.45,
S-105866,4,QX-HHD-855,1,unit,6.97,6.97,
S-105866,5,QX-BAK-633,1.307,kg,7.75,10.13,PRM-052
S-105866,6,QX-PRO-354,0.286,kg,1.89,0.54,
S-105866,7,QX-TIN-982,2,unit,2.27,4.54,
S-105866,8,QX-DRY-097,2,unit,5.14,10.28,
S-105867,1,QX-CHL-114,1,unit,6.17,6.17,
S-105867,2,QX-CER-968,3,unit,1.75,5.25,
S-105867,3,QX-FRZ-445,2,unit,5.33,10.66,PRM-062
S-105867,4,QX-PET-654,2,unit,3.48,6.96,
S-105867,5,QX-CER-235,2,unit,2.27,4.54,
S-105867,6,QX-CHL-732,2,unit,3.57,7.14,
S-105867,7,QX-CER-988,2,unit,3.64,7.28,
S-105867,8,QX-BAK-509,1.129,kg,6.13,6.92,
S-105867,9,QX-HBC-067,1,unit,1.36,1.36,
S-105867,10,QX-HBC-948,2,unit,3.96,7.92,
S-105867,11,QX-TIN-437,2,unit,1.53,3.06,
S-105867,12,QX-BAK-765,1,unit,2.67,2.67,
S-105867,13,QX-CER-267,1,unit,3.12,3.12,
S-105867,14,QX-DRY-423,1,unit,6.41,6.41,PRM-006
S-105868,1,QX-DRK-590,2,unit,1.12,2.24,
S-105868,2,QX-HHD-894,2,unit,7.90,15.80,
S-105869,1,QX-HHD-165,3,unit,3.06,9.18,
S-105870,1,QX-PET-707,3,unit,3.17,9.51,
S-105871,1,QX-DRY-348,2,unit,5.88,11.76,PRM-019
S-105871,2,QX-BAK-509,2.102,kg,6.13,12.89,PRM-019
S-105871,3,QX-FRZ-330,2,unit,7.75,15.50,
S-105871,4,QX-FRZ-729,2,unit,4.13,8.26,
S-105871,5,QX-DRY-090,1,unit,4.59,4.59,
S-105871,6,QX-DRY-244,3,unit,3.20,9.60,PRM-047
S-105871,7,QX-HBC-009,2,unit,11.72,23.44,PRM-032
S-105871,8,QX-FRZ-523,3,unit,7.94,23.82,
S-105871,9,QX-PET-217,2,unit,7.19,14.38,PRM-001
S-105871,10,QX-HHD-829,2,unit,8.54,17.08,PRM-022
S-105871,11,QX-FRZ-921,2,unit,5.86,11.72,
S-105872,1,QX-PRO-739,0.215,kg,3.09,0.66,
S-105872,2,QX-CHL-759,0.277,kg,6.10,1.69,
S-105873,1,QX-FRZ-475,2,unit,5.17,10.34,
S-105873,2,QX-HHD-841,2,unit,6.16,12.32,
S-105873,3,QX-BWS-684,1,unit,24.34,24.34,
S-105874,1,QX-BAK-437,1.452,kg,6.17,8.96,
S-105875,1,QX-DRK-444,2,unit,5.99,11.98,
S-105875,2,QX-DRK-823,1,unit,4.52,4.52,
S-105875,3,QX-DRK-400,2,unit,5.77,11.54,
S-105876,1,QX-TIN-223,2,unit,1.80,3.60,
S-105876,2,QX-CER-352,2,unit,1.43,2.86,
S-105877,1,QX-HHD-139,1,unit,5.14,5.14,
S-105877,2,QX-BAK-688,1.323,kg,5.42,7.17,
S-105877,3,QX-BWS-129,2,unit,26.92,53.84,
S-105877,4,QX-DRK-601,2,unit,0.55,1.10,
S-105877,5,QX-DRK-243,1,unit,0.80,0.80,PRM-054
S-105877,6,QX-DRY-193,2,unit,4.15,8.30,
S-105877,7,QX-DRK-735,1,unit,5.55,5.55,
S-105877,8,QX-FRZ-832,2,unit,7.60,15.20,
S-105877,9,QX-FRZ-742,2,unit,2.33,4.66,
S-105877,10,QX-PET-771,2,unit,9.02,18.04,
S-105877,11,QX-TIN-328,2,unit,2.39,4.78,
S-105877,12,QX-CER-285,1,unit,1.53,1.53,
S-105877,13,QX-CER-850,2,unit,1.14,2.28,
S-105877,14,QX-HHD-588,2,unit,3.71,7.42,
S-105877,15,QX-PRO-950,1,unit,1.63,1.63,
S-105877,16,QX-BAK-598,2,unit,3.07,6.14,
S-105877,17,QX-DRK-645,1,unit,2.59,2.59,PRM-047
S-105878,1,QX-TIN-110,1,unit,0.65,0.65,
S-105878,2,QX-PET-197,3,unit,6.50,19.50,
S-105878,3,QX-CHL-233,0.31,kg,17.29,5.36,PRM-029
S-105878,4,QX-HHD-745,2,unit,4.74,9.48,
S-105878,5,QX-FRZ-799,2,unit,7.77,15.54,PRM-023
S-105878,6,QX-BWS-681,2,unit,8.19,16.38,PRM-032
S-105878,7,QX-PRO-171,1.371,kg,3.65,5.00,PRM-036
S-105878,8,QX-FRZ-696,2,unit,1.60,3.20,
S-105878,9,QX-PRO-210,1.33,kg,1.42,1.89,PRM-007
S-105878,10,QX-CHL-215,1.455,kg,13.06,19.00,
S-105878,11,QX-PRO-415,2.084,kg,1.50,3.13,
S-105878,12,QX-FRZ-421,1,unit,6.17,6.17,
S-105878,13,QX-DRK-361,3,unit,4.03,12.09,
S-105878,14,QX-FRZ-745,1,unit,5.09,5.09,
S-105878,15,QX-PET-708,3,unit,7.96,23.88,
S-105878,16,QX-HHD-967,2,unit,8.35,16.70,
S-105878,17,QX-TIN-881,3,unit,1.59,4.77,PRM-036
S-105879,1,QX-CER-520,2,unit,1.72,3.44,
S-105879,2,QX-CER-323,2,unit,2.15,4.30,
S-105879,3,QX-HHD-013,2,unit,6.61,13.22,
S-105879,4,QX-CER-236,1,unit,2.77,2.77,PRM-033
S-105879,5,QX-TIN-994,3,unit,1.00,3.00,
S-105879,6,QX-DRY-341,2,unit,5.91,11.82,
S-105879,7,QX-BAK-377,1.782,kg,5.66,10.09,
S-105879,8,QX-DRK-834,2,unit,3.04,6.08,
S-105879,9,QX-BWS-269,3,unit,24.02,72.06,
S-105880,1,QX-PET-125,2,unit,6.83,13.66,PRM-001
S-105881,1,QX-FRZ-330,3,unit,7.75,23.25,
S-105882,1,QX-CHL-257,1,unit,7.68,7.68,PRM-040
S-105882,2,QX-TIN-157,2,unit,1.80,3.60,
S-105882,3,QX-HBC-636,2,unit,5.64,11.28,
S-105883,1,QX-CHL-420,1.822,kg,13.14,23.94,
S-105883,2,QX-BAK-506,2,unit,1.84,3.68,
S-105883,3,QX-DRY-407,2,unit,1.35,2.70,
S-105883,4,QX-CHL-924,2,unit,5.55,11.10,
S-105883,5,QX-BWS-939,3,unit,6.97,20.91,
S-105883,6,QX-BWS-006,3,unit,22.51,67.53,
S-105884,1,QX-CER-082,3,unit,2.65,7.95,PRM-045
S-105884,2,QX-CER-305,1,unit,4.26,4.26,
S-105884,3,QX-TIN-867,2,unit,0.50,1.00,
S-105884,4,QX-DRK-387,2,unit,6.05,12.10,
S-105885,1,QX-CER-800,1,unit,4.29,4.29,
S-105885,2,QX-CER-376,1,unit,1.62,1.62,
S-105886,1,QX-DRY-401,2,unit,1.52,3.04,
S-105886,2,QX-CHL-018,1.245,kg,10.91,13.58,
S-105887,1,QX-DRY-351,1,unit,3.33,3.33,PRM-022
S-105887,2,QX-CHL-445,2,unit,5.15,10.30,
S-105887,3,QX-PRO-446,1.971,kg,1.27,2.50,
S-105887,4,QX-DRY-865,3,unit,2.46,7.38,
S-105887,5,QX-BWS-838,2,unit,12.28,24.56,
S-105888,1,QX-PET-100,3,unit,1.34,4.02,
S-105889,1,QX-TIN-775,2,unit,1.46,2.92,
S-105890,1,QX-CER-274,3,unit,3.21,9.63,PRM-017
S-105890,2,QX-PRO-685,3,unit,1.81,5.43,
S-105891,1,QX-FRZ-582,3,unit,6.83,20.49,
S-105892,1,QX-PRO-854,2,unit,0.55,1.10,
S-105892,2,QX-TIN-565,3,unit,1.83,5.49,
S-105893,1,QX-FRZ-500,3,unit,2.78,8.34,
S-105893,2,QX-CHL-334,1.102,kg,16.66,18.36,
S-105893,3,QX-PET-242,2,unit,6.69,13.38,
S-105893,4,QX-PET-446,3,unit,1.43,4.29,
S-105893,5,QX-HHD-178,1,unit,3.69,3.69,
S-105893,6,QX-TIN-955,2,unit,1.96,3.92,
S-105893,7,QX-CER-077,3,unit,2.73,8.19,
S-105893,8,QX-BAK-377,1.075,kg,5.66,6.08,
S-105893,9,QX-DRY-041,2,unit,5.62,11.24,
S-105893,10,QX-FRZ-997,1,unit,6.88,6.88,PRM-051
S-105893,11,QX-DRY-241,3,unit,6.16,18.48,
S-105893,12,QX-PRO-543,1.344,kg,1.26,1.69,
S-105893,13,QX-DRY-452,2,unit,5.78,11.56,
S-105893,14,QX-FRZ-290,2,unit,7.55,15.10,
S-105893,15,QX-BAK-953,2,unit,3.92,7.84,
S-105893,16,QX-TIN-447,2,unit,2.50,5.00,
S-105893,17,QX-BAK-569,2,unit,0.60,1.20,
S-105893,18,QX-HBC-011,2,unit,10.67,21.34,
S-105894,1,QX-BAK-851,0.965,kg,5.56,5.37,PRM-009
S-105894,2,QX-HHD-337,3,unit,5.67,17.01,
S-105895,1,QX-DRK-639,1,unit,4.86,4.86,
S-105895,2,QX-HBC-082,3,unit,4.49,13.47,
S-105896,1,QX-HHD-115,1,unit,10.80,10.80,
S-105896,2,QX-HHD-209,3,unit,5.21,15.63,
S-105896,3,QX-DRY-258,2,unit,2.67,5.34,
S-105896,4,QX-PRO-210,0.989,kg,1.42,1.40,
S-105896,5,QX-DRY-012,2,unit,2.21,4.42,
S-105896,6,QX-FRZ-662,1,unit,6.89,6.89,PRM-046
S-105896,7,QX-CER-589,1,unit,1.31,1.31,
S-105896,8,QX-CHL-971,1.07,kg,15.49,16.57,
S-105896,9,QX-CHL-207,3,unit,2.76,8.28,
S-105896,10,QX-DRY-972,2,unit,3.16,6.32,
S-105896,11,QX-CHL-732,1,unit,3.57,3.57,
S-105896,12,QX-BAK-109,2,unit,1.48,2.96,
S-105896,13,QX-TIN-317,2,unit,1.04,2.08,
S-105896,14,QX-PRO-718,1,unit,4.29,4.29,
S-105896,15,QX-CER-561,2,unit,4.44,8.88,
S-105897,1,QX-BAK-818,2,unit,1.57,3.14,
S-105897,2,QX-PRO-922,2,unit,1.17,2.34,
S-105898,1,QX-FRZ-846,1,unit,7.94,7.94,
S-105898,2,QX-HBC-099,2,unit,8.00,16.00,
S-105899,1,QX-BAK-674,1,unit,2.44,2.44,
S-105899,2,QX-PET-516,2,unit,1.01,2.02,
S-105899,3,QX-PET-838,3,unit,2.76,8.28,
S-105899,4,QX-DRK-387,2,unit,6.05,12.10,
S-105900,1,QX-CHL-180,2,unit,2.49,4.98,
S-105901,1,QX-TIN-299,2,unit,1.75,3.50,
S-105902,1,QX-BAK-964,1,unit,1.12,1.12,
S-105902,2,QX-DRK-014,2,unit,2.02,4.04,
S-105902,3,QX-BAK-518,1.676,kg,5.41,9.07,PRM-010
S-105902,4,QX-CHL-466,0.668,kg,18.77,12.54,
S-105902,5,QX-DRK-852,1,unit,4.27,4.27,
S-105902,6,QX-TIN-073,2,unit,0.50,1.00,
S-105902,7,QX-BAK-874,1,unit,2.43,2.43,
S-105902,8,QX-CER-245,2,unit,2.92,5.84,
S-105902,9,QX-DRY-866,1,unit,3.34,3.34,
S-105902,10,QX-HBC-740,1,unit,2.43,2.43,
S-105902,11,QX-BAK-065,3,unit,2.18,6.54,
S-105903,1,QX-PET-540,2,unit,9.36,18.72,
S-105903,2,QX-DRK-042,2,unit,1.85,3.70,
S-105903,3,QX-DRY-183,2,unit,2.01,4.02,
S-105903,4,QX-PRO-373,3,unit,4.19,12.57,
S-105904,1,QX-BAK-775,1.295,kg,4.31,5.58,
S-105905,1,QX-BAK-464,1.1,kg,6.66,7.33,
S-105905,2,QX-DRY-687,2,unit,1.88,3.76,
S-105905,3,QX-HHD-892,1,unit,3.97,3.97,
S-105905,4,QX-HBC-737,3,unit,5.67,17.01,
S-105905,5,QX-FRZ-011,1,unit,5.19,5.19,
S-105905,6,QX-FRZ-112,2,unit,1.65,3.30,
S-105905,7,QX-HBC-490,1,unit,2.33,2.33,
S-105905,8,QX-DRK-387,2,unit,6.05,12.10,
S-105906,1,QX-CER-075,1,unit,2.85,2.85,
