sku,zone_id,price,effective_from
QX-HBC-366,PZ-CORE,13.31,2025-12-26
QX-HBC-366,PZ-VALUE,12.51,2026-03-13
QX-HBC-366,PZ-REMOTE,14.51,2025-09-25
QX-CHL-367,PZ-METRO,4.79,2025-12-16
QX-CHL-367,PZ-URBAN,4.37,2026-03-02
QX-CHL-367,PZ-CORE,4.20,2025-11-17
QX-CHL-367,PZ-VALUE,3.95,2025-12-29
QX-CHL-367,PZ-REMOTE,4.58,2026-01-17
QX-PRO-368,PZ-METRO,3.07,2026-02-27
QX-PRO-368,PZ-URBAN,2.80,2026-01-12
QX-PRO-368,PZ-CORE,2.69,2026-02-12
QX-PRO-368,PZ-VALUE,2.53,2026-03-01
QX-PRO-368,PZ-REMOTE,2.93,2025-11-08
QX-DRK-369,PZ-METRO,7.36,2026-01-06
QX-DRK-369,PZ-URBAN,6.72,2026-02-22
QX-DRK-369,PZ-CORE,6.46,2025-10-11
QX-DRK-369,PZ-VALUE,6.07,2025-11-24
QX-DRK-369,PZ-REMOTE,7.04,2025-10-05
QX-BAK-371,PZ-METRO,4.04,2026-03-04
QX-BAK-371,PZ-URBAN,3.68,2025-12-21
QX-BAK-371,PZ-CORE,3.54,2025-12-06
QX-BAK-371,PZ-VALUE,3.33,2026-01-26
QX-BAK-371,PZ-REMOTE,3.86,2026-02-18
QX-HHD-372,PZ-METRO,9.46,2025-11-14
QX-HHD-372,PZ-URBAN,8.63,2025-11-08
QX-HHD-372,PZ-CORE,8.30,2025-10-28
QX-HHD-372,PZ-VALUE,7.80,2025-11-20
QX-HHD-372,PZ-REMOTE,9.05,2026-01-09
QX-CHL-373,PZ-METRO,6.25,2025-11-30
QX-CHL-373,PZ-URBAN,5.70,2025-11-07
QX-CHL-373,PZ-CORE,5.48,2026-01-18
QX-CHL-373,PZ-VALUE,5.15,2026-01-05
QX-CHL-373,PZ-REMOTE,5.97,2025-11-29
QX-BAK-374,PZ-METRO,3.55,2026-01-11
QX-BAK-374,PZ-URBAN,3.23,2025-12-08
QX-BAK-374,PZ-CORE,3.11,2025-10-15
QX-BAK-374,PZ-VALUE,2.92,2026-03-08
QX-BAK-374,PZ-REMOTE,3.39,2026-03-18
QX-BWS-375,PZ-METRO,7.51,2026-03-08
QX-BWS-375,PZ-URBAN,6.85,2026-01-03
QX-BWS-375,PZ-CORE,6.59,2026-01-12
QX-BWS-375,PZ-VALUE,6.19,2026-03-11
QX-BWS-375,PZ-REMOTE,7.18,2025-11-08
QX-CER-376,PZ-METRO,1.96,2026-03-06
QX-CER-376,PZ-URBAN,1.79,2025-10-17
QX-CER-376,PZ-CORE,1.72,2026-02-14
QX-CER-376,PZ-VALUE,1.62,2025-10-12
QX-CER-376,PZ-REMOTE,1.87,2026-02-04
QX-BAK-377,PZ-METRO,6.86,2025-12-09
QX-BAK-377,PZ-URBAN,6.26,2026-03-09
QX-BAK-377,PZ-CORE,6.02,2026-02-25
QX-BAK-377,PZ-VALUE,5.66,2026-03-10
QX-BAK-377,PZ-REMOTE,6.56,2025-09-30
QX-DRK-378,PZ-METRO,2.19,2025-12-25
QX-DRK-378,PZ-URBAN,2.00,2025-12-27
QX-DRK-378,PZ-CORE,1.92,2025-09-25
QX-DRK-378,PZ-VALUE,1.80,2025-10-23
QX-DRK-378,PZ-REMOTE,2.09,2025-09-29
QX-DRK-379,PZ-METRO,5.94,2026-01-21
QX-DRK-379,PZ-URBAN,5.42,2025-11-08
QX-DRK-379,PZ-CORE,5.21,2025-11-06
QX-DRK-379,PZ-VALUE,4.90,2025-10-09
QX-DRK-379,PZ-REMOTE,5.68,2026-03-13
QX-TIN-380,PZ-METRO,2.41,2026-02-15
QX-TIN-380,PZ-URBAN,2.19,2025-10-02
QX-TIN-380,PZ-CORE,2.11,2026-02-16
QX-TIN-380,PZ-VALUE,1.98,2026-01-02
QX-TIN-380,PZ-REMOTE,2.30,2025-10-21
QX-TIN-381,PZ-METRO,2.62,2026-03-19
QX-TIN-381,PZ-URBAN,2.39,2026-03-01
QX-TIN-381,PZ-CORE,2.30,2026-01-20
QX-TIN-381,PZ-VALUE,2.16,2025-11-04
QX-TIN-381,PZ-REMOTE,2.51,2025-09-28
QX-PET-382,PZ-METRO,3.26,2025-10-05
QX-PET-382,PZ-URBAN,2.97,2025-11-09
QX-PET-382,PZ-CORE,2.86,2026-01-09
QX-PET-382,PZ-VALUE,2.69,2025-12-07
QX-PET-382,PZ-REMOTE,3.12,2025-11-24
QX-TIN-383,PZ-METRO,2.52,2025-09-17
QX-TIN-383,PZ-URBAN,2.30,2025-11-23
QX-TIN-383,PZ-CORE,2.21,2025-12-11
QX-TIN-383,PZ-VALUE,2.08,2026-03-09
QX-TIN-383,PZ-REMOTE,2.41,2025-10-19
QX-BAK-384,PZ-METRO,4.90,2025-10-06
QX-BAK-384,PZ-URBAN,4.47,2026-03-22
QX-BAK-384,PZ-CORE,4.30,2026-02-09
QX-BAK-384,PZ-VALUE,4.04,2026-03-12
QX-BAK-384,PZ-REMOTE,4.69,2025-11-06
QX-FRZ-385,PZ-METRO,2.55,2025-11-23
QX-FRZ-385,PZ-URBAN,2.33,2026-03-20
QX-FRZ-385,PZ-CORE,2.24,2026-01-19
QX-FRZ-385,PZ-VALUE,2.11,2026-01-01
QX-FRZ-385,PZ-REMOTE,2.44,2025-12-28
QX-BAK-387,PZ-METRO,2.87,2025-10-05
QX-BAK-387,PZ-URBAN,2.62,2025-09-20
QX-BAK-387,PZ-CORE,2.52,2025-11-01
QX-BAK-387,PZ-VALUE,2.37,2026-02-05
QX-BAK-387,PZ-REMOTE,2.75,2026-01-21
QX-CER-388,PZ-METRO,4.96,2025-10-01
QX-CER-388,PZ-URBAN,4.52,2026-01-31
QX-CER-388,PZ-CORE,4.35,2025-10-04
QX-CER-388,PZ-VALUE,4.09,2025-11-05
QX-CER-388,PZ-REMOTE,4.74,2025-09-24
QX-CER-389,PZ-METRO,4.90,2026-02-18
QX-CER-389,PZ-URBAN,4.47,2026-02-24
QX-CER-389,PZ-CORE,4.30,2026-02-16
QX-CER-389,PZ-VALUE,4.04,2026-02-08
QX-CER-389,PZ-REMOTE,4.69,2026-03-10
QX-CER-390,PZ-METRO,1.94,2025-12-17
QX-CER-390,PZ-URBAN,1.77,2026-01-12
QX-CER-390,PZ-CORE,1.70,2025-11-07
QX-CER-390,PZ-VALUE,1.60,2025-09-23
QX-CER-390,PZ-REMOTE,1.85,2026-01-30
QX-DRY-391,PZ-METRO,3.88,2025-12-29
QX-DRY-391,PZ-URBAN,3.54,2026-03-19
QX-DRY-391,PZ-CORE,3.40,2025-09-21
QX-DRY-391,PZ-VALUE,3.20,2026-03-11
QX-DRY-391,PZ-REMOTE,3.71,2026-01-27
QX-FRZ-392,PZ-METRO,7.11,2025-11-08
QX-FRZ-392,PZ-URBAN,6.49,2025-12-26
QX-FRZ-392,PZ-CORE,6.24,2025-10-03
QX-FRZ-392,PZ-VALUE,5.87,2026-02-05
QX-FRZ-392,PZ-REMOTE,6.80,2025-09-26
QX-HBC-393,PZ-METRO,15.30,2025-12-14
QX-HBC-393,PZ-URBAN,13.96,2026-02-01
QX-HBC-393,PZ-CORE,13.42,2025-10-01
QX-HBC-393,PZ-VALUE,12.61,2025-11-24
QX-HBC-393,PZ-REMOTE,14.63,2025-10-17
QX-CER-394,PZ-METRO,4.96,2026-02-05
QX-CER-394,PZ-URBAN,4.52,2025-11-06
QX-CER-394,PZ-CORE,4.35,2025-10-21
QX-CER-394,PZ-VALUE,4.09,2026-01-31
QX-CER-394,PZ-REMOTE,4.74,2026-03-04
QX-BAK-395,PZ-METRO,5.59,2025-10-02
QX-BAK-395,PZ-URBAN,5.10,2025-11-10
QX-BAK-395,PZ-CORE,4.90,2025-09-30
QX-BAK-395,PZ-VALUE,4.61,2025-12-16
QX-BAK-395,PZ-REMOTE,5.34,2026-02-02
QX-FRZ-396,PZ-METRO,9.43,2026-02-08
QX-FRZ-396,PZ-URBAN,8.60,2025-10-10
QX-FRZ-396,PZ-CORE,8.27,2026-01-30
QX-FRZ-396,PZ-VALUE,7.77,2025-12-12
QX-FRZ-396,PZ-REMOTE,9.01,2026-02-22
QX-PET-398,PZ-METRO,1.45,2026-01-23
QX-PET-398,PZ-URBAN,1.32,2026-02-24
QX-PET-398,PZ-CORE,1.27,2026-01-23
QX-PET-398,PZ-VALUE,1.19,2025-09-20
QX-PET-398,PZ-REMOTE,1.38,2026-02-19
QX-BAK-400,PZ-METRO,4.31,2025-12-24
QX-BAK-400,PZ-URBAN,3.93,2026-01-08
QX-BAK-400,PZ-CORE,3.78,2025-12-28
QX-BAK-400,PZ-VALUE,3.55,2026-01-16
QX-BAK-400,PZ-REMOTE,4.12,2026-02-01
QX-HBC-401,PZ-METRO,6.51,2026-03-03
QX-HBC-401,PZ-URBAN,5.94,2025-12-11
QX-HBC-401,PZ-CORE,5.71,2026-03-04
QX-HBC-401,PZ-VALUE,5.37,2025-11-02
QX-HBC-401,PZ-REMOTE,6.22,2025-11-17
QX-DRY-403,PZ-METRO,2.67,2025-11-04
QX-DRY-403,PZ-URBAN,2.43,2025-11-07
QX-DRY-403,PZ-CORE,2.34,2026-02-05
QX-DRY-403,PZ-VALUE,2.20,2025-10-28
QX-DRY-403,PZ-REMOTE,2.55,2025-12-29
QX-PET-404,PZ-METRO,12.49,2026-03-05
QX-PET-404,PZ-URBAN,11.40,2026-02-07
QX-PET-404,PZ-CORE,10.96,2026-03-04
QX-PET-404,PZ-VALUE,10.30,2026-01-17
QX-PET-404,PZ-REMOTE,11.95,2025-10-07
QX-HBC-405,PZ-METRO,15.77,2025-11-12
QX-HBC-405,PZ-URBAN,14.38,2026-01-16
QX-HBC-405,PZ-CORE,13.83,2026-01-18
QX-HBC-405,PZ-VALUE,13.00,2025-09-29
QX-HBC-405,PZ-REMOTE,15.07,2026-03-05
QX-DRY-406,PZ-METRO,7.73,2025-12-05
QX-DRY-406,PZ-URBAN,7.05,2025-12-23
QX-DRY-406,PZ-CORE,6.78,2025-11-26
QX-DRY-406,PZ-VALUE,6.37,2025-10-14
QX-DRY-406,PZ-REMOTE,7.39,2025-10-09
QX-DRY-407,PZ-METRO,1.64,2025-10-23
QX-DRY-407,PZ-URBAN,1.50,2025-11-03
QX-DRY-407,PZ-CORE,1.44,2025-09-27
QX-DRY-407,PZ-VALUE,1.35,2026-03-20
QX-DRY-407,PZ-REMOTE,1.57,2025-11-06
QX-CHL-409,PZ-METRO,4.91,2026-01-13
QX-CHL-409,PZ-URBAN,4.48,2026-01-30
QX-CHL-409,PZ-CORE,4.31,2026-01-15
QX-CHL-409,PZ-VALUE,4.05,2026-01-30
QX-CHL-409,PZ-REMOTE,4.70,2026-03-01
QX-HHD-411,PZ-METRO,6.90,2025-10-15
QX-HHD-411,PZ-URBAN,6.29,2026-02-17
QX-HHD-411,PZ-CORE,6.05,2026-02-02
QX-HHD-411,PZ-VALUE,5.69,2026-02-10
QX-HHD-411,PZ-REMOTE,6.59,2025-12-29
QX-BWS-412,PZ-METRO,8.65,2025-11-18
QX-BWS-412,PZ-URBAN,7.89,2026-01-08
QX-BWS-412,PZ-CORE,7.59,2026-01-08
QX-BWS-412,PZ-VALUE,7.13,2025-11-06
QX-BWS-412,PZ-REMOTE,8.27,2025-10-05
QX-FRZ-413,PZ-METRO,5.73,2026-03-16
QX-FRZ-413,PZ-URBAN,5.23,2026-03-19
QX-FRZ-413,PZ-CORE,5.03,2025-09-23
QX-FRZ-413,PZ-VALUE,4.73,2026-01-15
QX-FRZ-413,PZ-REMOTE,5.48,2026-03-02
QX-FRZ-414,PZ-METRO,4.57,2025-10-25
QX-FRZ-414,PZ-URBAN,4.17,2026-01-06
QX-FRZ-414,PZ-CORE,4.01,2025-11-29
QX-FRZ-414,PZ-VALUE,3.77,2026-03-17
QX-FRZ-414,PZ-REMOTE,4.37,2026-01-26
QX-FRZ-415,PZ-METRO,9.55,2025-12-12
QX-FRZ-415,PZ-URBAN,8.72,2026-01-23
QX-FRZ-415,PZ-CORE,8.38,2026-02-24
QX-FRZ-415,PZ-VALUE,7.88,2025-10-01
QX-FRZ-415,PZ-REMOTE,9.13,2026-03-01
QX-PET-416,PZ-METRO,4.90,2025-11-20
QX-PET-416,PZ-URBAN,4.47,2025-10-13
QX-PET-416,PZ-CORE,4.30,2026-03-01
QX-PET-416,PZ-VALUE,4.04,2026-01-28
QX-PET-416,PZ-REMOTE,4.69,2026-02-14
QX-PET-417,PZ-METRO,4.79,2025-10-08
QX-PET-417,PZ-URBAN,4.37,2026-02-11
QX-PET-417,PZ-CORE,4.20,2025-10-06
QX-PET-417,PZ-VALUE,3.95,2025-12-21
QX-PET-417,PZ-REMOTE,4.58,2025-11-03
QX-HHD-418,PZ-METRO,8.57,2026-03-01
QX-HHD-418,PZ-URBAN,7.82,2026-01-06
QX-HHD-418,PZ-CORE,7.52,2025-10-06
QX-HHD-418,PZ-VALUE,7.07,2026-01-22
QX-HHD-418,PZ-REMOTE,8.20,2025-12-26
QX-BAK-419,PZ-METRO,7.93,2025-12-10
QX-BAK-419,PZ-URBAN,7.24,2026-01-12
QX-BAK-419,PZ-CORE,6.96,2025-12-26
QX-BAK-419,PZ-VALUE,6.54,2026-02-20
QX-BAK-419,PZ-REMOTE,7.59,2025-11-16
QX-DRK-420,PZ-METRO,0.75,2026-02-17
QX-DRK-420,PZ-URBAN,0.65,2025-10-20
QX-DRK-420,PZ-CORE,0.65,2025-11-15
QX-DRK-420,PZ-VALUE,0.60,2025-11-16
QX-DRK-420,PZ-REMOTE,0.70,2025-12-13
QX-FRZ-421,PZ-METRO,7.48,2026-01-10
QX-FRZ-421,PZ-URBAN,6.82,2025-10-10
QX-FRZ-421,PZ-CORE,6.56,2026-01-29
QX-FRZ-421,PZ-VALUE,6.17,2025-09-16
QX-FRZ-421,PZ-REMOTE,7.15,2025-10-24
QX-HHD-423,PZ-METRO,8.45,2025-12-27
QX-HHD-423,PZ-URBAN,7.71,2026-01-18
QX-HHD-423,PZ-CORE,7.41,2025-12-13
QX-HHD-423,PZ-VALUE,6.97,2026-03-11
QX-HHD-423,PZ-REMOTE,8.08,2025-11-14
QX-HBC-424,PZ-METRO,6.53,2025-12-07
QX-HBC-424,PZ-URBAN,5.96,2025-12-08
QX-HBC-424,PZ-CORE,5.73,2026-03-12
QX-HBC-424,PZ-VALUE,5.39,2025-11-18
QX-HBC-424,PZ-REMOTE,6.25,2025-10-30
QX-CHL-425,PZ-METRO,25.24,2026-01-31
QX-CHL-425,PZ-URBAN,23.03,2025-10-16
QX-CHL-425,PZ-CORE,22.14,2025-09-29
QX-CHL-425,PZ-VALUE,20.81,2026-02-04
QX-CHL-425,PZ-REMOTE,24.13,2026-02-04
QX-BAK-426,PZ-METRO,2.06,2026-01-27
QX-BAK-426,PZ-URBAN,1.88,2026-02-14
QX-BAK-426,PZ-CORE,1.81,2025-11-16
QX-BAK-426,PZ-VALUE,1.70,2026-03-21
QX-BAK-426,PZ-REMOTE,1.97,2026-03-11
QX-DRK-427,PZ-METRO,2.13,2026-03-02
QX-DRK-427,PZ-URBAN,1.94,2026-01-18
QX-DRK-427,PZ-CORE,1.87,2025-12-10
QX-DRK-427,PZ-VALUE,1.76,2025-12-17
QX-DRK-427,PZ-REMOTE,2.04,2025-12-17
QX-PET-428,PZ-METRO,3.97,2025-09-17
QX-PET-428,PZ-URBAN,3.62,2026-01-18
QX-PET-428,PZ-CORE,3.48,2026-02-14
QX-PET-428,PZ-VALUE,3.27,2025-11-23
QX-PET-428,PZ-REMOTE,3.79,2026-02-21
QX-CER-429,PZ-METRO,5.35,2025-09-26
QX-CER-429,PZ-URBAN,4.88,2026-02-23
QX-CER-429,PZ-CORE,4.69,2025-12-24
QX-CER-429,PZ-VALUE,4.41,2025-10-28
QX-CER-429,PZ-REMOTE,5.11,2026-03-05
QX-FRZ-431,PZ-METRO,1.92,2025-11-28
QX-FRZ-431,PZ-URBAN,1.75,2025-11-11
QX-FRZ-431,PZ-CORE,1.68,2026-01-21
QX-FRZ-431,PZ-VALUE,1.58,2025-10-24
QX-FRZ-431,PZ-REMOTE,1.83,2026-02-24
QX-CHL-432,PZ-METRO,5.86,2025-12-06
QX-CHL-432,PZ-URBAN,5.35,2026-01-04
QX-CHL-432,PZ-CORE,5.14,2025-12-17
QX-CHL-432,PZ-VALUE,4.83,2025-12-22
QX-CHL-432,PZ-REMOTE,5.60,2026-02-03
QX-PET-433,PZ-METRO,9.25,2026-03-15
QX-PET-433,PZ-URBAN,8.43,2026-01-13
QX-PET-433,PZ-CORE,8.11,2025-12-23
QX-PET-433,PZ-VALUE,7.62,2026-01-22
QX-PET-433,PZ-REMOTE,8.84,2026-02-17
QX-CER-434,PZ-METRO,4.95,2026-02-10
QX-CER-434,PZ-URBAN,4.51,2026-02-22
QX-CER-434,PZ-CORE,4.34,2025-10-31
QX-CER-434,PZ-VALUE,4.08,2025-10-08
QX-CER-434,PZ-REMOTE,4.73,2026-02-07
QX-PRO-435,PZ-METRO,1.44,2026-02-05
QX-PRO-435,PZ-URBAN,1.31,2025-12-28
QX-PRO-435,PZ-CORE,1.26,2026-01-21
QX-PRO-435,PZ-VALUE,1.18,2026-03-12
QX-PRO-435,PZ-REMOTE,1.37,2025-10-31
QX-PRO-436,PZ-METRO,2.62,2025-12-27
QX-PRO-436,PZ-URBAN,2.39,2025-11-15
QX-PRO-436,PZ-CORE,2.30,2025-10-27
QX-PRO-436,PZ-VALUE,2.16,2025-12-20
QX-PRO-436,PZ-REMOTE,2.51,2026-01-12
QX-FRZ-437,PZ-METRO,3.78,2026-03-03
QX-FRZ-437,PZ-URBAN,3.45,2026-01-23
QX-FRZ-437,PZ-CORE,3.32,2025-10-09
QX-FRZ-437,PZ-VALUE,3.12,2025-10-19
QX-FRZ-437,PZ-REMOTE,3.62,2025-12-20
QX-CHL-438,PZ-METRO,6.63,2026-01-21
QX-CHL-438,PZ-URBAN,6.05,2026-01-29
QX-CHL-438,PZ-CORE,5.82,2026-01-28
QX-CHL-438,PZ-VALUE,5.47,2025-11-07
QX-CHL-438,PZ-REMOTE,6.34,2026-01-10
QX-BWS-439,PZ-METRO,7.72,2025-12-21
QX-BWS-439,PZ-URBAN,7.04,2025-09-26
QX-BWS-439,PZ-CORE,6.77,2025-11-26
QX-BWS-439,PZ-VALUE,6.36,2026-02-10
QX-BWS-439,PZ-REMOTE,7.38,2025-11-12
QX-FRZ-440,PZ-METRO,3.44,2026-02-13
QX-FRZ-440,PZ-URBAN,3.14,2025-11-12
QX-FRZ-440,PZ-CORE,3.02,2025-12-30
QX-FRZ-440,PZ-VALUE,2.84,2025-09-14
QX-FRZ-440,PZ-REMOTE,3.29,2025-10-07
QX-HHD-441,PZ-METRO,8.01,2026-01-15
QX-HHD-441,PZ-URBAN,7.31,2025-10-14
QX-HHD-441,PZ-CORE,7.03,2025-10-07
QX-HHD-441,PZ-VALUE,6.61,2025-09-24
QX-HHD-441,PZ-REMOTE,7.66,2025-10-02
QX-HBC-442,PZ-METRO,8.47,2025-12-06
QX-HBC-442,PZ-URBAN,7.73,2025-12-24
QX-HBC-442,PZ-CORE,7.43,2026-01-18
QX-HBC-442,PZ-VALUE,6.98,2025-11-10
QX-HBC-442,PZ-REMOTE,8.10,2025-12-08
QX-HHD-443,PZ-METRO,5.84,2026-03-06
QX-HHD-443,PZ-URBAN,5.32,2025-09-17
QX-HHD-443,PZ-CORE,5.12,2026-03-18
QX-HHD-443,PZ-VALUE,4.81,2026-02-26
QX-HHD-443,PZ-REMOTE,5.58,2025-11-07
QX-HHD-445,PZ-METRO,5.53,2025-10-01
QX-HHD-445,PZ-URBAN,5.04,2025-11-14
QX-HHD-445,PZ-CORE,4.85,2025-10-07
QX-HHD-445,PZ-VALUE,4.56,2025-09-26
QX-HHD-445,PZ-REMOTE,5.29,2025-12-12
QX-PET-446,PZ-METRO,1.73,2025-10-11
QX-PET-446,PZ-URBAN,1.58,2026-01-13
QX-PET-446,PZ-CORE,1.52,2025-12-29
QX-PET-446,PZ-VALUE,1.43,2025-11-05
QX-PET-446,PZ-REMOTE,1.66,2026-03-01
QX-TIN-447,PZ-METRO,3.03,2025-11-17
QX-TIN-447,PZ-URBAN,2.77,2025-11-30
QX-TIN-447,PZ-CORE,2.66,2026-02-20
QX-TIN-447,PZ-VALUE,2.50,2025-11-22
QX-TIN-447,PZ-REMOTE,2.90,2026-02-24
QX-PET-448,PZ-METRO,11.71,2025-12-29
QX-PET-448,PZ-URBAN,10.68,2026-03-21
QX-PET-448,PZ-CORE,10.27,2025-12-27
QX-PET-448,PZ-VALUE,9.65,2026-01-06
QX-PET-448,PZ-REMOTE,11.19,2025-10-14
QX-HHD-449,PZ-METRO,10.44,2026-03-03
QX-HHD-449,PZ-URBAN,9.53,2025-10-10
QX-HHD-449,PZ-CORE,9.16,2025-10-08
QX-HHD-449,PZ-VALUE,8.61,2026-01-29
QX-HHD-449,PZ-REMOTE,9.98,2026-03-03
QX-HHD-450,PZ-METRO,2.39,2025-10-24
QX-HHD-450,PZ-URBAN,2.18,2025-12-18
QX-HHD-450,PZ-CORE,2.10,2025-11-25
QX-HHD-450,PZ-VALUE,1.97,2026-03-20
QX-HHD-450,PZ-REMOTE,2.29,2026-01-06
QX-HBC-452,PZ-METRO,15.12,2025-09-14
QX-HBC-452,PZ-URBAN,13.79,2026-03-07
QX-HBC-452,PZ-CORE,13.26,2026-02-24
QX-HBC-452,PZ-VALUE,12.46,2026-02-09
QX-HBC-452,PZ-REMOTE,14.45,2026-03-19
QX-DRK-453,PZ-METRO,3.17,2025-12-07
QX-DRK-453,PZ-URBAN,2.89,2026-02-14
QX-DRK-453,PZ-CORE,2.78,2025-09-20
QX-DRK-453,PZ-VALUE,2.61,2026-02-20
QX-DRK-453,PZ-REMOTE,3.03,2025-10-08
QX-PRO-454,PZ-METRO,3.64,2026-01-21
QX-PRO-454,PZ-URBAN,3.32,2025-11-16
QX-PRO-454,PZ-CORE,3.19,2026-02-25
QX-PRO-454,PZ-VALUE,3.00,2026-02-02
QX-PRO-454,PZ-REMOTE,3.48,2026-01-17
QX-DRK-455,PZ-METRO,2.15,2025-12-01
QX-DRK-455,PZ-URBAN,1.97,2026-01-17
QX-DRK-455,PZ-CORE,1.89,2026-01-03
QX-DRK-455,PZ-VALUE,1.78,2025-11-27
QX-DRK-455,PZ-REMOTE,2.06,2026-03-18
QX-TIN-456,PZ-METRO,1.07,2026-01-08
QX-TIN-456,PZ-URBAN,1.00,2025-12-30
QX-TIN-456,PZ-CORE,0.95,2025-10-29
QX-TIN-456,PZ-VALUE,0.90,2025-10-27
QX-TIN-456,PZ-REMOTE,1.02,2026-01-30
QX-HBC-457,PZ-METRO,5.69,2025-12-18
QX-HBC-457,PZ-URBAN,5.19,2025-10-03
QX-HBC-457,PZ-CORE,4.99,2025-12-27
QX-HBC-457,PZ-VALUE,4.69,2025-12-28
QX-HBC-457,PZ-REMOTE,5.44,2026-01-03
QX-CER-458,PZ-METRO,3.10,2026-02-17
QX-CER-458,PZ-URBAN,2.83,2025-11-10
QX-CER-458,PZ-CORE,2.72,2025-12-14
QX-CER-458,PZ-VALUE,2.56,2025-12-26
QX-CER-458,PZ-REMOTE,2.96,2025-10-02
QX-CHL-459,PZ-METRO,7.43,2026-01-18
QX-CHL-459,PZ-URBAN,6.78,2025-10-20
QX-CHL-459,PZ-CORE,6.52,2025-12-06
QX-CHL-459,PZ-VALUE,6.13,2026-03-22
QX-CHL-459,PZ-REMOTE,7.11,2025-09-26
QX-CER-460,PZ-METRO,2.00,2025-10-30
QX-CER-460,PZ-URBAN,1.82,2026-02-27
QX-CER-460,PZ-CORE,1.75,2025-11-24
QX-CER-460,PZ-VALUE,1.65,2026-02-21
QX-CER-460,PZ-REMOTE,1.91,2025-12-12
QX-PET-461,PZ-METRO,1.78,2025-12-28
QX-PET-461,PZ-URBAN,1.62,2025-11-30
QX-PET-461,PZ-CORE,1.56,2026-02-03
QX-PET-461,PZ-VALUE,1.47,2026-02-24
QX-PET-461,PZ-REMOTE,1.70,2025-10-02
QX-BAK-462,PZ-METRO,1.52,2025-10-14
QX-BAK-462,PZ-URBAN,1.38,2025-09-16
QX-BAK-462,PZ-CORE,1.33,2026-02-03
QX-BAK-462,PZ-VALUE,1.25,2026-01-16
QX-BAK-462,PZ-REMOTE,1.45,2026-01-04
QX-TIN-463,PZ-METRO,1.94,2026-02-09
QX-TIN-463,PZ-URBAN,1.77,2025-11-17
QX-TIN-463,PZ-CORE,1.70,2025-11-26
QX-TIN-463,PZ-VALUE,1.60,2026-02-18
QX-TIN-463,PZ-REMOTE,1.85,2025-12-17
QX-BAK-464,PZ-METRO,8.08,2026-01-06
QX-BAK-464,PZ-URBAN,7.37,2026-01-03
QX-BAK-464,PZ-CORE,7.09,2025-10-12
QX-BAK-464,PZ-VALUE,6.66,2026-02-05
QX-BAK-464,PZ-REMOTE,7.73,2026-02-10
QX-HBC-465,PZ-METRO,13.93,2025-11-30
QX-HBC-465,PZ-URBAN,12.71,2026-02-03
QX-HBC-465,PZ-CORE,12.22,2026-02-16
QX-HBC-465,PZ-VALUE,11.49,2025-10-11
QX-HBC-465,PZ-REMOTE,13.32,2026-03-21
QX-CHL-466,PZ-METRO,22.77,2025-09-30
QX-CHL-466,PZ-URBAN,20.77,2026-02-10
QX-CHL-466,PZ-CORE,19.97,2025-09-26
QX-CHL-466,PZ-VALUE,18.77,2025-10-14
QX-CHL-466,PZ-REMOTE,21.77,2025-11-04
QX-DRK-467,PZ-METRO,0.75,2025-09-30
QX-DRK-467,PZ-URBAN,0.65,2025-10-03
QX-DRK-467,PZ-CORE,0.65,2026-01-07
QX-DRK-467,PZ-VALUE,0.60,2025-10-26
QX-DRK-467,PZ-REMOTE,0.70,2025-11-08
QX-TIN-468,PZ-METRO,1.90,2025-12-15
QX-TIN-468,PZ-URBAN,1.74,2026-02-28
QX-TIN-468,PZ-CORE,1.67,2025-12-25
QX-TIN-468,PZ-VALUE,1.57,2025-10-14
QX-TIN-468,PZ-REMOTE,1.82,2025-11-27
QX-HHD-469,PZ-METRO,7.11,2026-01-21
QX-HHD-469,PZ-URBAN,6.49,2026-03-19
QX-HHD-469,PZ-CORE,6.24,2025-10-13
QX-HHD-469,PZ-VALUE,5.87,2026-02-22
QX-HHD-469,PZ-REMOTE,6.80,2025-10-28
QX-BWS-470,PZ-METRO,25.29,2025-11-06
QX-BWS-470,PZ-URBAN,23.07,2026-02-04
QX-BWS-470,PZ-CORE,22.18,2026-02-04
QX-BWS-470,PZ-VALUE,20.85,2026-01-11
QX-BWS-470,PZ-REMOTE,24.18,2025-11-26
QX-PET-471,PZ-METRO,11.19,2025-11-26
QX-PET-471,PZ-URBAN,10.21,2025-11-16
QX-PET-471,PZ-CORE,9.82,2025-10-10
QX-PET-471,PZ-VALUE,9.23,2025-11-26
QX-PET-471,PZ-REMOTE,10.70,2026-01-27
QX-DRY-472,PZ-METRO,2.92,2025-11-06
QX-DRY-472,PZ-URBAN,2.66,2025-10-15
QX-DRY-472,PZ-CORE,2.56,2025-11-09
QX-DRY-472,PZ-VALUE,2.41,2025-12-05
QX-DRY-472,PZ-REMOTE,2.79,2026-03-19
QX-CER-473,PZ-METRO,5.39,2026-01-13
QX-CER-473,PZ-URBAN,4.92,2025-12-18
QX-CER-473,PZ-CORE,4.73,2025-10-20
QX-CER-473,PZ-VALUE,4.45,2025-12-16
QX-CER-473,PZ-REMOTE,5.16,2026-02-06
QX-DRK-474,PZ-METRO,6.71,2025-09-21
QX-DRK-474,PZ-URBAN,6.13,2026-02-28
QX-DRK-474,PZ-CORE,5.89,2026-02-01
QX-DRK-474,PZ-VALUE,5.54,2026-01-31
