sku,name,category,unit,list_price,sold_by,brand_tier,own_label,kvi,commodity_id,origin_country_id,made_in_house,chilled
QX-DRK-300,"Orchard Juice","Drinks","2 L",3.34,each,branded,false,false,CMD-SUN,ES,false,false
QX-PRO-301,"Crunch Yoghurt","Produce","per kg",2.53,kg,core,true,false,CMD-DSL,BR,false,true
QX-CER-302,"Crunch Yoghurt","Cereal","750 g",2.25,each,core,true,false,CMD-WHT,BR,false,false
QX-CER-303,"Rounds Loaf","Cereal","1 L",4.53,each,branded,false,false,CMD-WHT,GH,false,false
QX-HBC-304,"Cottage Butter","Health and beauty","750 g",8.23,each,branded,false,false,CMD-PLM,NL,false,false
QX-BWS-305,"Simple Chicken","Beer wine spirits","6 pack",33.64,each,finest,true,false,CMD-GAS,GH,false,false
QX-BWS-306,"Bites Beans","Beer wine spirits","750 g",19.22,each,core,true,false,CMD-GAS,BR,true,false
QX-CER-307,"Bites Pasta","Cereal","750 g",2.92,each,branded,false,false,CMD-WHT,DK,false,false
QX-TIN-309,"Simple Juice","Tinned","1 kg",0.66,each,branded,false,false,CMD-ALU,BR,false,false
QX-TIN-310,"Meadow Cheese","Tinned","1 L",2.43,each,branded,false,false,CMD-ALU,BR,false,false
QX-TIN-311,"Original Juice","Tinned","1 kg",2.57,each,branded,false,false,CMD-ALU,NL,false,false
QX-CHL-313,"Reserve Pasta","Chilled","500 g",1.62,each,core,true,false,CMD-DRY,BR,false,true
QX-BWS-314,"Orchard Loaf","Beer wine spirits","1 kg",5.50,each,core,true,true,CMD-GAS,NL,true,false
QX-PET-315,"Crunch Shampoo","Pet","500 g",6.29,each,branded,false,false,CMD-WHT,CR,false,false
QX-HHD-316,"Bites Biscuits","Household","1 kg",6.86,each,core,true,false,CMD-BRD,BR,true,false
QX-DRY-317,"Crunch Chicken","Dry goods","6 pack",1.64,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-318,"Hearty Peas","Dry goods","500 g",2.77,each,core,true,false,CMD-WHT,BR,false,false
QX-HHD-319,"Selection Biscuits","Household","1 L",5.84,each,branded,false,false,CMD-BRD,BR,false,false
QX-DRK-320,"Orchard Shampoo","Drinks","250 g",5.31,each,branded,false,false,CMD-SUN,BR,false,false
QX-HBC-321,"Harvest Yoghurt","Health and beauty","500 ml",12.18,each,branded,false,false,CMD-PLM,ES,false,false
QX-DRY-322,"Harvest Rice","Dry goods","6 pack",3.40,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRK-323,"Cottage Loaf","Drinks","1 L",6.16,each,core,true,false,CMD-SUN,CR,false,false
QX-DRY-324,"Harvest Apples","Dry goods","400 g",2.47,each,core,true,false,CMD-WHT,BR,false,false
QX-DRY-325,"Classic Cheese","Dry goods","250 g",7.14,each,branded,false,false,CMD-WHT,KE,false,false
QX-TIN-328,"Original Peas","Tinned","6 pack",2.17,each,branded,false,false,CMD-ALU,BR,false,false
QX-BWS-329,"Original Coffee","Beer wine spirits","250 g",3.55,each,branded,false,false,CMD-GAS,BR,false,false
QX-CHL-330,"Meadow Flakes","Chilled","250 g",7.89,each,core,true,false,CMD-DRY,BR,false,true
QX-HBC-332,"Everyday Juice","Health and beauty","1 L",6.55,each,branded,false,true,CMD-PLM,BR,false,false
QX-DRY-333,"Bites Coffee","Dry goods","1 L",4.06,each,branded,false,false,CMD-WHT,BR,false,false
QX-FRZ-334,"Bites Pasta","Frozen","1 L",7.93,each,core,true,false,CMD-DRY,BR,false,true
QX-DRK-336,"Selection Shampoo","Drinks","400 g",3.05,each,branded,false,false,CMD-SUN,BR,false,false
QX-PET-337,"Fresh Biscuits","Pet","2 L",4.97,each,finest,true,false,CMD-WHT,DK,false,false
QX-HHD-338,"Crunch Biscuits","Household","500 g",10.44,each,branded,false,true,CMD-BRD,BR,false,false
QX-TIN-339,"Original Sauce","Tinned","500 g",2.64,each,core,true,false,CMD-ALU,BR,false,false
QX-DRY-340,"Reserve Rice","Dry goods","750 g",6.29,each,core,true,true,CMD-WHT,BR,false,false
QX-DRK-341,"Reserve Rice","Drinks","6 pack",1.41,each,branded,false,false,CMD-SUN,BR,false,false
QX-CER-343,"Selection Flakes","Cereal","1 kg",2.92,each,branded,false,false,CMD-WHT,TR,false,false
QX-TIN-344,"Hearty Cheese","Tinned","1 L",1.34,each,branded,false,false,CMD-ALU,BR,false,false
QX-FRZ-345,"Simple Yoghurt","Frozen","500 g",3.39,each,core,true,false,CMD-DRY,BR,false,true
QX-FRZ-346,"Classic Chicken","Frozen","6 pack",1.53,each,core,true,false,CMD-DRY,KE,false,true
QX-HHD-347,"Harvest Peas","Household","1 kg",6.19,each,value,true,false,CMD-BRD,BR,false,false
QX-DRK-348,"Selection Pasta","Drinks","400 g",4.08,each,branded,false,true,CMD-SUN,DK,false,false
QX-CER-349,"Fresh Rice","Cereal","750 g",4.09,each,branded,false,false,CMD-WHT,BR,false,false
QX-FRZ-351,"Orchard Cheese","Frozen","500 g",5.21,each,branded,false,false,CMD-DRY,BR,false,true
QX-BWS-352,"Orchard Beans","Beer wine spirits","250 g",37.28,each,value,true,false,CMD-GAS,NL,false,false
QX-CER-353,"Meadow Cheese","Cereal","2 L",1.52,each,finest,true,false,CMD-WHT,GH,false,false
QX-HHD-354,"Classic Apples","Household","2 L",3.93,each,core,true,false,CMD-BRD,BR,false,false
QX-TIN-355,"Crisp Beans","Tinned","500 g",1.88,each,branded,false,false,CMD-ALU,CR,false,false
QX-HBC-356,"Harvest Beans","Health and beauty","750 g",14.11,each,core,true,false,CMD-PLM,TR,false,false
QX-TIN-357,"Everyday Shampoo","Tinned","750 g",2.69,each,core,true,false,CMD-ALU,ES,false,false
QX-PET-358,"Selection Flakes","Pet","6 pack",1.11,each,branded,false,false,CMD-WHT,BR,false,false
QX-CER-359,"Orchard Cheese","Cereal","2 L",4.37,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-360,"Golden Cleaner","Dry goods","1 kg",3.59,each,branded,false,false,CMD-WHT,BZ,false,false
QX-HHD-361,"Everyday Cheese","Household","6 pack",8.90,each,branded,false,false,CMD-BRD,BR,false,false
QX-DRK-362,"Golden Beans","Drinks","1 L",4.29,each,core,true,true,CMD-SUN,ES,false,false
QX-DRK-363,"Hearty Tea","Drinks","750 g",3.46,each,value,true,false,CMD-SUN,BR,true,false
QX-DRY-365,"Crisp Biscuits","Dry goods","500 g",1.21,each,branded,false,false,CMD-WHT,BR,false,false
QX-PRO-366,"Crunch Loaf","Produce","400 g",4.17,each,branded,false,false,CMD-DSL,BR,false,true
QX-FRZ-367,"Everyday Beans","Frozen","1 L",4.19,each,core,true,false,CMD-DRY,BR,false,true
QX-PET-368,"Cottage Coffee","Pet","750 g",5.34,each,core,true,false,CMD-WHT,PL,false,false
QX-CER-369,"Selection Sauce","Cereal","750 g",3.43,each,core,true,false,CMD-WHT,MA,false,false
QX-BWS-371,"Crisp Cleaner","Beer wine spirits","400 g",18.66,each,branded,false,false,CMD-GAS,MA,false,false
QX-PET-372,"Classic Tea","Pet","500 ml",6.36,each,branded,false,false,CMD-WHT,BR,false,false
QX-PET-373,"Bites Beans","Pet","500 ml",9.11,each,finest,true,false,CMD-WHT,BR,false,false
QX-HHD-374,"Rounds Sauce","Household","750 g",8.30,each,finest,true,false,CMD-BRD,CR,false,false
QX-CHL-375,"Hearty Peas","Chilled","500 g",5.48,each,value,true,false,CMD-DRY,BR,false,true
QX-BAK-376,"Crisp Cleaner","Bakery","per kg",3.11,kg,finest,true,false,CMD-WHT,BR,false,false
QX-BWS-377,"Classic Peas","Beer wine spirits","6 pack",6.59,each,core,true,false,CMD-GAS,GH,true,false
QX-CER-378,"Cottage Cheese","Cereal","1 L",1.72,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-380,"Meadow Juice","Dry goods","1 kg",1.47,each,core,true,false,CMD-WHT,TR,false,false
QX-HHD-381,"Golden Loaf","Household","500 g",2.57,each,branded,false,false,CMD-BRD,NL,false,false
QX-CER-382,"Rounds Beans","Cereal","2 L",2.03,each,branded,false,false,CMD-WHT,BR,false,false
QX-PRO-383,"Selection Sauce","Produce","per kg",1.74,kg,branded,false,false,CMD-DSL,BR,false,true
QX-FRZ-384,"Crunch Chicken","Frozen","1 L",7.92,each,finest,true,false,CMD-DRY,BR,false,true
QX-BWS-386,"Cottage Rice","Beer wine spirits","400 g",28.57,each,core,true,false,CMD-GAS,BR,false,false
QX-DRK-387,"Cottage Sauce","Drinks","500 ml",2.54,each,value,true,false,CMD-SUN,BR,true,false
QX-CHL-388,"Classic Apples","Chilled","500 g",8.16,each,value,true,false,CMD-DRY,BR,false,true
QX-CHL-389,"Crisp Shampoo","Chilled","per kg",15.03,kg,branded,false,false,CMD-DRY,BR,false,true
QX-DRK-390,"Everyday Chicken","Drinks","1 kg",1.02,each,core,true,false,CMD-SUN,BR,false,false
QX-DRK-391,"Rounds Sauce","Drinks","2 L",0.65,each,branded,false,false,CMD-SUN,BR,false,false
QX-DRK-392,"Orchard Cleaner","Drinks","2 L",0.71,each,branded,false,false,CMD-SUN,BR,false,false
QX-CHL-393,"Meadow Beans","Chilled","500 g",4.75,each,branded,false,false,CMD-DRY,BR,false,true
QX-HBC-394,"Simple Apples","Health and beauty","750 g",6.20,each,branded,false,false,CMD-PLM,BR,false,false
QX-HHD-395,"Rounds Sauce","Household","1 L",11.89,each,branded,false,false,CMD-BRD,PL,false,false
QX-PET-396,"Rounds Coffee","Pet","250 g",9.11,each,branded,false,false,CMD-WHT,BZ,false,false
QX-PRO-397,"Meadow Shampoo","Produce","400 g",2.70,each,core,true,false,CMD-DSL,KE,false,true
QX-CER-398,"Reserve Apples","Cereal","500 g",2.01,each,core,true,false,CMD-WHT,KE,false,false
QX-BWS-399,"Cottage Sauce","Beer wine spirits","2 L",25.28,each,core,true,false,CMD-GAS,BR,false,false
QX-HBC-400,"Choice Flakes","Health and beauty","750 g",7.93,each,value,true,false,CMD-PLM,BR,false,false
QX-BWS-402,"Bites Peas","Beer wine spirits","2 L",31.88,each,branded,false,false,CMD-GAS,BR,false,false
QX-HHD-403,"Hearty Cheese","Household","750 g",11.58,each,core,true,false,CMD-BRD,TR,false,false
QX-DRY-404,"Fresh Beans","Dry goods","2 L",2.34,each,branded,false,false,CMD-WHT,BR,false,false
QX-PET-405,"Harvest Coffee","Pet","1 L",10.96,each,finest,true,true,CMD-WHT,VN,false,false
QX-HBC-406,"Harvest Tea","Health and beauty","750 g",13.83,each,branded,false,false,CMD-PLM,VN,false,false
QX-DRY-407,"Crunch Loaf","Dry goods","500 g",6.78,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-408,"Everyday Yoghurt","Dry goods","750 g",1.44,each,value,true,false,CMD-WHT,BR,false,false
QX-PRO-409,"Crisp Flakes","Produce","1 L",2.71,each,branded,false,false,CMD-DSL,BR,false,true
QX-CHL-410,"Simple Rice","Chilled","1 kg",9.09,each,core,true,false,CMD-DRY,BR,false,true
QX-BWS-412,"Choice Juice","Beer wine spirits","500 g",7.59,each,finest,true,false,CMD-GAS,BR,false,false
QX-FRZ-413,"Harvest Loaf","Frozen","1 L",5.03,each,finest,true,false,CMD-DRY,GH,false,true
QX-FRZ-414,"Bites Beans","Frozen","750 g",4.01,each,core,true,false,CMD-DRY,NL,false,true
QX-FRZ-415,"Choice Rice","Frozen","500 ml",8.38,each,branded,false,false,CMD-DRY,BR,false,true
QX-PET-416,"Crisp Flakes","Pet","750 g",4.30,each,branded,false,false,CMD-WHT,ES,false,false
QX-PET-417,"Everyday Cheese","Pet","500 ml",4.20,each,branded,false,false,CMD-WHT,BR,false,false
QX-HHD-418,"Orchard Peas","Household","1 kg",7.52,each,branded,false,false,CMD-BRD,VN,false,false
QX-BAK-419,"Simple Beans","Bakery","per kg",6.96,kg,core,true,false,CMD-WHT,PL,false,false
QX-DRK-420,"Original Tea","Drinks","500 g",0.64,each,branded,false,false,CMD-SUN,BR,false,false
QX-FRZ-421,"Rounds Peas","Frozen","400 g",6.56,each,core,true,false,CMD-DRY,BZ,false,true
QX-PET-422,"Simple Tea","Pet","6 pack",2.43,each,core,true,false,CMD-WHT,MA,false,false
QX-PRO-423,"Original Coffee","Produce","400 g",2.14,each,value,true,true,CMD-DSL,CR,false,true
QX-CHL-424,"Orchard Biscuits","Chilled","per kg",22.14,kg,core,true,false,CMD-DRY,VN,false,true
QX-BAK-425,"Bites Butter","Bakery","500 ml",1.81,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRK-426,"Everyday Coffee","Drinks","400 g",1.87,each,branded,false,false,CMD-SUN,MA,false,false
QX-PET-427,"Reserve Chicken","Pet","500 ml",3.48,each,branded,false,false,CMD-WHT,CR,false,false
QX-DRY-429,"Hearty Biscuits","Dry goods","6 pack",1.66,each,branded,false,false,CMD-WHT,BR,false,false
QX-FRZ-430,"Simple Shampoo","Frozen","500 g",1.68,each,core,true,false,CMD-DRY,MA,false,true
QX-CHL-431,"Cottage Yoghurt","Chilled","250 g",5.14,each,finest,true,false,CMD-DRY,KE,false,true
QX-PET-432,"Bites Juice","Pet","500 g",8.11,each,branded,false,false,CMD-WHT,BR,false,false
QX-CER-433,"Reserve Flakes","Cereal","250 g",4.34,each,branded,false,false,CMD-WHT,BR,false,false
QX-PRO-434,"Everyday Chicken","Produce","1 L",1.26,each,core,true,false,CMD-DSL,BR,false,true
QX-PRO-435,"Selection Pasta","Produce","250 g",2.30,each,branded,false,false,CMD-DSL,BR,false,true
QX-FRZ-436,"Simple Rice","Frozen","6 pack",3.32,each,core,true,false,CMD-DRY,BR,true,true
QX-CHL-437,"Bites Butter","Chilled","500 g",5.82,each,branded,false,false,CMD-DRY,ES,false,true
QX-BWS-438,"Crisp Cleaner","Beer wine spirits","1 kg",6.77,each,branded,false,false,CMD-GAS,BR,false,false
QX-FRZ-439,"Classic Biscuits","Frozen","250 g",3.02,each,core,true,false,CMD-DRY,BR,false,true
QX-HHD-440,"Fresh Sauce","Household","750 g",7.03,each,core,true,false,CMD-BRD,BR,false,false
QX-HBC-441,"Hearty Butter","Health and beauty","250 g",7.43,each,value,true,false,CMD-PLM,BR,false,false
QX-HHD-442,"Cottage Loaf","Household","1 L",5.12,each,core,true,false,CMD-BRD,BR,false,false
QX-HHD-444,"Golden Coffee","Household","2 L",4.85,each,branded,false,false,CMD-BRD,KE,false,false
QX-PET-445,"Original Cheese","Pet","400 g",1.52,each,branded,false,false,CMD-WHT,NL,false,false
QX-TIN-446,"Classic Rice","Tinned","500 g",2.66,each,branded,false,false,CMD-ALU,DK,false,false
QX-PET-449,"Crisp Coffee","Pet","1 L",10.03,each,branded,false,false,CMD-WHT,BR,false,false
QX-HHD-450,"Simple Yoghurt","Household","1 L",2.88,each,branded,false,false,CMD-BRD,BR,false,false
QX-BWS-451,"Bites Juice","Beer wine spirits","1 kg",31.56,each,finest,true,true,CMD-GAS,BR,false,false
QX-HHD-452,"Golden Juice","Household","6 pack",2.31,each,core,true,false,CMD-BRD,MA,true,false
QX-PRO-453,"Harvest Loaf","Produce","500 ml",2.85,each,value,true,false,CMD-DSL,DK,false,true
QX-CER-454,"Classic Beans","Cereal","1 kg",1.58,each,value,true,false,CMD-WHT,BR,false,false
QX-PET-455,"Choice Pasta","Pet","500 g",2.91,each,branded,false,false,CMD-WHT,KE,false,false
QX-PRO-456,"Crunch Rice","Produce","2 L",4.66,each,branded,false,false,CMD-DSL,BR,false,true
QX-DRY-457,"Choice Peas","Dry goods","250 g",5.51,each,core,true,false,CMD-WHT,BR,false,false
QX-CER-458,"Hearty Apples","Cereal","750 g",4.13,each,finest,true,false,CMD-WHT,BR,false,false
QX-PET-459,"Hearty Sauce","Pet","500 ml",1.21,each,branded,false,true,CMD-WHT,MA,false,false
QX-DRK-460,"Original Yoghurt","Drinks","400 g",5.88,each,core,true,false,CMD-SUN,PL,false,false
QX-BAK-461,"Crisp Juice","Bakery","per kg",5.99,kg,branded,false,false,CMD-WHT,BR,false,false
QX-PET-462,"Hearty Shampoo","Pet","1 kg",2.83,each,branded,false,false,CMD-WHT,BR,false,false
QX-TIN-463,"Cottage Pasta","Tinned","250 g",1.70,each,finest,true,false,CMD-ALU,BR,false,false
QX-BAK-464,"Reserve Sauce","Bakery","per kg",7.09,kg,branded,false,false,CMD-WHT,BR,false,false
QX-HBC-465,"Rounds Cheese","Health and beauty","250 g",12.22,each,core,true,false,CMD-PLM,BR,false,false
QX-CHL-466,"Classic Peas","Chilled","per kg",19.97,kg,branded,false,false,CMD-DRY,ES,false,true
QX-DRK-467,"Selection Chicken","Drinks","750 g",0.64,each,branded,false,false,CMD-SUN,BR,false,false
QX-TIN-468,"Everyday Flakes","Tinned","750 g",1.67,each,core,true,false,CMD-ALU,BZ,false,false
QX-HHD-469,"Original Chicken","Household","500 ml",6.24,each,core,true,false,CMD-BRD,VN,false,false
QX-BWS-470,"Harvest Flakes","Beer wine spirits","1 kg",22.18,each,value,true,true,CMD-GAS,BR,false,false
QX-PET-471,"Selection Peas","Pet","250 g",9.82,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-472,"Reserve Shampoo","Dry goods","250 g",2.56,each,value,true,false,CMD-WHT,BZ,true,false
QX-FRZ-474,"Orchard Beans","Frozen","6 pack",2.16,each,core,true,false,CMD-DRY,BR,false,true
QX-CHL-475,"Classic Coffee","Chilled","2 L",8.64,each,branded,false,false,CMD-DRY,KE,false,true
QX-PET-476,"Meadow Coffee","Pet","6 pack",8.72,each,value,true,false,CMD-WHT,BR,false,false
QX-BWS-477,"Fresh Biscuits","Beer wine spirits","500 ml",29.27,each,value,true,false,CMD-GAS,BR,false,false
QX-CHL-478,"Cottage Flakes","Chilled","per kg",13.60,kg,finest,true,false,CMD-DRY,BR,true,true
QX-TIN-480,"Orchard Chicken","Tinned","2 L",2.23,each,branded,false,false,CMD-ALU,BR,false,false
QX-PET-481,"Meadow Pasta","Pet","400 g",1.68,each,finest,true,false,CMD-WHT,BR,true,false
QX-CHL-482,"Crunch Butter","Chilled","per kg",6.53,kg,finest,true,false,CMD-DRY,BR,false,true
QX-DRK-484,"Bites Cheese","Drinks","400 g",3.32,each,branded,false,false,CMD-SUN,PL,false,false
QX-HBC-486,"Original Apples","Health and beauty","1 L",12.69,each,core,true,false,CMD-PLM,BR,true,false
QX-TIN-487,"Selection Tea","Tinned","750 g",0.67,each,core,true,true,CMD-ALU,BR,false,false
QX-BAK-488,"Crunch Biscuits","Bakery","400 g",1.15,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-489,"Crisp Cheese","Dry goods","500 g",2.66,each,core,true,false,CMD-WHT,BR,false,false
QX-BWS-490,"Crisp Pasta","Beer wine spirits","400 g",15.84,each,value,true,false,CMD-GAS,BR,false,false
QX-BWS-491,"Harvest Juice","Beer wine spirits","250 g",15.31,each,branded,false,false,CMD-GAS,GH,false,false
QX-HHD-492,"Original Tea","Household","1 kg",7.22,each,finest,true,false,CMD-BRD,BR,true,false
QX-HHD-493,"Selection Yoghurt","Household","250 g",0.98,each,finest,true,false,CMD-BRD,BR,false,false
QX-PET-494,"Selection Cleaner","Pet","750 g",7.41,each,value,true,false,CMD-WHT,BR,false,false
QX-FRZ-495,"Orchard Apples","Frozen","1 L",3.83,each,branded,false,false,CMD-DRY,NL,false,true
QX-HBC-499,"Rounds Peas","Health and beauty","2 L",2.72,each,branded,false,false,CMD-PLM,BR,false,false
QX-FRZ-500,"Cottage Pasta","Frozen","250 g",2.49,each,branded,false,true,CMD-DRY,TR,false,true
QX-BAK-502,"Choice Sauce","Bakery","2 L",1.24,each,core,true,false,CMD-WHT,BR,false,false
QX-DRK-503,"Rounds Juice","Drinks","6 pack",1.85,each,branded,false,false,CMD-SUN,CR,false,false
QX-FRZ-504,"Fresh Cleaner","Frozen","500 ml",1.59,each,core,true,false,CMD-DRY,ES,false,true
QX-PET-505,"Golden Juice","Pet","1 kg",4.01,each,core,true,false,CMD-WHT,BR,false,false
QX-DRY-506,"Rounds Butter","Dry goods","1 kg",3.44,each,finest,true,false,CMD-WHT,BR,false,false
QX-PET-507,"Fresh Pasta","Pet","500 g",3.74,each,finest,true,false,CMD-WHT,BR,true,false
QX-FRZ-509,"Crunch Beans","Frozen","1 L",1.42,each,finest,true,false,CMD-DRY,BR,false,true
QX-TIN-510,"Selection Juice","Tinned","400 g",0.53,each,branded,false,false,CMD-ALU,BR,false,false
QX-CHL-511,"Rounds Apples","Chilled","500 ml",4.96,each,value,true,false,CMD-DRY,BR,true,true
QX-DRK-513,"Everyday Loaf","Drinks","250 g",3.96,each,value,true,false,CMD-SUN,PL,false,false
QX-BAK-514,"Crisp Beans","Bakery","per kg",7.25,kg,branded,false,false,CMD-WHT,BR,false,false
QX-TIN-515,"Harvest Flakes","Tinned","1 kg",1.21,each,core,true,false,CMD-ALU,GH,false,false
QX-HHD-516,"Selection Biscuits","Household","250 g",4.21,each,core,true,false,CMD-BRD,BR,false,false
QX-BWS-519,"Rounds Coffee","Beer wine spirits","500 g",36.36,each,value,true,false,CMD-GAS,BR,false,false
QX-BAK-520,"Original Peas","Bakery","400 g",2.04,each,value,true,false,CMD-WHT,BR,false,false
QX-CER-521,"Crunch Yoghurt","Cereal","250 g",3.78,each,value,true,false,CMD-WHT,BR,false,false
QX-HHD-522,"Golden Biscuits","Household","250 g",5.06,each,finest,true,false,CMD-BRD,BR,false,false
QX-HHD-523,"Golden Sauce","Household","500 g",8.17,each,finest,true,false,CMD-BRD,BR,false,false
QX-PET-524,"Simple Rice","Pet","750 g",1.07,each,branded,false,false,CMD-WHT,KE,false,false
QX-CHL-525,"Simple Loaf","Chilled","per kg",22.18,kg,core,true,false,CMD-DRY,DK,false,true
QX-BAK-526,"Golden Juice","Bakery","per kg",5.76,kg,branded,false,false,CMD-WHT,BR,false,false
QX-BAK-527,"Golden Chicken","Bakery","6 pack",1.13,each,value,true,false,CMD-WHT,BR,false,false
QX-BAK-528,"Orchard Loaf","Bakery","2 L",2.47,each,core,true,false,CMD-WHT,BR,false,false
QX-PET-531,"Harvest Tea","Pet","500 ml",6.23,each,finest,true,false,CMD-WHT,CR,false,false
QX-HBC-532,"Simple Cheese","Health and beauty","1 kg",9.94,each,core,true,false,CMD-PLM,BR,false,false
QX-TIN-533,"Rounds Chicken","Tinned","2 L",1.53,each,value,true,false,CMD-ALU,BR,false,false
QX-CHL-534,"Orchard Coffee","Chilled","250 g",2.97,each,core,true,false,CMD-DRY,BR,false,true
QX-CHL-535,"Crisp Apples","Chilled","500 g",5.95,each,value,true,false,CMD-DRY,GH,true,true
QX-CER-537,"Rounds Juice","Cereal","250 g",2.60,each,value,true,false,CMD-WHT,BR,false,false
QX-BWS-538,"Crunch Sauce","Beer wine spirits","750 g",33.70,each,finest,true,false,CMD-GAS,BR,false,false
QX-DRY-539,"Everyday Shampoo","Dry goods","2 L",3.21,each,branded,false,false,CMD-WHT,VN,false,false
QX-HHD-540,"Everyday Flakes","Household","1 L",2.97,each,branded,false,false,CMD-BRD,TR,false,false
QX-PRO-541,"Harvest Peas","Produce","per kg",4.17,kg,branded,false,false,CMD-DSL,BR,false,true
QX-HHD-542,"Reserve Chicken","Household","2 L",5.09,each,core,true,false,CMD-BRD,BR,false,false
QX-PRO-543,"Selection Shampoo","Produce","500 g",1.90,each,branded,false,false,CMD-DSL,BR,false,true
QX-PRO-544,"Orchard Sauce","Produce","2 L",1.95,each,value,true,false,CMD-DSL,NL,false,true
QX-DRY-545,"Orchard Pasta","Dry goods","2 L",5.01,each,value,true,true,CMD-WHT,BR,false,false
QX-PRO-546,"Orchard Beans","Produce","400 g",2.17,each,branded,false,false,CMD-DSL,BR,false,true
QX-CHL-547,"Bites Juice","Chilled","1 kg",2.83,each,core,true,false,CMD-DRY,BR,false,true
QX-PRO-548,"Cottage Juice","Produce","per kg",3.63,kg,branded,false,false,CMD-DSL,BR,false,true
QX-CHL-549,"Harvest Loaf","Chilled","per kg",20.70,kg,core,true,false,CMD-DRY,BZ,false,true
QX-CHL-550,"Harvest Flakes","Chilled","750 g",8.85,each,branded,false,false,CMD-DRY,BR,false,true
QX-PRO-551,"Crisp Juice","Produce","per kg",1.34,kg,core,true,false,CMD-DSL,BR,false,true
QX-DRY-552,"Crisp Loaf","Dry goods","1 L",6.62,each,branded,false,false,CMD-WHT,BR,false,false
QX-HBC-553,"Original Yoghurt","Health and beauty","1 L",13.90,each,branded,false,true,CMD-PLM,BR,false,false
QX-DRK-554,"Fresh Yoghurt","Drinks","250 g",1.28,each,branded,false,false,CMD-SUN,TR,false,false
QX-FRZ-555,"Meadow Yoghurt","Frozen","1 L",7.16,each,value,true,false,CMD-DRY,BR,false,true
QX-TIN-556,"Harvest Cleaner","Tinned","6 pack",0.66,each,branded,false,false,CMD-ALU,BR,false,false
QX-BWS-557,"Reserve Loaf","Beer wine spirits","400 g",6.55,each,branded,false,false,CMD-GAS,MA,false,false
QX-CHL-558,"Simple Flakes","Chilled","6 pack",3.69,each,core,true,false,CMD-DRY,BR,false,true
QX-HHD-559,"Crunch Sauce","Household","1 L",10.59,each,branded,false,false,CMD-BRD,ES,false,false
QX-TIN-560,"Classic Rice","Tinned","250 g",1.12,each,branded,false,false,CMD-ALU,BR,false,false
QX-PRO-562,"Simple Biscuits","Produce","1 L",1.97,each,value,true,false,CMD-DSL,BZ,false,true
QX-HBC-563,"Original Sauce","Health and beauty","500 g",9.49,each,branded,false,false,CMD-PLM,BR,false,false
QX-CER-564,"Hearty Biscuits","Cereal","1 L",3.18,each,core,true,false,CMD-WHT,BR,false,false
QX-HHD-566,"Original Rice","Household","6 pack",4.73,each,branded,false,false,CMD-BRD,BR,false,false
QX-TIN-567,"Reserve Flakes","Tinned","500 ml",2.87,each,branded,false,false,CMD-ALU,BR,false,false
QX-CER-568,"Choice Coffee","Cereal","500 ml",2.68,each,core,true,false,CMD-WHT,BR,false,false
QX-PET-569,"Simple Juice","Pet","1 L",6.84,each,core,true,false,CMD-WHT,KE,false,false
QX-BWS-570,"Meadow Flakes","Beer wine spirits","500 ml",12.38,each,branded,false,false,CMD-GAS,BR,false,false
QX-DRK-571,"Cottage Biscuits","Drinks","250 g",2.72,each,branded,false,false,CMD-SUN,BR,false,false
QX-BWS-572,"Hearty Yoghurt","Beer wine spirits","500 ml",35.30,each,value,true,false,CMD-GAS,DK,false,false
QX-PRO-573,"Crisp Cheese","Produce","6 pack",4.83,each,finest,true,false,CMD-DSL,BR,false,true
QX-HBC-574,"Harvest Shampoo","Health and beauty","1 kg",10.33,each,branded,false,false,CMD-PLM,BR,false,false
QX-BWS-575,"Original Butter","Beer wine spirits","750 g",22.91,each,branded,false,false,CMD-GAS,BR,false,false
QX-FRZ-576,"Rounds Apples","Frozen","250 g",6.68,each,branded,false,false,CMD-DRY,VN,false,true
QX-BAK-577,"Orchard Yoghurt","Bakery","500 ml",2.19,each,branded,false,true,CMD-WHT,ES,false,false
QX-PRO-578,"Harvest Flakes","Produce","1 L",3.61,each,core,true,false,CMD-DSL,BR,false,true
QX-PET-579,"Cottage Flakes","Pet","2 L",4.51,each,branded,false,false,CMD-WHT,BR,false,false
QX-HHD-580,"Selection Beans","Household","500 g",10.40,each,branded,false,false,CMD-BRD,VN,false,false
QX-CHL-581,"Selection Chicken","Chilled","500 g",6.25,each,branded,false,false,CMD-DRY,BR,false,true
QX-DRK-582,"Orchard Juice","Drinks","2 L",5.87,each,branded,false,false,CMD-SUN,BR,false,false
QX-HHD-583,"Meadow Cheese","Household","2 L",2.11,each,branded,false,false,CMD-BRD,BR,false,false
QX-DRK-584,"Orchard Tea","Drinks","500 g",1.92,each,value,true,false,CMD-SUN,BR,false,false
QX-DRK-586,"Simple Apples","Drinks","250 g",1.33,each,value,true,true,CMD-SUN,GH,false,false
