branch_id,sensor_id,reading_at,temperature_c
B-09,FZ-1,2026-05-06T17:00:00:00Z,-16.41
B-09,FZ-3,2026-05-06T18:00:00:00Z,-18.65
B-09,FZ-2,2026-05-06T19:00:00:00Z,-20.69
B-09,FZ-2,2026-05-06T20:00:00:00Z,-17.81
B-09,FZ-3,2026-05-06T21:00:00:00Z,-19.73
B-09,FZ-3,2026-05-06T22:00:00:00Z,-18.64
B-09,FZ-1,2026-05-06T23:00:00:00Z,-16.99
B-04,FZ-1,2026-05-06T00:00:00:00Z,-20.73
B-04,FZ-2,2026-05-06T01:00:00:00Z,-15.17
B-04,FZ-1,2026-05-06T02:00:00:00Z,-15.12
B-04,FZ-3,2026-05-06T03:00:00:00Z,-18.89
B-04,FZ-3,2026-05-06T04:00:00:00Z,-18.26
B-04,FZ-1,2026-05-06T05:00:00:00Z,-19.15
B-04,FZ-1,2026-05-06T06:00:00:00Z,-19.29
B-04,FZ-2,2026-05-06T07:00:00:00Z,-15.20
B-04,FZ-2,2026-05-06T08:00:00:00Z,-20.12
B-04,FZ-1,2026-05-06T09:00:00:00Z,-19.29
B-04,FZ-2,2026-05-06T10:00:00:00Z,-15.88
B-04,FZ-1,2026-05-06T11:00:00:00Z,-16.89
B-04,FZ-3,2026-05-06T12:00:00:00Z,-20.96
B-04,FZ-3,2026-05-06T13:00:00:00Z,-15.11
B-04,FZ-1,2026-05-06T14:00:00:00Z,-16.17
B-04,FZ-3,2026-05-06T15:00:00:00Z,-19.34
B-04,FZ-1,2026-05-06T16:00:00:00Z,-18.64
B-04,FZ-3,2026-05-06T17:00:00:00Z,-19.29
B-04,FZ-3,2026-05-06T18:00:00:00Z,-17.51
B-04,FZ-2,2026-05-06T19:00:00:00Z,-20.44
B-04,FZ-3,2026-05-06T20:00:00:00Z,-15.49
B-04,FZ-1,2026-05-06T21:00:00:00Z,-16.91
B-04,FZ-3,2026-05-06T22:00:00:00Z,-17.79
B-04,FZ-3,2026-05-06T23:00:00:00Z,-18.86
B-02,FZ-1,2026-05-06T00:00:00:00Z,-15.82
B-02,FZ-3,2026-05-06T01:00:00:00Z,-20.34
B-02,FZ-2,2026-05-06T02:00:00:00Z,-19.10
B-02,FZ-2,2026-05-06T03:00:00:00Z,-16.20
B-02,FZ-1,2026-05-06T04:00:00:00Z,-19.76
B-02,FZ-2,2026-05-06T05:00:00:00Z,-19.81
B-02,FZ-2,2026-05-06T06:00:00:00Z,-15.26
B-02,FZ-1,2026-05-06T07:00:00:00Z,-19.48
B-02,FZ-2,2026-05-06T08:00:00:00Z,-19.90
B-02,FZ-1,2026-05-06T09:00:00:00Z,-18.05
B-02,FZ-3,2026-05-06T10:00:00:00Z,-15.98
B-02,FZ-3,2026-05-06T11:00:00:00Z,-19.50
B-02,FZ-2,2026-05-06T12:00:00:00Z,-15.69
B-02,FZ-1,2026-05-06T14:00:00:00Z,-18.85
B-02,FZ-3,2026-05-06T15:00:00:00Z,-16.85
B-02,FZ-1,2026-05-06T16:00:00:00Z,-17.16
B-02,FZ-2,2026-05-06T17:00:00:00Z,-17.31
B-02,FZ-2,2026-05-06T18:00:00:00Z,-18.20
B-02,FZ-2,2026-05-06T19:00:00:00Z,-19.90
B-02,FZ-1,2026-05-06T20:00:00:00Z,-20.57
B-02,FZ-3,2026-05-06T21:00:00:00Z,-18.20
B-02,FZ-2,2026-05-06T22:00:00:00Z,-15.80
B-02,FZ-1,2026-05-06T23:00:00:00Z,-18.64
B-01,FZ-2,2026-05-06T00:00:00:00Z,-16.35
B-01,FZ-2,2026-05-06T01:00:00:00Z,-15.47
B-01,FZ-3,2026-05-06T02:00:00:00Z,-18.37
B-01,FZ-2,2026-05-06T03:00:00:00Z,-20.73
B-01,FZ-2,2026-05-06T04:00:00:00Z,-15.05
B-01,FZ-1,2026-05-06T05:00:00:00Z,-20.46
B-01,FZ-3,2026-05-06T06:00:00:00Z,-16.94
B-01,FZ-2,2026-05-06T07:00:00:00Z,-19.87
B-01,FZ-3,2026-05-06T08:00:00:00Z,-17.68
B-01,FZ-1,2026-05-06T09:00:00:00Z,-20.31
B-01,FZ-2,2026-05-06T10:00:00:00Z,-20.38
B-01,FZ-2,2026-05-06T11:00:00:00Z,-16.50
B-01,FZ-1,2026-05-06T12:00:00:00Z,-17.87
B-01,FZ-2,2026-05-06T13:00:00:00Z,-19.36
B-01,FZ-2,2026-05-06T14:00:00:00Z,-18.96
B-01,FZ-1,2026-05-06T15:00:00:00Z,-19.75
B-01,FZ-1,2026-05-06T16:00:00:00Z,-19.92
B-01,FZ-1,2026-05-06T17:00:00:00Z,-20.94
B-01,FZ-1,2026-05-06T18:00:00:00Z,-18.35
B-01,FZ-2,2026-05-06T19:00:00:00Z,-16.27
B-01,FZ-3,2026-05-06T20:00:00:00Z,-19.57
B-01,FZ-3,2026-05-06T21:00:00:00Z,-18.12
B-01,FZ-3,2026-05-06T22:00:00:00Z,-19.84
B-01,FZ-3,2026-05-06T23:00:00:00Z,-19.94
B-20,FZ-2,2026-05-06T00:00:00:00Z,-19.53
B-20,FZ-2,2026-05-06T01:00:00:00Z,-17.71
B-20,FZ-1,2026-05-06T02:00:00:00Z,-19.13
B-20,FZ-3,2026-05-06T03:00:00:00Z,-17.83
B-20,FZ-1,2026-05-06T04:00:00:00Z,-20.57
B-20,FZ-1,2026-05-06T05:00:00:00Z,-18.04
B-20,FZ-2,2026-05-06T06:00:00:00Z,-19.20
B-20,FZ-1,2026-05-06T07:00:00:00Z,-20.54
B-20,FZ-1,2026-05-06T08:00:00:00Z,-18.53
B-20,FZ-1,2026-05-06T09:00:00:00Z,-18.93
B-20,FZ-2,2026-05-06T10:00:00:00Z,-20.36
B-20,FZ-2,2026-05-06T11:00:00:00Z,-15.28
B-20,FZ-1,2026-05-06T12:00:00:00Z,-16.32
B-20,FZ-2,2026-05-06T13:00:00:00Z,-19.89
B-20,FZ-3,2026-05-06T14:00:00:00Z,-19.81
B-20,FZ-1,2026-05-06T15:00:00:00Z,-18.57
B-20,FZ-1,2026-05-06T16:00:00:00Z,-20.91
B-20,FZ-3,2026-05-06T17:00:00:00Z,-16.51
B-20,FZ-1,2026-05-06T18:00:00:00Z,-18.01
B-20,FZ-1,2026-05-06T19:00:00:00Z,-16.25
B-20,FZ-3,2026-05-06T20:00:00:00Z,-17.58
B-20,FZ-2,2026-05-06T21:00:00:00Z,-18.14
B-20,FZ-1,2026-05-06T22:00:00:00Z,-19.49
B-20,FZ-3,2026-05-06T23:00:00:00Z,-17.85
B-21,FZ-3,2026-05-06T00:00:00:00Z,-18.17
B-21,FZ-1,2026-05-06T01:00:00:00Z,-15.45
B-21,FZ-3,2026-05-06T02:00:00:00Z,-18.16
B-21,FZ-1,2026-05-06T03:00:00:00Z,-15.13
B-21,FZ-2,2026-05-06T04:00:00:00Z,-17.98
B-21,FZ-2,2026-05-06T05:00:00:00Z,-18.43
B-21,FZ-2,2026-05-06T06:00:00:00Z,-17.38
B-21,FZ-2,2026-05-06T07:00:00:00Z,-18.92
B-21,FZ-1,2026-05-06T08:00:00:00Z,-17.52
B-21,FZ-2,2026-05-06T09:00:00:00Z,-18.62
B-21,FZ-3,2026-05-06T10:00:00:00Z,-15.63
B-21,FZ-2,2026-05-06T11:00:00:00Z,-18.53
B-21,FZ-3,2026-05-06T12:00:00:00Z,-18.01
B-21,FZ-3,2026-05-06T13:00:00:00Z,-20.27
B-21,FZ-2,2026-05-06T14:00:00:00Z,-18.30
B-21,FZ-2,2026-05-06T15:00:00:00Z,-15.55
B-21,FZ-1,2026-05-06T16:00:00:00Z,-20.89
B-21,FZ-2,2026-05-06T17:00:00:00Z,-16.88
B-21,FZ-2,2026-05-06T18:00:00:00Z,-18.32
B-21,FZ-1,2026-05-06T19:00:00:00Z,-19.27
B-21,FZ-1,2026-05-06T20:00:00:00Z,-20.44
B-21,FZ-1,2026-05-06T21:00:00:00Z,-16.39
B-21,FZ-3,2026-05-06T22:00:00:00Z,-15.77
B-21,FZ-2,2026-05-06T23:00:00:00Z,-17.83
B-22,FZ-2,2026-05-06T00:00:00:00Z,-19.68
B-22,FZ-1,2026-05-06T01:00:00:00Z,-17.50
B-22,FZ-1,2026-05-06T02:00:00:00Z,-18.84
B-22,FZ-1,2026-05-06T03:00:00:00Z,-19.96
B-22,FZ-1,2026-05-06T04:00:00:00Z,-16.32
B-22,FZ-3,2026-05-06T05:00:00:00Z,-19.07
B-22,FZ-2,2026-05-06T06:00:00:00Z,-18.41
B-22,FZ-3,2026-05-06T07:00:00:00Z,-16.03
B-22,FZ-3,2026-05-06T08:00:00:00Z,-16.61
B-22,FZ-2,2026-05-06T09:00:00:00Z,-20.06
B-22,FZ-2,2026-05-06T10:00:00:00Z,-19.22
B-22,FZ-3,2026-05-06T11:00:00:00Z,-19.22
B-22,FZ-1,2026-05-06T12:00:00:00Z,-17.34
B-22,FZ-3,2026-05-06T13:00:00:00Z,-16.17
B-22,FZ-3,2026-05-06T14:00:00:00Z,-19.49
B-22,FZ-3,2026-05-06T15:00:00:00Z,-19.23
B-22,FZ-3,2026-05-06T16:00:00:00Z,-17.26
B-22,FZ-3,2026-05-06T17:00:00:00Z,-19.17
B-22,FZ-2,2026-05-06T18:00:00:00Z,-16.32
B-22,FZ-1,2026-05-06T19:00:00:00Z,-17.93
B-22,FZ-1,2026-05-06T20:00:00:00Z,-15.52
B-22,FZ-3,2026-05-06T21:00:00:00Z,-19.61
B-22,FZ-3,2026-05-06T22:00:00:00Z,-17.18
B-22,FZ-3,2026-05-06T23:00:00:00Z,-17.07
B-23,FZ-1,2026-05-06T00:00:00:00Z,-19.14
B-23,FZ-2,2026-05-06T01:00:00:00Z,-15.19
B-23,FZ-2,2026-05-06T02:00:00:00Z,-16.76
B-23,FZ-2,2026-05-06T03:00:00:00Z,-20.46
B-23,FZ-1,2026-05-06T04:00:00:00Z,-16.95
B-23,FZ-2,2026-05-06T05:00:00:00Z,-16.84
B-23,FZ-2,2026-05-06T06:00:00:00Z,-17.35
B-23,FZ-2,2026-05-06T07:00:00:00Z,-20.39
B-23,FZ-3,2026-05-06T08:00:00:00Z,-16.55
B-23,FZ-2,2026-05-06T09:00:00:00Z,-18.21
B-23,FZ-1,2026-05-06T10:00:00:00Z,-18.72
B-23,FZ-2,2026-05-06T11:00:00:00Z,-17.55
B-23,FZ-3,2026-05-06T12:00:00:00Z,-16.58
B-23,FZ-2,2026-05-06T13:00:00:00Z,-19.45
B-23,FZ-2,2026-05-06T14:00:00:00Z,-17.84
B-23,FZ-1,2026-05-06T15:00:00:00Z,-16.56
B-23,FZ-3,2026-05-06T16:00:00:00Z,-19.80
B-23,FZ-1,2026-05-06T17:00:00:00Z,-18.84
B-23,FZ-3,2026-05-06T18:00:00:00Z,-16.55
B-23,FZ-1,2026-05-06T19:00:00:00Z,-17.45
B-23,FZ-1,2026-05-06T20:00:00:00Z,-18.62
B-23,FZ-2,2026-05-06T21:00:00:00Z,-15.16
B-23,FZ-1,2026-05-06T22:00:00:00Z,-20.57
B-23,FZ-2,2026-05-06T23:00:00:00Z,-17.98
B-24,FZ-2,2026-05-06T00:00:00:00Z,-16.00
B-24,FZ-2,2026-05-06T01:00:00:00Z,-17.63
B-24,FZ-3,2026-05-06T02:00:00:00Z,-19.56
B-24,FZ-2,2026-05-06T03:00:00:00Z,-17.57
B-24,FZ-1,2026-05-06T04:00:00:00Z,-19.14
B-24,FZ-3,2026-05-06T05:00:00:00Z,-15.46
B-24,FZ-1,2026-05-06T06:00:00:00Z,-17.63
B-24,FZ-2,2026-05-06T07:00:00:00Z,-15.82
B-24,FZ-2,2026-05-06T08:00:00:00Z,-16.17
B-24,FZ-2,2026-05-06T09:00:00:00Z,-16.01
B-24,FZ-3,2026-05-06T10:00:00:00Z,-18.73
B-24,FZ-2,2026-05-06T11:00:00:00Z,-17.01
B-24,FZ-3,2026-05-06T12:00:00:00Z,-19.72
B-24,FZ-1,2026-05-06T13:00:00:00Z,-17.90
B-24,FZ-1,2026-05-06T14:00:00:00Z,-16.68
B-24,FZ-1,2026-05-06T15:00:00:00Z,-20.03
B-24,FZ-3,2026-05-06T16:00:00:00Z,-17.05
B-24,FZ-1,2026-05-06T17:00:00:00Z,-16.86
B-24,FZ-2,2026-05-06T18:00:00:00Z,-16.68
B-24,FZ-2,2026-05-06T19:00:00:00Z,-18.61
B-24,FZ-3,2026-05-06T20:00:00:00Z,-19.83
B-24,FZ-3,2026-05-06T21:00:00:00Z,-17.40
B-24,FZ-2,2026-05-06T22:00:00:00Z,-18.96
B-24,FZ-1,2026-05-06T23:00:00:00Z,-17.76
B-25,FZ-2,2026-05-06T00:00:00:00Z,-16.76
B-25,FZ-2,2026-05-06T01:00:00:00Z,-15.06
B-25,FZ-2,2026-05-06T02:00:00:00Z,-18.34
B-25,FZ-3,2026-05-06T03:00:00:00Z,-18.57
B-25,FZ-3,2026-05-06T04:00:00:00Z,-19.97
B-25,FZ-2,2026-05-06T05:00:00:00Z,-17.84
B-25,FZ-2,2026-05-06T06:00:00:00Z,-20.75
B-25,FZ-1,2026-05-06T07:00:00:00Z,-20.87
B-25,FZ-1,2026-05-06T08:00:00:00Z,-19.56
B-25,FZ-1,2026-05-06T09:00:00:00Z,-17.96
B-25,FZ-1,2026-05-06T10:00:00:00Z,-18.80
B-25,FZ-2,2026-05-06T11:00:00:00Z,-18.59
B-25,FZ-3,2026-05-06T12:00:00:00Z,-19.13
B-25,FZ-1,2026-05-06T13:00:00:00Z,-19.13
B-25,FZ-1,2026-05-06T14:00:00:00Z,-18.07
B-25,FZ-2,2026-05-06T15:00:00:00Z,-18.79
B-25,FZ-3,2026-05-06T16:00:00:00Z,-17.16
B-25,FZ-2,2026-05-06T17:00:00:00Z,-16.20
B-25,FZ-1,2026-05-06T18:00:00:00Z,-19.54
B-25,FZ-3,2026-05-06T19:00:00:00Z,-20.53
B-25,FZ-1,2026-05-06T20:00:00:00Z,-19.44
B-25,FZ-3,2026-05-06T21:00:00:00Z,-18.61
B-25,FZ-3,2026-05-06T22:00:00:00Z,-17.15
B-25,FZ-2,2026-05-06T23:00:00:00Z,-19.93
B-26,FZ-2,2026-05-06T00:00:00:00Z,-16.03
B-26,FZ-1,2026-05-06T01:00:00:00Z,-16.11
B-26,FZ-3,2026-05-06T02:00:00:00Z,-15.16
B-26,FZ-3,2026-05-06T03:00:00:00Z,-17.68
B-26,FZ-3,2026-05-06T04:00:00:00Z,-19.58
B-26,FZ-2,2026-05-06T05:00:00:00Z,-16.72
B-26,FZ-3,2026-05-06T06:00:00:00Z,-17.41
B-26,FZ-1,2026-05-06T07:00:00:00Z,-17.99
B-26,FZ-3,2026-05-06T08:00:00:00Z,-17.60
B-26,FZ-1,2026-05-06T09:00:00:00Z,-18.08
B-26,FZ-1,2026-05-06T10:00:00:00Z,-17.08
B-26,FZ-2,2026-05-06T11:00:00:00Z,-16.53
B-26,FZ-3,2026-05-06T12:00:00:00Z,-16.66
B-26,FZ-3,2026-05-06T13:00:00:00Z,-17.83
B-26,FZ-3,2026-05-06T14:00:00:00Z,-18.42
B-26,FZ-2,2026-05-06T15:00:00:00Z,-18.08
B-26,FZ-2,2026-05-06T16:00:00:00Z,-18.47
B-26,FZ-1,2026-05-06T17:00:00:00Z,-15.53
B-26,FZ-2,2026-05-06T18:00:00:00Z,-16.98
B-26,FZ-2,2026-05-06T19:00:00:00Z,-20.88
B-26,FZ-2,2026-05-06T20:00:00:00Z,-18.89
B-26,FZ-1,2026-05-06T21:00:00:00Z,-20.65
B-26,FZ-2,2026-05-06T22:00:00:00Z,-20.82
B-26,FZ-3,2026-05-06T23:00:00:00Z,-15.05
B-27,FZ-2,2026-05-06T00:00:00:00Z,-15.27
B-27,FZ-2,2026-05-06T01:00:00:00Z,-17.97
B-27,FZ-1,2026-05-06T02:00:00:00Z,-17.47
B-27,FZ-2,2026-05-06T03:00:00:00Z,-18.86
B-27,FZ-1,2026-05-06T04:00:00:00Z,-18.36
B-27,FZ-3,2026-05-06T05:00:00:00Z,-18.49
B-27,FZ-3,2026-05-06T06:00:00:00Z,-15.10
B-27,FZ-2,2026-05-06T07:00:00:00Z,-18.83
B-27,FZ-1,2026-05-06T08:00:00:00Z,-20.83
B-27,FZ-1,2026-05-06T09:00:00:00Z,-19.88
B-27,FZ-1,2026-05-06T10:00:00:00Z,-16.81
B-27,FZ-3,2026-05-06T12:00:00:00Z,-15.27
B-27,FZ-1,2026-05-06T13:00:00:00Z,-18.21
B-27,FZ-1,2026-05-06T14:00:00:00Z,-15.18
B-27,FZ-3,2026-05-06T15:00:00:00Z,-18.46
B-27,FZ-1,2026-05-06T16:00:00:00Z,-20.57
B-27,FZ-3,2026-05-06T17:00:00:00Z,-19.98
B-27,FZ-3,2026-05-06T18:00:00:00Z,-15.76
B-27,FZ-2,2026-05-06T19:00:00:00Z,-16.31
B-27,FZ-1,2026-05-06T20:00:00:00Z,-16.82
B-27,FZ-3,2026-05-06T21:00:00:00Z,-17.34
B-27,FZ-3,2026-05-06T22:00:00:00Z,-17.58
B-27,FZ-1,2026-05-06T23:00:00:00Z,-18.33
B-28,FZ-3,2026-05-06T00:00:00:00Z,-20.18
B-28,FZ-2,2026-05-06T01:00:00:00Z,-17.11
B-28,FZ-3,2026-05-06T02:00:00:00Z,-15.77
B-28,FZ-2,2026-05-06T03:00:00:00Z,-15.36
B-28,FZ-3,2026-05-06T04:00:00:00Z,-18.86
B-28,FZ-2,2026-05-06T05:00:00:00Z,-15.14
B-28,FZ-1,2026-05-06T06:00:00:00Z,-16.49
B-28,FZ-1,2026-05-06T07:00:00:00Z,-19.99
B-28,FZ-2,2026-05-06T08:00:00:00Z,-20.57
B-28,FZ-2,2026-05-06T09:00:00:00Z,-17.53
B-28,FZ-3,2026-05-06T11:00:00:00Z,-20.00
B-28,FZ-2,2026-05-06T12:00:00:00Z,-17.14
B-28,FZ-3,2026-05-06T13:00:00:00Z,-20.95
B-28,FZ-3,2026-05-06T14:00:00:00Z,-20.67
B-28,FZ-3,2026-05-06T15:00:00:00Z,-18.91
B-28,FZ-3,2026-05-06T16:00:00:00Z,-17.88
B-28,FZ-2,2026-05-06T17:00:00:00Z,-20.95
B-28,FZ-3,2026-05-06T18:00:00:00Z,-15.36
B-28,FZ-1,2026-05-06T19:00:00:00Z,-15.16
B-28,FZ-1,2026-05-06T20:00:00:00Z,-18.55
B-28,FZ-2,2026-05-06T21:00:00:00Z,-17.47
B-28,FZ-2,2026-05-06T22:00:00:00Z,-17.17
B-28,FZ-3,2026-05-06T23:00:00:00Z,-17.10
B-29,FZ-2,2026-05-06T00:00:00:00Z,-17.50
B-29,FZ-2,2026-05-06T01:00:00:00Z,-16.71
B-29,FZ-3,2026-05-06T02:00:00:00Z,-16.53
B-29,FZ-3,2026-05-06T03:00:00:00Z,-19.62
B-29,FZ-3,2026-05-06T05:00:00:00Z,-18.58
B-29,FZ-1,2026-05-06T06:00:00:00Z,-19.95
B-29,FZ-2,2026-05-06T07:00:00:00Z,-20.52
B-29,FZ-1,2026-05-06T08:00:00:00Z,-19.91
B-29,FZ-1,2026-05-06T09:00:00:00Z,-18.65
B-29,FZ-2,2026-05-06T10:00:00:00Z,-20.11
B-29,FZ-1,2026-05-06T11:00:00:00Z,-17.44
B-29,FZ-3,2026-05-06T12:00:00:00Z,-18.35
B-29,FZ-3,2026-05-06T13:00:00:00Z,-15.51
B-29,FZ-3,2026-05-06T14:00:00:00Z,-19.13
B-29,FZ-3,2026-05-06T15:00:00:00Z,-19.53
B-29,FZ-1,2026-05-06T16:00:00:00Z,-17.03
B-29,FZ-3,2026-05-06T17:00:00:00Z,-18.02
B-29,FZ-1,2026-05-06T18:00:00:00Z,-20.92
B-29,FZ-3,2026-05-06T19:00:00:00Z,-16.77
B-29,FZ-3,2026-05-06T20:00:00:00Z,-16.93
B-29,FZ-3,2026-05-06T21:00:00:00Z,-20.43
B-29,FZ-2,2026-05-06T22:00:00:00Z,-16.25
B-29,FZ-1,2026-05-06T23:00:00:00Z,-16.46
B-30,FZ-2,2026-05-06T00:00:00:00Z,-17.36
B-30,FZ-3,2026-05-06T01:00:00:00Z,-15.72
B-30,FZ-1,2026-05-06T02:00:00:00Z,-17.97
B-30,FZ-3,2026-05-06T03:00:00:00Z,-18.34
B-30,FZ-1,2026-05-06T04:00:00:00Z,-20.98
B-30,FZ-2,2026-05-06T05:00:00:00Z,-20.43
B-30,FZ-2,2026-05-06T06:00:00:00Z,-16.62
B-30,FZ-2,2026-05-06T07:00:00:00Z,-18.89
B-30,FZ-2,2026-05-06T08:00:00:00Z,-20.00
B-30,FZ-3,2026-05-06T09:00:00:00Z,-15.62
B-30,FZ-2,2026-05-06T10:00:00:00Z,-17.88
B-30,FZ-3,2026-05-06T11:00:00:00Z,-16.74
B-30,FZ-2,2026-05-06T12:00:00:00Z,-18.07
B-30,FZ-1,2026-05-06T14:00:00:00Z,-18.65
B-30,FZ-2,2026-05-06T15:00:00:00Z,-16.65
B-30,FZ-1,2026-05-06T16:00:00:00Z,-19.69
B-30,FZ-2,2026-05-06T17:00:00:00Z,-16.26
B-30,FZ-2,2026-05-06T18:00:00:00Z,-19.93
B-30,FZ-3,2026-05-06T19:00:00:00Z,-20.16
B-30,FZ-2,2026-05-06T20:00:00:00Z,-19.97
B-30,FZ-2,2026-05-06T21:00:00:00Z,-16.56
B-30,FZ-3,2026-05-06T22:00:00:00Z,-20.19
B-30,FZ-2,2026-05-06T23:00:00:00Z,-16.61
