sale_id,branch_id,till_id,business_date,employee_id,customer_id,scan_started_at,scan_ended_at,payment_completed_at,items,basket_total,payment_method
S-105886,B-08,B-08-T05,2026-05-05,E-911,,2026-05-05T21:04:15Z,2026-05-05T21:04:23Z,2026-05-05T21:04:36Z,6,37.86,mobile
S-105887,B-08,B-08-T01,2026-05-05,E-916,C-133961,2026-05-05T17:55:03Z,2026-05-05T17:55:11Z,2026-05-05T17:55:19Z,3,6.33,card
S-105888,B-08,B-08-T05,2026-05-05,E-880,,2026-05-05T09:30:27Z,2026-05-05T09:31:29Z,2026-05-05T09:31:42Z,25,130.80,card
S-105889,B-08,B-08-T12,2026-05-05,E-882,,2026-05-05T16:07:48Z,2026-05-05T16:07:56Z,2026-05-05T16:08:04Z,2,45.42,card
S-105890,B-08,B-08-T07,2026-05-05,E-283,,2026-05-05T18:14:42Z,2026-05-05T18:14:56Z,2026-05-05T18:15:31Z,8,123.77,cash
S-105891,B-08,B-08-T07,2026-05-05,E-884,,2026-05-05T17:44:17Z,2026-05-05T17:44:25Z,2026-05-05T17:44:37Z,3,20.58,card
S-105892,B-08,B-08-T12,2026-05-05,E-894,,2026-05-05T10:23:49Z,2026-05-05T10:24:06Z,2026-05-05T10:24:15Z,4,10.21,mobile
S-105893,B-08,B-08-T09,2026-05-05,E-887,C-119374,2026-05-05T17:09:04Z,2026-05-05T17:09:21Z,2026-05-05T17:09:34Z,15,54.59,card
S-105894,B-08,B-08-T03,2026-05-05,E-913,,2026-05-05T14:41:24Z,2026-05-05T14:41:32Z,2026-05-05T14:41:39Z,1,6.98,card
S-105895,B-08,B-08-T02,2026-05-05,E-895,,2026-05-05T20:39:29Z,2026-05-05T20:39:37Z,2026-05-05T20:39:51Z,1,11.49,mobile
S-105896,B-08,B-08-T04,2026-05-05,E-896,C-134757,2026-05-05T19:51:07Z,2026-05-05T19:52:31Z,2026-05-05T19:52:41Z,36,152.16,card
S-105897,B-08,B-08-T09,2026-05-05,E-899,,2026-05-05T10:06:17Z,2026-05-05T10:06:40Z,2026-05-05T10:06:47Z,11,74.09,card
S-105898,B-08,B-08-T05,2026-05-05,E-895,C-137828,2026-05-05T15:42:30Z,2026-05-05T15:42:38Z,2026-05-05T15:42:45Z,4,39.18,card
S-105899,B-08,B-08-T01,2026-05-05,E-895,,2026-05-05T15:35:22Z,2026-05-05T15:35:30Z,2026-05-05T15:35:39Z,3,6.66,card
S-105900,B-08,B-08-T07,2026-05-05,E-926,,2026-05-05T10:34:11Z,2026-05-05T10:34:19Z,2026-05-05T10:34:36Z,2,5.06,cash
S-105901,B-08,B-08-T01,2026-05-05,E-884,C-121274,2026-05-05T11:27:11Z,2026-05-05T11:27:19Z,2026-05-05T11:27:29Z,3,11.86,mobile
S-105902,B-08,B-08-T05,2026-05-05,E-923,,2026-05-05T07:20:48Z,2026-05-05T07:20:56Z,2026-05-05T07:21:04Z,3,9.90,card
S-105903,B-08,B-08-T05,2026-05-05,E-926,,2026-05-05T20:51:56Z,2026-05-05T20:52:04Z,2026-05-05T20:52:12Z,3,16.98,card
S-105904,B-08,B-08-T11,2026-05-05,E-909,,2026-05-05T21:11:46Z,2026-05-05T21:11:58Z,2026-05-05T21:12:04Z,3,3.36,card
S-105905,B-08,B-08-T11,2026-05-05,E-885,C-103612,2026-05-05T20:26:55Z,2026-05-05T20:28:19Z,2026-05-05T20:28:26Z,20,57.34,card
S-105906,B-08,B-08-T07,2026-05-05,E-911,C-128462,2026-05-05T12:47:27Z,2026-05-05T12:47:35Z,2026-05-05T12:47:41Z,2,27.98,card
S-105907,B-08,B-08-T03,2026-05-05,E-897,C-135466,2026-05-05T07:38:42Z,2026-05-05T07:38:50Z,2026-05-05T07:38:59Z,1,17.68,card
S-105908,B-08,B-08-T11,2026-05-05,E-926,C-117558,2026-05-05T18:36:50Z,2026-05-05T18:37:28Z,2026-05-05T18:37:35Z,6,56.76,card
S-105909,B-08,B-08-T08,2026-05-05,E-900,C-122382,2026-05-05T07:50:40Z,2026-05-05T07:50:48Z,2026-05-05T07:50:57Z,2,20.70,mobile
S-105910,B-08,B-08-T01,2026-05-05,E-899,,2026-05-05T17:08:28Z,2026-05-05T17:08:36Z,2026-05-05T17:09:07Z,4,4.60,cash
S-105911,B-08,B-08-T03,2026-05-05,E-923,,2026-05-05T14:44:21Z,2026-05-05T14:45:23Z,2026-05-05T14:45:37Z,27,140.04,card
S-105912,B-08,B-08-T06,2026-05-05,E-338,C-111872,2026-05-05T09:51:00Z,2026-05-05T09:51:08Z,2026-05-05T09:51:21Z,2,7.78,card
S-105913,B-08,B-08-T11,2026-05-05,E-914,C-134430,2026-05-05T12:24:56Z,2026-05-05T12:26:43Z,2026-05-05T12:26:49Z,18,131.22,card
S-105914,B-08,B-08-T02,2026-05-05,E-888,C-111703,2026-05-05T18:06:10Z,2026-05-05T18:06:30Z,2026-05-05T18:06:39Z,10,36.95,mobile
S-105915,B-08,B-08-T07,2026-05-05,E-927,,2026-05-05T18:11:24Z,2026-05-05T18:11:53Z,2026-05-05T18:12:04Z,22,123.70,card
S-105916,B-08,B-08-T11,2026-05-05,E-913,,2026-05-05T13:25:00Z,2026-05-05T13:26:03Z,2026-05-05T13:26:13Z,16,60.52,card
S-105917,B-08,B-08-T02,2026-05-05,E-338,,2026-05-05T16:24:05Z,2026-05-05T16:24:13Z,2026-05-05T16:24:24Z,1,13.61,card
S-105918,B-08,B-08-T07,2026-05-05,E-911,,2026-05-05T19:34:42Z,2026-05-05T19:34:50Z,2026-05-05T19:34:57Z,3,7.74,mobile
S-105919,B-08,B-08-T07,2026-05-05,E-911,,2026-05-05T14:56:01Z,2026-05-05T14:56:09Z,2026-05-05T14:56:14Z,4,12.44,mobile
S-105920,B-08,B-08-T04,2026-05-05,E-920,,2026-05-05T10:22:31Z,2026-05-05T10:23:12Z,2026-05-05T10:23:19Z,19,172.55,card
S-105921,B-08,B-08-T05,2026-05-05,E-892,,2026-05-05T11:25:54Z,2026-05-05T11:26:15Z,2026-05-05T11:26:29Z,11,65.39,card
S-105922,B-08,B-08-T04,2026-05-05,E-888,,2026-05-05T07:45:27Z,2026-05-05T07:45:35Z,2026-05-05T07:45:47Z,4,17.92,card
S-105923,B-08,B-08-T07,2026-05-05,E-887,,2026-05-05T20:26:16Z,2026-05-05T20:26:24Z,2026-05-05T20:26:28Z,2,4.91,card
S-105924,B-08,B-08-T05,2026-05-05,E-283,C-129910,2026-05-05T13:33:32Z,2026-05-05T13:33:40Z,2026-05-05T13:34:02Z,3,16.04,cash
S-105925,B-08,B-08-T05,2026-05-05,E-903,C-129514,2026-05-05T19:46:31Z,2026-05-05T19:46:41Z,2026-05-05T19:46:49Z,7,20.57,card
S-105926,B-08,B-08-T01,2026-05-05,E-902,,2026-05-05T19:02:21Z,2026-05-05T19:02:48Z,2026-05-05T19:02:56Z,15,134.92,card
S-105927,B-08,B-08-T05,2026-05-05,E-928,C-109473,2026-05-05T12:26:48Z,2026-05-05T12:26:56Z,2026-05-05T12:27:02Z,2,20.96,mobile
S-105928,B-08,B-08-T03,2026-05-05,E-893,,2026-05-05T13:11:13Z,2026-05-05T13:12:29Z,2026-05-05T13:12:34Z,31,155.79,card
S-105929,B-08,B-08-T03,2026-05-05,E-129,,2026-05-05T14:32:48Z,2026-05-05T14:32:56Z,2026-05-05T14:33:21Z,4,8.76,cash
S-105930,B-08,B-08-T08,2026-05-05,E-926,C-134882,2026-05-05T10:50:18Z,2026-05-05T10:50:33Z,2026-05-05T10:50:45Z,8,50.55,card
S-105931,B-08,B-08-T01,2026-05-05,E-930,C-115176,2026-05-05T13:03:09Z,2026-05-05T13:03:17Z,2026-05-05T13:03:56Z,3,20.64,cash
S-105932,B-08,B-08-T08,2026-05-05,E-926,C-135144,2026-05-05T08:41:50Z,2026-05-05T08:41:58Z,2026-05-05T08:42:24Z,3,4.56,cash
S-105933,B-08,B-08-T07,2026-05-05,E-908,,2026-05-05T16:27:42Z,2026-05-05T16:27:50Z,2026-05-05T16:27:59Z,2,3.04,card
S-105934,B-08,B-08-T05,2026-05-05,E-916,,2026-05-05T14:59:42Z,2026-05-05T14:59:50Z,2026-05-05T15:00:06Z,2,10.03,card
S-105935,B-08,B-08-T07,2026-05-05,E-921,C-104733,2026-05-05T13:30:59Z,2026-05-05T13:31:27Z,2026-05-05T13:31:44Z,14,117.98,cash
S-105936,B-08,B-08-T04,2026-05-05,E-881,,2026-05-05T09:49:07Z,2026-05-05T09:49:51Z,2026-05-05T09:50:07Z,29,128.61,card
S-105937,B-08,B-08-T07,2026-05-05,E-884,,2026-05-05T11:59:35Z,2026-05-05T12:00:00Z,2026-05-05T12:00:12Z,10,43.32,mobile
S-105938,B-08,B-08-T11,2026-05-05,E-927,,2026-05-05T13:08:39Z,2026-05-05T13:09:39Z,2026-05-05T13:09:43Z,11,60.99,mobile
S-105939,B-08,B-08-T06,2026-05-05,E-914,,2026-05-05T08:38:32Z,2026-05-05T08:39:04Z,2026-05-05T08:39:20Z,23,135.93,card
S-105940,B-08,B-08-T06,2026-05-05,E-914,C-125193,2026-05-05T17:05:21Z,2026-05-05T17:05:29Z,2026-05-05T17:05:42Z,3,7.71,card
S-105941,B-08,B-08-T12,2026-05-05,E-894,,2026-05-05T08:45:27Z,2026-05-05T08:45:44Z,2026-05-05T08:45:56Z,5,25.02,card
S-105942,B-08,B-08-T04,2026-05-05,E-901,C-110637,2026-05-05T13:37:28Z,2026-05-05T13:37:36Z,2026-05-05T13:37:52Z,2,9.02,mobile
S-105943,B-08,B-08-T02,2026-05-05,E-129,C-125352,2026-05-05T20:40:15Z,2026-05-05T20:40:23Z,2026-05-05T20:40:38Z,2,10.04,cash
S-105944,B-08,B-08-T11,2026-05-05,E-888,C-125161,2026-05-05T09:19:34Z,2026-05-05T09:19:45Z,2026-05-05T09:19:53Z,2,2.89,card
S-105945,B-08,B-08-T11,2026-05-05,E-898,C-110134,2026-05-05T09:36:59Z,2026-05-05T09:39:07Z,2026-05-05T09:39:18Z,31,185.37,mobile
S-105946,B-08,B-08-T05,2026-05-05,E-896,,2026-05-05T18:04:47Z,2026-05-05T18:04:55Z,2026-05-05T18:05:10Z,2,6.02,mobile
S-105947,B-08,B-08-T08,2026-05-05,E-886,C-104787,2026-05-05T14:10:28Z,2026-05-05T14:10:36Z,2026-05-05T14:10:47Z,2,5.48,mobile
S-105948,B-08,B-08-T04,2026-05-05,E-886,,2026-05-05T16:02:55Z,2026-05-05T16:03:17Z,2026-05-05T16:03:53Z,11,62.62,cash
S-105949,B-08,B-08-T12,2026-05-05,E-912,,2026-05-05T10:01:04Z,2026-05-05T10:02:47Z,2026-05-05T10:03:02Z,25,173.12,card
S-105950,B-08,B-08-T06,2026-05-05,E-919,C-139670,2026-05-05T15:21:59Z,2026-05-05T15:22:24Z,2026-05-05T15:22:35Z,21,113.32,card
S-105951,B-08,B-08-T08,2026-05-05,E-903,C-122891,2026-05-05T07:02:35Z,2026-05-05T07:02:43Z,2026-05-05T07:02:57Z,3,14.40,card
S-105952,B-08,B-08-T10,2026-05-05,E-903,C-130307,2026-05-05T07:55:56Z,2026-05-05T07:56:05Z,2026-05-05T07:56:21Z,4,4.50,mobile
S-105953,B-08,B-08-T03,2026-05-05,E-881,,2026-05-05T08:25:40Z,2026-05-05T08:26:06Z,2026-05-05T08:26:36Z,12,49.53,cash
S-105954,B-08,B-08-T05,2026-05-05,E-915,,2026-05-05T08:20:16Z,2026-05-05T08:20:39Z,2026-05-05T08:20:52Z,11,39.39,mobile
S-105955,B-08,B-08-T03,2026-05-05,E-907,C-133595,2026-05-05T08:51:01Z,2026-05-05T08:51:59Z,2026-05-05T08:52:08Z,24,164.68,card
S-105956,B-08,B-08-T07,2026-05-05,E-890,C-136392,2026-05-05T09:29:29Z,2026-05-05T09:30:42Z,2026-05-05T09:30:48Z,40,183.22,card
S-105957,B-08,B-08-T04,2026-05-05,E-918,,2026-05-05T07:58:51Z,2026-05-05T07:58:59Z,2026-05-05T07:59:07Z,1,5.54,card
S-105958,B-08,B-08-T09,2026-05-05,E-927,C-139061,2026-05-05T11:36:22Z,2026-05-05T11:36:30Z,2026-05-05T11:36:43Z,4,70.41,card
S-105959,B-08,B-08-T04,2026-05-05,E-900,C-136346,2026-05-05T11:48:44Z,2026-05-05T11:50:26Z,2026-05-05T11:50:36Z,45,178.96,mobile
S-105960,B-08,B-08-T09,2026-05-05,E-129,C-127859,2026-05-05T07:37:00Z,2026-05-05T07:37:08Z,2026-05-05T07:37:24Z,2,2.78,card
S-105961,B-08,B-08-T10,2026-05-05,E-925,,2026-05-05T18:58:59Z,2026-05-05T18:59:07Z,2026-05-05T18:59:26Z,2,5.21,cash
S-105962,B-08,B-08-T06,2026-05-05,E-899,,2026-05-05T08:48:24Z,2026-05-05T08:48:35Z,2026-05-05T08:48:43Z,7,22.81,mobile
S-105963,B-08,B-08-T10,2026-05-05,E-926,,2026-05-05T20:52:27Z,2026-05-05T20:52:35Z,2026-05-05T20:52:44Z,2,4.74,mobile
S-105964,B-08,B-08-T07,2026-05-05,E-884,,2026-05-05T08:01:37Z,2026-05-05T08:01:45Z,2026-05-05T08:01:52Z,4,17.14,card
S-105965,B-08,B-08-T10,2026-05-05,E-913,,2026-05-05T18:40:48Z,2026-05-05T18:41:08Z,2026-05-05T18:41:13Z,15,117.58,card
S-105966,B-08,B-08-T05,2026-05-05,E-926,C-116098,2026-05-05T16:36:52Z,2026-05-05T16:37:00Z,2026-05-05T16:37:08Z,3,42.81,card
S-105967,B-08,B-08-T10,2026-05-05,E-908,,2026-05-05T16:30:09Z,2026-05-05T16:30:45Z,2026-05-05T16:30:51Z,14,82.90,mobile
S-105968,B-08,B-08-T11,2026-05-05,E-879,C-133957,2026-05-05T14:52:22Z,2026-05-05T14:55:43Z,2026-05-05T14:55:59Z,46,143.81,card
S-105969,B-08,B-08-T07,2026-05-05,E-880,C-137608,2026-05-05T11:09:42Z,2026-05-05T11:09:53Z,2026-05-05T11:10:28Z,8,36.94,cash
S-105970,B-08,B-08-T01,2026-05-05,E-903,,2026-05-05T20:52:25Z,2026-05-05T20:52:33Z,2026-05-05T20:52:38Z,3,9.15,card
S-105971,B-08,B-08-T11,2026-05-05,E-920,,2026-05-05T15:17:07Z,2026-05-05T15:17:40Z,2026-05-05T15:17:50Z,8,107.63,mobile
S-105972,B-08,B-08-T11,2026-05-05,E-925,C-117641,2026-05-05T20:18:12Z,2026-05-05T20:18:20Z,2026-05-05T20:18:27Z,1,12.47,card
S-105973,B-08,B-08-T10,2026-05-05,E-893,,2026-05-05T10:46:05Z,2026-05-05T10:46:13Z,2026-05-05T10:46:17Z,4,17.19,card
S-105974,B-08,B-08-T02,2026-05-05,E-912,,2026-05-05T09:23:04Z,2026-05-05T09:24:22Z,2026-05-05T09:24:30Z,35,174.99,card
S-105975,B-08,B-08-T08,2026-05-05,E-880,,2026-05-05T20:31:13Z,2026-05-05T20:31:21Z,2026-05-05T20:31:49Z,3,30.53,cash
S-105976,B-08,B-08-T02,2026-05-05,E-912,,2026-05-05T10:21:00Z,2026-05-05T10:21:08Z,2026-05-05T10:21:17Z,5,17.55,card
S-105977,B-08,B-08-T05,2026-05-05,E-930,,2026-05-05T21:27:02Z,2026-05-05T21:27:10Z,2026-05-05T21:27:20Z,2,13.28,mobile
S-105978,B-08,B-08-T08,2026-05-05,E-900,C-115233,2026-05-05T08:25:46Z,2026-05-05T08:25:54Z,2026-05-05T08:26:09Z,2,5.52,mobile
S-105979,B-08,B-08-T10,2026-05-05,E-919,,2026-05-05T11:25:42Z,2026-05-05T11:27:03Z,2026-05-05T11:27:19Z,32,159.13,card
S-105980,B-08,B-08-T07,2026-05-05,E-912,C-103976,2026-05-05T14:11:25Z,2026-05-05T14:11:33Z,2026-05-05T14:11:43Z,1,9.96,card
S-105981,B-08,B-08-T02,2026-05-05,E-928,,2026-05-05T14:08:24Z,2026-05-05T14:08:38Z,2026-05-05T14:08:48Z,6,34.30,card
S-105982,B-08,B-08-T04,2026-05-05,E-909,,2026-05-05T09:37:28Z,2026-05-05T09:37:36Z,2026-05-05T09:37:44Z,3,7.31,card
S-105983,B-08,B-08-T03,2026-05-05,E-129,,2026-05-05T13:34:41Z,2026-05-05T13:34:49Z,2026-05-05T13:35:24Z,3,7.80,cash
S-105984,B-08,B-08-T10,2026-05-05,E-338,,2026-05-05T09:11:12Z,2026-05-05T09:11:20Z,2026-05-05T09:11:35Z,6,62.14,cash
S-105985,B-08,B-08-T05,2026-05-05,E-895,C-122637,2026-05-05T15:55:11Z,2026-05-05T15:55:19Z,2026-05-05T15:55:23Z,4,18.10,card
S-105986,B-08,B-08-T02,2026-05-05,E-892,,2026-05-05T13:18:52Z,2026-05-05T13:19:00Z,2026-05-05T13:19:19Z,3,5.91,cash
S-105987,B-08,B-08-T07,2026-05-05,E-913,C-134394,2026-05-05T13:33:22Z,2026-05-05T13:34:32Z,2026-05-05T13:34:39Z,32,153.91,mobile
S-105988,B-08,B-08-T08,2026-05-05,E-916,C-108139,2026-05-05T07:31:32Z,2026-05-05T07:31:54Z,2026-05-05T07:32:06Z,12,100.28,card
S-105989,B-08,B-08-T04,2026-05-05,E-908,,2026-05-05T13:20:01Z,2026-05-05T13:20:41Z,2026-05-05T13:20:50Z,32,194.36,card
S-105990,B-08,B-08-T07,2026-05-05,E-918,,2026-05-05T08:25:43Z,2026-05-05T08:25:51Z,2026-05-05T08:26:05Z,3,28.20,mobile
S-105991,B-08,B-08-T04,2026-05-05,E-887,C-100001,2026-05-05T11:18:05Z,2026-05-05T11:18:13Z,2026-05-05T11:18:18Z,2,5.56,mobile
S-105992,B-08,B-08-T06,2026-05-05,E-899,,2026-05-05T11:36:41Z,2026-05-05T11:37:34Z,2026-05-05T11:37:42Z,29,179.06,card
S-105993,B-08,B-08-T04,2026-05-05,E-901,,2026-05-05T07:14:23Z,2026-05-05T07:14:32Z,2026-05-05T07:15:03Z,4,26.04,cash
S-105994,B-08,B-08-T03,2026-05-05,E-929,,2026-05-05T19:13:38Z,2026-05-05T19:13:46Z,2026-05-05T19:14:22Z,3,19.83,cash
S-105995,B-08,B-08-T09,2026-05-05,E-898,,2026-05-05T09:02:05Z,2026-05-05T09:02:26Z,2026-05-05T09:02:33Z,10,84.44,mobile
S-105996,B-08,B-08-T05,2026-05-05,E-925,C-122317,2026-05-05T11:48:30Z,2026-05-05T11:48:40Z,2026-05-05T11:48:52Z,7,44.42,card
S-105997,B-08,B-08-T11,2026-05-05,E-909,C-105586,2026-05-05T11:52:22Z,2026-05-05T11:53:40Z,2026-05-05T11:53:51Z,15,114.81,card
S-105998,B-08,B-08-T09,2026-05-05,E-923,,2026-05-05T19:59:59Z,2026-05-05T20:00:15Z,2026-05-05T20:00:29Z,9,42.71,mobile
S-105999,B-08,B-08-T11,2026-05-05,E-892,C-122484,2026-05-05T08:01:57Z,2026-05-05T08:02:43Z,2026-05-05T08:02:57Z,12,58.68,mobile
S-106000,B-08,B-08-T02,2026-05-05,E-898,,2026-05-05T07:44:17Z,2026-05-05T07:44:30Z,2026-05-05T07:44:41Z,7,58.13,card
S-106001,B-08,B-08-T02,2026-05-05,E-916,,2026-05-05T10:46:41Z,2026-05-05T10:47:11Z,2026-05-05T10:47:16Z,14,79.57,card
S-106002,B-08,B-08-T06,2026-05-05,E-927,,2026-05-05T07:35:18Z,2026-05-05T07:35:26Z,2026-05-05T07:35:44Z,2,6.26,cash
S-106003,B-08,B-08-T05,2026-05-05,E-882,,2026-05-05T18:07:24Z,2026-05-05T18:07:39Z,2026-05-05T18:07:45Z,11,45.87,card
S-106004,B-08,B-08-T02,2026-05-05,E-897,C-101696,2026-05-05T13:57:50Z,2026-05-05T13:58:29Z,2026-05-05T13:58:33Z,20,92.53,mobile
S-106005,B-08,B-08-T10,2026-05-05,E-888,,2026-05-05T13:19:21Z,2026-05-05T13:19:56Z,2026-05-05T13:20:34Z,31,197.02,cash
S-106006,B-08,B-08-T06,2026-05-05,E-903,,2026-05-05T10:35:44Z,2026-05-05T10:36:20Z,2026-05-05T10:36:27Z,23,140.69,card
S-106007,B-08,B-08-T11,2026-05-05,E-928,,2026-05-05T12:09:12Z,2026-05-05T12:11:34Z,2026-05-05T12:11:42Z,29,157.51,card
S-106008,B-08,B-08-T01,2026-05-05,E-896,,2026-05-05T16:19:09Z,2026-05-05T16:20:28Z,2026-05-05T16:20:38Z,38,203.16,mobile
S-106009,B-08,B-08-T12,2026-05-05,E-890,,2026-05-05T11:33:38Z,2026-05-05T11:35:27Z,2026-05-05T11:35:36Z,25,105.25,card
S-106010,B-08,B-08-T02,2026-05-05,E-896,,2026-05-05T13:14:55Z,2026-05-05T13:15:03Z,2026-05-05T13:15:09Z,2,7.50,mobile
S-106011,B-08,B-08-T08,2026-05-05,E-918,,2026-05-05T18:53:18Z,2026-05-05T18:53:26Z,2026-05-05T18:53:39Z,2,12.92,mobile
S-106012,B-08,B-08-T03,2026-05-05,E-929,,2026-05-05T15:01:22Z,2026-05-05T15:01:48Z,2026-05-05T15:02:24Z,12,70.58,cash
S-106013,B-08,B-08-T06,2026-05-05,E-924,,2026-05-05T10:20:29Z,2026-05-05T10:20:37Z,2026-05-05T10:20:45Z,3,7.52,card
S-106014,B-08,B-08-T01,2026-05-05,E-913,C-100307,2026-05-05T09:51:13Z,2026-05-05T09:51:21Z,2026-05-05T09:51:33Z,2,28.94,mobile
S-106015,B-08,B-08-T02,2026-05-05,E-129,,2026-05-05T17:22:13Z,2026-05-05T17:22:21Z,2026-05-05T17:22:27Z,3,13.74,mobile
S-106016,B-08,B-08-T12,2026-05-05,E-918,C-125021,2026-05-05T11:25:26Z,2026-05-05T11:26:50Z,2026-05-05T11:26:59Z,21,198.79,card
S-106017,B-08,B-08-T10,2026-05-05,E-920,,2026-05-05T07:32:16Z,2026-05-05T07:33:03Z,2026-05-05T07:33:11Z,37,175.13,card
S-106018,B-08,B-08-T04,2026-05-05,E-892,C-106967,2026-05-05T15:14:17Z,2026-05-05T15:15:45Z,2026-05-05T15:16:11Z,37,191.40,cash
S-106019,B-08,B-08-T11,2026-05-05,E-906,,2026-05-05T14:21:31Z,2026-05-05T14:22:28Z,2026-05-05T14:22:45Z,12,42.11,card
S-106020,B-08,B-08-T06,2026-05-05,E-283,,2026-05-05T10:25:18Z,2026-05-05T10:25:27Z,2026-05-05T10:25:57Z,6,46.57,cash
S-106021,B-08,B-08-T04,2026-05-05,E-927,,2026-05-05T07:03:48Z,2026-05-05T07:03:56Z,2026-05-05T07:04:09Z,7,20.96,card
S-106022,B-08,B-08-T07,2026-05-05,E-900,,2026-05-05T09:00:09Z,2026-05-05T09:00:17Z,2026-05-05T09:00:52Z,1,4.01,cash
S-106023,B-08,B-08-T07,2026-05-05,E-882,,2026-05-05T10:29:24Z,2026-05-05T10:29:32Z,2026-05-05T10:29:43Z,3,8.92,card
S-106024,B-08,B-08-T07,2026-05-05,E-913,C-118508,2026-05-05T16:21:03Z,2026-05-05T16:22:08Z,2026-05-05T16:22:21Z,29,188.91,card
S-106025,B-08,B-08-T10,2026-05-05,E-899,,2026-05-05T16:34:22Z,2026-05-05T16:35:08Z,2026-05-05T16:35:25Z,22,184.54,cash
S-106026,B-08,B-08-T12,2026-05-05,E-914,,2026-05-05T15:40:00Z,2026-05-05T15:40:11Z,2026-05-05T15:40:24Z,2,6.76,card
S-106027,B-08,B-08-T02,2026-05-05,E-879,C-113590,2026-05-05T14:34:19Z,2026-05-05T14:34:38Z,2026-05-05T14:34:51Z,9,53.48,mobile
S-106028,B-08,B-08-T04,2026-05-05,E-913,C-134414,2026-05-05T16:26:27Z,2026-05-05T16:26:49Z,2026-05-05T16:27:20Z,10,61.21,cash
S-106029,B-08,B-08-T10,2026-05-05,E-918,C-116697,2026-05-05T09:09:59Z,2026-05-05T09:10:43Z,2026-05-05T09:10:57Z,21,176.52,cash
S-106030,B-08,B-08-T05,2026-05-05,E-892,,2026-05-05T15:23:27Z,2026-05-05T15:23:39Z,2026-05-05T15:23:52Z,6,128.31,card
S-106031,B-08,B-08-T08,2026-05-05,E-886,C-118302,2026-05-05T13:54:07Z,2026-05-05T13:54:43Z,2026-05-05T13:54:54Z,17,71.44,mobile
S-106032,B-08,B-08-T01,2026-05-05,E-883,C-137999,2026-05-05T20:49:42Z,2026-05-05T20:49:59Z,2026-05-05T20:50:14Z,13,57.16,card
S-106033,B-08,B-08-T03,2026-05-05,E-882,C-107828,2026-05-05T14:29:18Z,2026-05-05T14:30:30Z,2026-05-05T14:30:45Z,36,164.06,card
S-106034,B-08,B-08-T04,2026-05-05,E-889,C-119604,2026-05-05T13:59:52Z,2026-05-05T14:00:05Z,2026-05-05T14:00:41Z,9,58.49,cash
S-106035,B-08,B-08-T04,2026-05-05,E-911,C-122681,2026-05-05T14:35:04Z,2026-05-05T14:35:48Z,2026-05-05T14:36:01Z,19,112.49,card
S-106036,B-08,B-08-T03,2026-05-05,E-895,C-134255,2026-05-05T18:25:09Z,2026-05-05T18:25:34Z,2026-05-05T18:25:42Z,11,50.43,card
S-106037,B-08,B-08-T07,2026-05-05,E-897,,2026-05-05T19:30:09Z,2026-05-05T19:30:17Z,2026-05-05T19:30:27Z,2,5.70,card
S-106038,B-08,B-08-T10,2026-05-05,E-891,C-114894,2026-05-05T15:23:37Z,2026-05-05T15:24:36Z,2026-05-05T15:24:48Z,23,171.21,card
S-106039,B-08,B-08-T08,2026-05-05,E-922,,2026-05-05T16:17:00Z,2026-05-05T16:17:08Z,2026-05-05T16:17:16Z,2,35.40,card
S-106040,B-08,B-08-T11,2026-05-05,E-881,,2026-05-05T17:39:43Z,2026-05-05T17:41:04Z,2026-05-05T17:41:20Z,23,137.10,card
S-106041,B-08,B-08-T06,2026-05-05,E-890,,2026-05-05T07:36:46Z,2026-05-05T07:36:54Z,2026-05-05T07:37:04Z,3,3.17,mobile
S-106042,B-08,B-08-T08,2026-05-05,E-901,,2026-05-05T08:40:41Z,2026-05-05T08:41:17Z,2026-05-05T08:41:46Z,17,62.46,cash
S-106043,B-08,B-08-T08,2026-05-05,E-906,,2026-05-05T19:06:40Z,2026-05-05T19:06:48Z,2026-05-05T19:06:55Z,3,21.66,card
S-106044,B-08,B-08-T10,2026-05-05,E-924,,2026-05-05T18:55:34Z,2026-05-05T18:55:49Z,2026-05-05T18:56:00Z,10,97.38,mobile
S-106045,B-08,B-08-T06,2026-05-05,E-916,,2026-05-05T12:15:32Z,2026-05-05T12:16:10Z,2026-05-05T12:16:31Z,27,120.77,cash
S-106046,B-08,B-08-T10,2026-05-05,E-899,C-106274,2026-05-05T12:49:03Z,2026-05-05T12:49:11Z,2026-05-05T12:49:27Z,3,3.66,cash
S-106047,B-08,B-08-T02,2026-05-05,E-928,C-136770,2026-05-05T19:40:42Z,2026-05-05T19:41:44Z,2026-05-05T19:42:14Z,25,65.09,cash
S-106048,B-08,B-08-T04,2026-05-05,E-928,,2026-05-05T18:05:58Z,2026-05-05T18:06:46Z,2026-05-05T18:06:53Z,40,246.49,card
S-106049,B-08,B-08-T01,2026-05-05,E-894,C-101971,2026-05-05T18:25:31Z,2026-05-05T18:26:05Z,2026-05-05T18:26:17Z,19,147.44,card
S-106050,B-08,B-08-T01,2026-05-05,E-920,,2026-05-05T15:20:53Z,2026-05-05T15:21:01Z,2026-05-05T15:21:05Z,1,14.10,mobile
S-106051,B-08,B-08-T02,2026-05-05,E-909,,2026-05-05T16:30:30Z,2026-05-05T16:30:38Z,2026-05-05T16:31:05Z,2,4.30,cash
S-106052,B-08,B-08-T01,2026-05-05,E-886,,2026-05-05T12:07:58Z,2026-05-05T12:08:06Z,2026-05-05T12:08:19Z,5,25.73,mobile
